 no. of detectors, no. of ut parameters                                         
   700     5 
 det, delta, len2,code, 2theta, ut1, ut2, ut3, ut4, ut5                         
   568    0.000    3.259  300  15.923   2.000   0.000   0.000 -63.500   2.000
   569    0.000    3.278  300  15.762   2.000   0.000   0.000 -63.500   2.000
   570    0.000    3.297  300  15.604   2.000   0.000   0.000 -63.500   2.000
   571    0.000    3.315  300  15.447   2.000   0.000   0.000 -63.500   2.000
   572    0.000    3.334  300  15.292   2.000   0.000   0.000 -63.500   2.000
   573    0.000    3.353  300  15.139   2.000   0.000   0.000 -63.500   2.000
   574    0.000    3.372  300  14.987   2.000   0.000   0.000 -63.500   2.000
   575    0.000    3.392  300  14.837   2.000   0.000   0.000 -63.500   2.000
   576    0.000    3.411  300  14.689   2.000   0.000   0.000 -63.500   2.000
   577    0.000    3.430  300  14.543   2.000   0.000   0.000 -63.500   2.000
   578    0.000    3.449  300  14.398   2.000   0.000   0.000 -63.500   2.000
   579    0.000    3.468  300  14.254   2.000   0.000   0.000 -63.500   2.000
   580    0.000    3.487  300  14.113   2.000   0.000   0.000 -63.500   2.000
   601    0.000    2.426  300  20.921   2.000   0.000   0.000 243.500   2.000
   602    0.000    2.445  300  20.690   2.000   0.000   0.000 243.500   2.000
   603    0.000    2.463  300  20.463   2.000   0.000   0.000 243.500   2.000
   604    0.000    2.482  300  20.240   2.000   0.000   0.000 243.500   2.000
   605    0.000    2.501  300  20.019   2.000   0.000   0.000 243.500   2.000
   606    0.000    2.519  300  19.802   2.000   0.000   0.000 243.500   2.000
   607    0.000    2.538  300  19.589   2.000   0.000   0.000 243.500   2.000
   608    0.000    2.557  300  19.378   2.000   0.000   0.000 243.500   2.000
   609    0.000    2.576  300  19.170   2.000   0.000   0.000 243.500   2.000
   610    0.000    2.595  300  18.966   2.000   0.000   0.000 243.500   2.000
   611    0.000    2.613  300  18.764   2.000   0.000   0.000 243.500   2.000
   612    0.000    2.632  300  18.566   2.000   0.000   0.000 243.500   2.000
   613    0.000    2.651  300  18.370   2.000   0.000   0.000 243.500   2.000
   614    0.000    2.670  300  18.177   2.000   0.000   0.000 243.500   2.000
   615    0.000    2.689  300  17.986   2.000   0.000   0.000 243.500   2.000
   616    0.000    2.708  300  17.799   2.000   0.000   0.000 243.500   2.000
   617    0.000    2.727  300  17.614   2.000   0.000   0.000 243.500   2.000
   618    0.000    2.747  300  17.431   2.000   0.000   0.000 243.500   2.000
   619    0.000    2.766  300  17.251   2.000   0.000   0.000 243.500   2.000
   620    0.000    2.785  300  17.074   2.000   0.000   0.000 243.500   2.000
   621    0.000    2.426  300  20.871   2.000   0.000   0.000 261.500   2.000
   622    0.000    2.445  300  20.641   2.000   0.000   0.000 261.500   2.000
   623    0.000    2.463  300  20.414   2.000   0.000   0.000 261.500   2.000
   624    0.000    2.482  300  20.191   2.000   0.000   0.000 261.500   2.000
   625    0.000    2.501  300  19.971   2.000   0.000   0.000 261.500   2.000
   626    0.000    2.519  300  19.754   2.000   0.000   0.000 261.500   2.000
   627    0.000    2.538  300  19.541   2.000   0.000   0.000 261.500   2.000
   628    0.000    2.557  300  19.331   2.000   0.000   0.000 261.500   2.000
   629    0.000    2.576  300  19.124   2.000   0.000   0.000 261.500   2.000
   630    0.000    2.595  300  18.919   2.000   0.000   0.000 261.500   2.000
   631    0.000    2.613  300  18.718   2.000   0.000   0.000 261.500   2.000
   632    0.000    2.632  300  18.520   2.000   0.000   0.000 261.500   2.000
   633    0.000    2.651  300  18.324   2.000   0.000   0.000 261.500   2.000
   634    0.000    2.670  300  18.132   2.000   0.000   0.000 261.500   2.000
   635    0.000    2.689  300  17.942   2.000   0.000   0.000 261.500   2.000
   636    0.000    2.708  300  17.754   2.000   0.000   0.000 261.500   2.000
   637    0.000    2.728  300  17.569   2.000   0.000   0.000 261.500   2.000
   638    0.000    2.747  300  17.387   2.000   0.000   0.000 261.500   2.000
   639    0.000    2.766  300  17.208   2.000   0.000   0.000 261.500   2.000
   640    0.000    2.785  300  17.031   2.000   0.000   0.000 261.500   2.000
   641    0.000    2.427  300  21.562   2.000   0.000   0.000 -81.500   2.000
   642    0.000    2.445  300  21.327   2.000   0.000   0.000 -81.500   2.000
   643    0.000    2.464  300  21.095   2.000   0.000   0.000 -81.500   2.000
   644    0.000    2.483  300  20.867   2.000   0.000   0.000 -81.500   2.000
   645    0.000    2.501  300  20.642   2.000   0.000   0.000 -81.500   2.000
   646    0.000    2.520  300  20.420   2.000   0.000   0.000 -81.500   2.000
   647    0.000    2.538  300  20.202   2.000   0.000   0.000 -81.500   2.000
   648    0.000    2.557  300  19.987   2.000   0.000   0.000 -81.500   2.000
   649    0.000    2.576  300  19.775   2.000   0.000   0.000 -81.500   2.000
   650    0.000    2.595  300  19.566   2.000   0.000   0.000 -81.500   2.000
   651    0.000    2.613  300  19.360   2.000   0.000   0.000 -81.500   2.000
   652    0.000    2.632  300  19.157   2.000   0.000   0.000 -81.500   2.000
   653    0.000    2.651  300  18.957   2.000   0.000   0.000 -81.500   2.000
   654    0.000    2.670  300  18.760   2.000   0.000   0.000 -81.500   2.000
   655    0.000    2.689  300  18.565   2.000   0.000   0.000 -81.500   2.000
   656    0.000    2.708  300  18.374   2.000   0.000   0.000 -81.500   2.000
   657    0.000    2.727  300  18.185   2.000   0.000   0.000 -81.500   2.000
   658    0.000    2.746  300  17.998   2.000   0.000   0.000 -81.500   2.000
   659    0.000    2.765  300  17.814   2.000   0.000   0.000 -81.500   2.000
   660    0.000    2.784  300  17.633   2.000   0.000   0.000 -81.500   2.000
   661    0.000    2.427  300  21.449   2.000   0.000   0.000 -63.500   2.000
   662    0.000    2.445  300  21.215   2.000   0.000   0.000 -63.500   2.000
   663    0.000    2.464  300  20.984   2.000   0.000   0.000 -63.500   2.000
   664    0.000    2.482  300  20.756   2.000   0.000   0.000 -63.500   2.000
   665    0.000    2.501  300  20.532   2.000   0.000   0.000 -63.500   2.000
   666    0.000    2.520  300  20.312   2.000   0.000   0.000 -63.500   2.000
   667    0.000    2.538  300  20.094   2.000   0.000   0.000 -63.500   2.000
   668    0.000    2.557  300  19.880   2.000   0.000   0.000 -63.500   2.000
   669    0.000    2.576  300  19.669   2.000   0.000   0.000 -63.500   2.000
   670    0.000    2.595  300  19.460   2.000   0.000   0.000 -63.500   2.000
   671    0.000    2.613  300  19.255   2.000   0.000   0.000 -63.500   2.000
   672    0.000    2.632  300  19.053   2.000   0.000   0.000 -63.500   2.000
   673    0.000    2.651  300  18.854   2.000   0.000   0.000 -63.500   2.000
   674    0.000    2.670  300  18.657   2.000   0.000   0.000 -63.500   2.000
   675    0.000    2.689  300  18.464   2.000   0.000   0.000 -63.500   2.000
   676    0.000    2.708  300  18.272   2.000   0.000   0.000 -63.500   2.000
   677    0.000    2.727  300  18.084   2.000   0.000   0.000 -63.500   2.000
   678    0.000    2.746  300  17.898   2.000   0.000   0.000 -63.500   2.000
   679    0.000    2.765  300  17.715   2.000   0.000   0.000 -63.500   2.000
   680    0.000    2.784  300  17.534   2.000   0.000   0.000 -63.500   2.000
   701    0.000    1.951  300  25.861   2.000   0.000   0.000 114.500   2.000
   702    0.000    1.969  300  25.548   2.000   0.000   0.000 114.500   2.000
   703    0.000    1.987  300  25.240   2.000   0.000   0.000 114.500   2.000
   704    0.000    2.005  300  24.938   2.000   0.000   0.000 114.500   2.000
   705    0.000    2.023  300  24.641   2.000   0.000   0.000 114.500   2.000
   706    0.000    2.041  300  24.349   2.000   0.000   0.000 114.500   2.000
   707    0.000    2.060  300  24.063   2.000   0.000   0.000 114.500   2.000
   708    0.000    2.078  300  23.782   2.000   0.000   0.000 114.500   2.000
   709    0.000    2.097  300  23.506   2.000   0.000   0.000 114.500   2.000
   710    0.000    2.115  300  23.234   2.000   0.000   0.000 114.500   2.000
   711    0.000    2.134  300  22.967   2.000   0.000   0.000 114.500   2.000
   712    0.000    2.152  300  22.705   2.000   0.000   0.000 114.500   2.000
   713    0.000    2.171  300  22.447   2.000   0.000   0.000 114.500   2.000
   714    0.000    2.189  300  22.194   2.000   0.000   0.000 114.500   2.000
   715    0.000    2.208  300  21.945   2.000   0.000   0.000 114.500   2.000
   716    0.000    2.227  300  21.700   2.000   0.000   0.000 114.500   2.000
   717    0.000    2.246  300  21.459   2.000   0.000   0.000 114.500   2.000
   718    0.000    2.264  300  21.223   2.000   0.000   0.000 114.500   2.000
   719    0.000    2.283  300  20.990   2.000   0.000   0.000 114.500   2.000
   720    0.000    2.302  300  20.761   2.000   0.000   0.000 114.500   2.000
   721    0.000    1.951  300  26.216   2.000   0.000   0.000  97.000   2.000
   722    0.000    1.969  300  25.899   2.000   0.000   0.000  97.000   2.000
   723    0.000    1.987  300  25.588   2.000   0.000   0.000  97.000   2.000
   724    0.000    2.005  300  25.283   2.000   0.000   0.000  97.000   2.000
   725    0.000    2.023  300  24.983   2.000   0.000   0.000  97.000   2.000
   726    0.000    2.042  300  24.689   2.000   0.000   0.000  97.000   2.000
   727    0.000    2.060  300  24.399   2.000   0.000   0.000  97.000   2.000
   728    0.000    2.078  300  24.115   2.000   0.000   0.000  97.000   2.000
   729    0.000    2.097  300  23.836   2.000   0.000   0.000  97.000   2.000
   730    0.000    2.115  300  23.561   2.000   0.000   0.000  97.000   2.000
   731    0.000    2.134  300  23.292   2.000   0.000   0.000  97.000   2.000
   732    0.000    2.152  300  23.027   2.000   0.000   0.000  97.000   2.000
   733    0.000    2.171  300  22.766   2.000   0.000   0.000  97.000   2.000
   734    0.000    2.189  300  22.510   2.000   0.000   0.000  97.000   2.000
   735    0.000    2.208  300  22.259   2.000   0.000   0.000  97.000   2.000
   736    0.000    2.227  300  22.011   2.000   0.000   0.000  97.000   2.000
   737    0.000    2.245  300  21.768   2.000   0.000   0.000  97.000   2.000
   738    0.000    2.264  300  21.528   2.000   0.000   0.000  97.000   2.000
   739    0.000    2.283  300  21.293   2.000   0.000   0.000  97.000   2.000
   740    0.000    2.302  300  21.061   2.000   0.000   0.000  97.000   2.000
   741    0.000    1.951  300  25.943   2.000   0.000   0.000  83.000   2.000
   742    0.000    1.969  300  25.629   2.000   0.000   0.000  83.000   2.000
   743    0.000    1.987  300  25.320   2.000   0.000   0.000  83.000   2.000
   744    0.000    2.005  300  25.017   2.000   0.000   0.000  83.000   2.000
   745    0.000    2.023  300  24.720   2.000   0.000   0.000  83.000   2.000
   746    0.000    2.041  300  24.427   2.000   0.000   0.000  83.000   2.000
   747    0.000    2.060  300  24.140   2.000   0.000   0.000  83.000   2.000
   748    0.000    2.078  300  23.859   2.000   0.000   0.000  83.000   2.000
   749    0.000    2.097  300  23.582   2.000   0.000   0.000  83.000   2.000
   750    0.000    2.115  300  23.309   2.000   0.000   0.000  83.000   2.000
   751    0.000    2.134  300  23.042   2.000   0.000   0.000  83.000   2.000
   752    0.000    2.152  300  22.779   2.000   0.000   0.000  83.000   2.000
   753    0.000    2.171  300  22.521   2.000   0.000   0.000  83.000   2.000
   754    0.000    2.189  300  22.267   2.000   0.000   0.000  83.000   2.000
   755    0.000    2.208  300  22.017   2.000   0.000   0.000  83.000   2.000
   756    0.000    2.227  300  21.772   2.000   0.000   0.000  83.000   2.000
   757    0.000    2.246  300  21.530   2.000   0.000   0.000  83.000   2.000
   758    0.000    2.264  300  21.293   2.000   0.000   0.000  83.000   2.000
   759    0.000    2.283  300  21.060   2.000   0.000   0.000  83.000   2.000
   760    0.000    2.302  300  20.830   2.000   0.000   0.000  83.000   2.000
   761    0.000    1.952  300  26.565   2.000   0.000   0.000  65.500   2.000
   762    0.000    1.970  300  26.246   2.000   0.000   0.000  65.500   2.000
   763    0.000    1.988  300  25.932   2.000   0.000   0.000  65.500   2.000
   764    0.000    2.006  300  25.623   2.000   0.000   0.000  65.500   2.000
   765    0.000    2.024  300  25.320   2.000   0.000   0.000  65.500   2.000
   766    0.000    2.042  300  25.023   2.000   0.000   0.000  65.500   2.000
   767    0.000    2.060  300  24.731   2.000   0.000   0.000  65.500   2.000
   768    0.000    2.078  300  24.444   2.000   0.000   0.000  65.500   2.000
   769    0.000    2.097  300  24.161   2.000   0.000   0.000  65.500   2.000
   770    0.000    2.115  300  23.884   2.000   0.000   0.000  65.500   2.000
   771    0.000    2.134  300  23.612   2.000   0.000   0.000  65.500   2.000
   772    0.000    2.152  300  23.344   2.000   0.000   0.000  65.500   2.000
   773    0.000    2.170  300  23.081   2.000   0.000   0.000  65.500   2.000
   774    0.000    2.189  300  22.822   2.000   0.000   0.000  65.500   2.000
   775    0.000    2.208  300  22.568   2.000   0.000   0.000  65.500   2.000
   776    0.000    2.226  300  22.318   2.000   0.000   0.000  65.500   2.000
   777    0.000    2.245  300  22.072   2.000   0.000   0.000  65.500   2.000
   778    0.000    2.264  300  21.830   2.000   0.000   0.000  65.500   2.000
   779    0.000    2.282  300  21.592   2.000   0.000   0.000  65.500   2.000
   780    0.000    2.301  300  21.358   2.000   0.000   0.000  65.500   2.000
   801    0.000    1.471  300  33.078   2.000   0.000   0.000  97.000   2.000
   802    0.000    1.489  300  32.661   2.000   0.000   0.000  97.000   2.000
   803    0.000    1.507  300  32.254   2.000   0.000   0.000  97.000   2.000
   804    0.000    1.525  300  31.856   2.000   0.000   0.000  97.000   2.000
   805    0.000    1.543  300  31.468   2.000   0.000   0.000  97.000   2.000
   806    0.000    1.562  300  31.089   2.000   0.000   0.000  97.000   2.000
   807    0.000    1.580  300  30.719   2.000   0.000   0.000  97.000   2.000
   808    0.000    1.599  300  30.357   2.000   0.000   0.000  97.000   2.000
   809    0.000    1.617  300  30.004   2.000   0.000   0.000  97.000   2.000
   810    0.000    1.636  300  29.659   2.000   0.000   0.000  97.000   2.000
   811    0.000    1.654  300  29.321   2.000   0.000   0.000  97.000   2.000
   812    0.000    1.673  300  28.991   2.000   0.000   0.000  97.000   2.000
   813    0.000    1.692  300  28.668   2.000   0.000   0.000  97.000   2.000
   814    0.000    1.710  300  28.352   2.000   0.000   0.000  97.000   2.000
   815    0.000    1.729  300  28.043   2.000   0.000   0.000  97.000   2.000
   816    0.000    1.748  300  27.741   2.000   0.000   0.000  97.000   2.000
   817    0.000    1.767  300  27.445   2.000   0.000   0.000  97.000   2.000
   818    0.000    1.786  300  27.156   2.000   0.000   0.000  97.000   2.000
   819    0.000    1.805  300  26.873   2.000   0.000   0.000  97.000   2.000
   820    0.000    1.824  300  26.595   2.000   0.000   0.000  97.000   2.000
   821    0.000    1.471  300  33.415   2.000   0.000   0.000  83.000   2.000
   822    0.000    1.489  300  32.993   2.000   0.000   0.000  83.000   2.000
   823    0.000    1.507  300  32.582   2.000   0.000   0.000  83.000   2.000
   824    0.000    1.525  300  32.181   2.000   0.000   0.000  83.000   2.000
   825    0.000    1.544  300  31.789   2.000   0.000   0.000  83.000   2.000
   826    0.000    1.562  300  31.406   2.000   0.000   0.000  83.000   2.000
   827    0.000    1.580  300  31.033   2.000   0.000   0.000  83.000   2.000
   828    0.000    1.599  300  30.667   2.000   0.000   0.000  83.000   2.000
   829    0.000    1.617  300  30.310   2.000   0.000   0.000  83.000   2.000
   830    0.000    1.636  300  29.962   2.000   0.000   0.000  83.000   2.000
   831    0.000    1.654  300  29.621   2.000   0.000   0.000  83.000   2.000
   832    0.000    1.673  300  29.287   2.000   0.000   0.000  83.000   2.000
   833    0.000    1.692  300  28.961   2.000   0.000   0.000  83.000   2.000
   834    0.000    1.710  300  28.642   2.000   0.000   0.000  83.000   2.000
   835    0.000    1.729  300  28.330   2.000   0.000   0.000  83.000   2.000
   836    0.000    1.748  300  28.025   2.000   0.000   0.000  83.000   2.000
   837    0.000    1.767  300  27.726   2.000   0.000   0.000  83.000   2.000
   838    0.000    1.786  300  27.433   2.000   0.000   0.000  83.000   2.000
   839    0.000    1.805  300  27.147   2.000   0.000   0.000  83.000   2.000
   840    0.000    1.824  300  26.867   2.000   0.000   0.000  83.000   2.000
   841    0.000    1.471  300  33.479   2.000   0.000   0.000  66.500   2.000
   842    0.000    1.489  300  33.057   2.000   0.000   0.000  66.500   2.000
   843    0.000    1.507  300  32.646   2.000   0.000   0.000  66.500   2.000
   844    0.000    1.526  300  32.244   2.000   0.000   0.000  66.500   2.000
   845    0.000    1.544  300  31.851   2.000   0.000   0.000  66.500   2.000
   846    0.000    1.562  300  31.468   2.000   0.000   0.000  66.500   2.000
   847    0.000    1.580  300  31.093   2.000   0.000   0.000  66.500   2.000
   848    0.000    1.599  300  30.727   2.000   0.000   0.000  66.500   2.000
   849    0.000    1.617  300  30.369   2.000   0.000   0.000  66.500   2.000
   850    0.000    1.636  300  30.020   2.000   0.000   0.000  66.500   2.000
   851    0.000    1.654  300  29.678   2.000   0.000   0.000  66.500   2.000
   852    0.000    1.673  300  29.344   2.000   0.000   0.000  66.500   2.000
   853    0.000    1.691  300  29.017   2.000   0.000   0.000  66.500   2.000
   854    0.000    1.710  300  28.698   2.000   0.000   0.000  66.500   2.000
   855    0.000    1.729  300  28.385   2.000   0.000   0.000  66.500   2.000
   856    0.000    1.748  300  28.079   2.000   0.000   0.000  66.500   2.000
   857    0.000    1.767  300  27.780   2.000   0.000   0.000  66.500   2.000
   858    0.000    1.786  300  27.487   2.000   0.000   0.000  66.500   2.000
   859    0.000    1.805  300  27.200   2.000   0.000   0.000  66.500   2.000
   860    0.000    1.824  300  26.919   2.000   0.000   0.000  66.500   2.000
   901    0.000    1.228  300  37.977   2.000   0.000   0.000 243.500   2.000
   902    0.000    1.245  300  37.382   2.000   0.000   0.000 243.500   2.000
   903    0.000    1.262  300  36.803   2.000   0.000   0.000 243.500   2.000
   904    0.000    1.279  300  36.239   2.000   0.000   0.000 243.500   2.000
   905    0.000    1.296  300  35.690   2.000   0.000   0.000 243.500   2.000
   906    0.000    1.313  300  35.155   2.000   0.000   0.000 243.500   2.000
   907    0.000    1.330  300  34.634   2.000   0.000   0.000 243.500   2.000
   908    0.000    1.347  300  34.127   2.000   0.000   0.000 243.500   2.000
   909    0.000    1.365  300  33.632   2.000   0.000   0.000 243.500   2.000
   910    0.000    1.382  300  33.150   2.000   0.000   0.000 243.500   2.000
   911    0.000    1.400  300  32.680   2.000   0.000   0.000 243.500   2.000
   912    0.000    1.418  300  32.222   2.000   0.000   0.000 243.500   2.000
   913    0.000    1.435  300  31.775   2.000   0.000   0.000 243.500   2.000
   914    0.000    1.453  300  31.339   2.000   0.000   0.000 243.500   2.000
   915    0.000    1.471  300  30.913   2.000   0.000   0.000 243.500   2.000
   916    0.000    1.489  300  30.498   2.000   0.000   0.000 243.500   2.000
   917    0.000    1.507  300  30.093   2.000   0.000   0.000 243.500   2.000
   918    0.000    1.526  300  29.698   2.000   0.000   0.000 243.500   2.000
   919    0.000    1.544  300  29.312   2.000   0.000   0.000 243.500   2.000
   920    0.000    1.562  300  28.935   2.000   0.000   0.000 243.500   2.000
   921    0.000    1.228  300  38.007   2.000   0.000   0.000 261.500   2.000
   922    0.000    1.245  300  37.412   2.000   0.000   0.000 261.500   2.000
   923    0.000    1.262  300  36.833   2.000   0.000   0.000 261.500   2.000
   924    0.000    1.279  300  36.269   2.000   0.000   0.000 261.500   2.000
   925    0.000    1.296  300  35.719   2.000   0.000   0.000 261.500   2.000
   926    0.000    1.313  300  35.184   2.000   0.000   0.000 261.500   2.000
   927    0.000    1.330  300  34.663   2.000   0.000   0.000 261.500   2.000
   928    0.000    1.347  300  34.155   2.000   0.000   0.000 261.500   2.000
   929    0.000    1.365  300  33.660   2.000   0.000   0.000 261.500   2.000
   930    0.000    1.382  300  33.177   2.000   0.000   0.000 261.500   2.000
   931    0.000    1.400  300  32.707   2.000   0.000   0.000 261.500   2.000
   932    0.000    1.418  300  32.248   2.000   0.000   0.000 261.500   2.000
   933    0.000    1.435  300  31.801   2.000   0.000   0.000 261.500   2.000
   934    0.000    1.453  300  31.365   2.000   0.000   0.000 261.500   2.000
   935    0.000    1.471  300  30.939   2.000   0.000   0.000 261.500   2.000
   936    0.000    1.489  300  30.524   2.000   0.000   0.000 261.500   2.000
   937    0.000    1.507  300  30.118   2.000   0.000   0.000 261.500   2.000
   938    0.000    1.526  300  29.722   2.000   0.000   0.000 261.500   2.000
   939    0.000    1.544  300  29.336   2.000   0.000   0.000 261.500   2.000
   940    0.000    1.562  300  28.959   2.000   0.000   0.000 261.500   2.000
   941    0.000    1.228  300  37.933   2.000   0.000   0.000 -81.500   2.000
   942    0.000    1.245  300  37.339   2.000   0.000   0.000 -81.500   2.000
   943    0.000    1.262  300  36.761   2.000   0.000   0.000 -81.500   2.000
   944    0.000    1.279  300  36.197   2.000   0.000   0.000 -81.500   2.000
   945    0.000    1.296  300  35.649   2.000   0.000   0.000 -81.500   2.000
   946    0.000    1.313  300  35.115   2.000   0.000   0.000 -81.500   2.000
   947    0.000    1.330  300  34.594   2.000   0.000   0.000 -81.500   2.000
   948    0.000    1.347  300  34.087   2.000   0.000   0.000 -81.500   2.000
   949    0.000    1.365  300  33.593   2.000   0.000   0.000 -81.500   2.000
   950    0.000    1.382  300  33.111   2.000   0.000   0.000 -81.500   2.000
   951    0.000    1.400  300  32.642   2.000   0.000   0.000 -81.500   2.000
   952    0.000    1.418  300  32.184   2.000   0.000   0.000 -81.500   2.000
   953    0.000    1.435  300  31.737   2.000   0.000   0.000 -81.500   2.000
   954    0.000    1.453  300  31.302   2.000   0.000   0.000 -81.500   2.000
   955    0.000    1.471  300  30.877   2.000   0.000   0.000 -81.500   2.000
   956    0.000    1.489  300  30.462   2.000   0.000   0.000 -81.500   2.000
   957    0.000    1.507  300  30.058   2.000   0.000   0.000 -81.500   2.000
   958    0.000    1.526  300  29.663   2.000   0.000   0.000 -81.500   2.000
   959    0.000    1.544  300  29.277   2.000   0.000   0.000 -81.500   2.000
   960    0.000    1.562  300  28.900   2.000   0.000   0.000 -81.500   2.000
   961    0.000    1.228  300  37.833   2.000   0.000   0.000 -63.500   2.000
   962    0.000    1.245  300  37.240   2.000   0.000   0.000 -63.500   2.000
   963    0.000    1.261  300  36.663   2.000   0.000   0.000 -63.500   2.000
   964    0.000    1.278  300  36.101   2.000   0.000   0.000 -63.500   2.000
   965    0.000    1.295  300  35.553   2.000   0.000   0.000 -63.500   2.000
   966    0.000    1.313  300  35.020   2.000   0.000   0.000 -63.500   2.000
   967    0.000    1.330  300  34.501   2.000   0.000   0.000 -63.500   2.000
   968    0.000    1.347  300  33.995   2.000   0.000   0.000 -63.500   2.000
   969    0.000    1.365  300  33.502   2.000   0.000   0.000 -63.500   2.000
   970    0.000    1.382  300  33.022   2.000   0.000   0.000 -63.500   2.000
   971    0.000    1.400  300  32.553   2.000   0.000   0.000 -63.500   2.000
   972    0.000    1.418  300  32.097   2.000   0.000   0.000 -63.500   2.000
   973    0.000    1.435  300  31.651   2.000   0.000   0.000 -63.500   2.000
   974    0.000    1.453  300  31.217   2.000   0.000   0.000 -63.500   2.000
   975    0.000    1.471  300  30.793   2.000   0.000   0.000 -63.500   2.000
   976    0.000    1.489  300  30.379   2.000   0.000   0.000 -63.500   2.000
   977    0.000    1.508  300  29.976   2.000   0.000   0.000 -63.500   2.000
   978    0.000    1.526  300  29.582   2.000   0.000   0.000 -63.500   2.000
   979    0.000    1.544  300  29.197   2.000   0.000   0.000 -63.500   2.000
   980    0.000    1.562  300  28.821   2.000   0.000   0.000 -63.500   2.000
  1001    0.000    1.228  300  37.833   2.000   0.000   0.000 -63.500   2.000
  1002    0.000    1.245  300  37.240   2.000   0.000   0.000 -63.500   2.000
  1003    0.000    1.261  300  36.663   2.000   0.000   0.000 -63.500   2.000
  1004    0.000    1.278  300  36.101   2.000   0.000   0.000 -63.500   2.000
  1005    0.000    1.295  300  35.553   2.000   0.000   0.000 -63.500   2.000
  1006    0.000    1.313  300  35.020   2.000   0.000   0.000 -63.500   2.000
  1007    0.000    1.330  300  34.501   2.000   0.000   0.000 -63.500   2.000
  1008    0.000    1.347  300  33.995   2.000   0.000   0.000 -63.500   2.000
  1009    0.000    1.365  300  33.502   2.000   0.000   0.000 -63.500   2.000
  1010    0.000    1.382  300  33.022   2.000   0.000   0.000 -63.500   2.000
  1011    0.000    1.400  300  32.553   2.000   0.000   0.000 -63.500   2.000
  1012    0.000    1.418  300  32.097   2.000   0.000   0.000 -63.500   2.000
  1013    0.000    1.435  300  31.651   2.000   0.000   0.000 -63.500   2.000
  1014    0.000    1.453  300  31.217   2.000   0.000   0.000 -63.500   2.000
  1015    0.000    1.471  300  30.793   2.000   0.000   0.000 -63.500   2.000
  1016    0.000    1.489  300  30.379   2.000   0.000   0.000 -63.500   2.000
  1017    0.000    1.508  300  29.976   2.000   0.000   0.000 -63.500   2.000
  1018    0.000    1.526  300  29.582   2.000   0.000   0.000 -63.500   2.000
  1019    0.000    1.544  300  29.197   2.000   0.000   0.000 -63.500   2.000
  1020    0.000    1.562  300  28.821   2.000   0.000   0.000 -63.500   2.000
