 Number_of_detectors, Number of ut parameters
               728                       5
 Detector,     delta,      len2,      code,    2theta,       ut1,       ut2,       ut3,       ut4,       ut5
 10101001    0.00000  -13.54200  300.00000  180.00000    0.00000    0.00000    0.00000    0.00000    0.10000
 10102001    0.00000  -11.92800  300.00000  180.00000    0.00000    0.00000    0.00000    0.00000    0.10000
 10104001    0.00000   -4.56000  300.00000  180.00000    0.00000    0.00000    0.00000    0.00000    0.10000
 10104002    0.00000   -4.56000  300.00000  180.00000    0.00000    0.00000    0.00000    0.00000    0.10000
 10105001    0.00000   -2.66000  300.00000  180.00000    0.00000    0.00000    0.00000    0.00000    0.10000
 10105002    0.00000   -2.66000  300.00000  180.00000    0.00000    0.00000    0.00000    0.00000    0.10000
 10106001    0.00000    6.50000  300.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.10000
 10106002    0.00000    6.50000  300.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.10000
 20204001    0.00000    4.81597  300.00000    5.17246    0.00000    0.00000    0.00000  180.00000    2.00000
 20204002    0.00000    4.83399  300.00000    5.06996    0.00000    0.00000    0.00000  180.00000    2.00000
 20204003    0.00000    4.85203  300.00000    4.96823    0.00000    0.00000    0.00000  180.00000    2.00000
 20204004    0.00000    4.87008  300.00000    4.86727    0.00000    0.00000    0.00000  180.00000    2.00000
 20204005    0.00000    4.88815  300.00000    4.76708    0.00000    0.00000    0.00000  180.00000    2.00000
 20204006    0.00000    4.90623  300.00000    4.66765    0.00000    0.00000    0.00000  180.00000    2.00000
 20204007    0.00000    4.92433  300.00000    4.56898    0.00000    0.00000    0.00000  180.00000    2.00000
 20204008    0.00000    4.94244  300.00000    4.47105    0.00000    0.00000    0.00000  180.00000    2.00000
 20204009    0.00000    4.96057  300.00000    4.37386    0.00000    0.00000    0.00000  180.00000    2.00000
 20204010    0.00000    4.97871  300.00000    4.27741    0.00000    0.00000    0.00000  180.00000    2.00000
 20204011    0.00000    4.99687  300.00000    4.18168    0.00000    0.00000    0.00000  180.00000    2.00000
 20204012    0.00000    5.01504  300.00000    4.08668    0.00000    0.00000    0.00000  180.00000    2.00000
 20204013    0.00000    5.03322  300.00000    3.99239    0.00000    0.00000    0.00000  180.00000    2.00000
 20204014    0.00000    5.05142  300.00000    3.89882    0.00000    0.00000    0.00000  180.00000    2.00000
 20204015    0.00000    5.06963  300.00000    3.80595    0.00000    0.00000    0.00000  180.00000    2.00000
 20204016    0.00000    5.08786  300.00000    3.71378    0.00000    0.00000    0.00000  180.00000    2.00000
 20204017    0.00000    5.10609  300.00000    3.62231    0.00000    0.00000    0.00000  180.00000    2.00000
 20204018    0.00000    5.12435  300.00000    3.53153    0.00000    0.00000    0.00000  180.00000    2.00000
 20206001    0.00000    4.81597  300.00000    5.17246    0.00000    0.00000    0.00000  231.42000    2.00000
 20206002    0.00000    4.83399  300.00000    5.06996    0.00000    0.00000    0.00000  231.42000    2.00000
 20206003    0.00000    4.85203  300.00000    4.96823    0.00000    0.00000    0.00000  231.42000    2.00000
 20206004    0.00000    4.87008  300.00000    4.86727    0.00000    0.00000    0.00000  231.42000    2.00000
 20206005    0.00000    4.88815  300.00000    4.76708    0.00000    0.00000    0.00000  231.42000    2.00000
 20206006    0.00000    4.90623  300.00000    4.66765    0.00000    0.00000    0.00000  231.42000    2.00000
 20206007    0.00000    4.92433  300.00000    4.56898    0.00000    0.00000    0.00000  231.42000    2.00000
 20206008    0.00000    4.94244  300.00000    4.47105    0.00000    0.00000    0.00000  231.42000    2.00000
 20206009    0.00000    4.96057  300.00000    4.37386    0.00000    0.00000    0.00000  231.42000    2.00000
 20206010    0.00000    4.97871  300.00000    4.27741    0.00000    0.00000    0.00000  231.42000    2.00000
 20206011    0.00000    4.99687  300.00000    4.18168    0.00000    0.00000    0.00000  231.42000    2.00000
 20206012    0.00000    5.01504  300.00000    4.08668    0.00000    0.00000    0.00000  231.42000    2.00000
 20206013    0.00000    5.03322  300.00000    3.99239    0.00000    0.00000    0.00000  231.42000    2.00000
 20206014    0.00000    5.05142  300.00000    3.89882    0.00000    0.00000    0.00000  231.42000    2.00000
 20206015    0.00000    5.06963  300.00000    3.80595    0.00000    0.00000    0.00000  231.42000    2.00000
 20206016    0.00000    5.08786  300.00000    3.71378    0.00000    0.00000    0.00000  231.42000    2.00000
 20206017    0.00000    5.10609  300.00000    3.62231    0.00000    0.00000    0.00000  231.42000    2.00000
 20206018    0.00000    5.12435  300.00000    3.53153    0.00000    0.00000    0.00000  231.42000    2.00000
 20401001    0.00000    3.59783  300.00000   11.25777    0.00000    0.00000    0.00000  102.87000    2.00000
 20401002    0.00000    3.61581  300.00000   11.11875    0.00000    0.00000    0.00000  102.87000    2.00000
 20401003    0.00000    3.63381  300.00000   10.98112    0.00000    0.00000    0.00000  102.87000    2.00000
 20401004    0.00000    3.65183  300.00000   10.84485    0.00000    0.00000    0.00000  102.87000    2.00000
 20401005    0.00000    3.66988  300.00000   10.70992    0.00000    0.00000    0.00000  102.87000    2.00000
 20401006    0.00000    3.68794  300.00000   10.57631    0.00000    0.00000    0.00000  102.87000    2.00000
 20401007    0.00000    3.70602  300.00000   10.44402    0.00000    0.00000    0.00000  102.87000    2.00000
 20401008    0.00000    3.72412  300.00000   10.31301    0.00000    0.00000    0.00000  102.87000    2.00000
 20401009    0.00000    3.74225  300.00000   10.18327    0.00000    0.00000    0.00000  102.87000    2.00000
 20401010    0.00000    3.76039  300.00000   10.05478    0.00000    0.00000    0.00000  102.87000    2.00000
 20401011    0.00000    3.77855  300.00000    9.92753    0.00000    0.00000    0.00000  102.87000    2.00000
 20401012    0.00000    3.79672  300.00000    9.80151    0.00000    0.00000    0.00000  102.87000    2.00000
 20401013    0.00000    3.81492  300.00000    9.67669    0.00000    0.00000    0.00000  102.87000    2.00000
 20401014    0.00000    3.83313  300.00000    9.55306    0.00000    0.00000    0.00000  102.87000    2.00000
 20401015    0.00000    3.85137  300.00000    9.43060    0.00000    0.00000    0.00000  102.87000    2.00000
 20401016    0.00000    3.86962  300.00000    9.30930    0.00000    0.00000    0.00000  102.87000    2.00000
 20401017    0.00000    3.88788  300.00000    9.18915    0.00000    0.00000    0.00000  102.87000    2.00000
 20401018    0.00000    3.90617  300.00000    9.07012    0.00000    0.00000    0.00000  102.87000    2.00000
 20404001    0.00000    3.59783  300.00000   11.25777    0.00000    0.00000    0.00000  180.00000    2.00000
 20404002    0.00000    3.61581  300.00000   11.11875    0.00000    0.00000    0.00000  180.00000    2.00000
 20404003    0.00000    3.63381  300.00000   10.98112    0.00000    0.00000    0.00000  180.00000    2.00000
 20404004    0.00000    3.65183  300.00000   10.84485    0.00000    0.00000    0.00000  180.00000    2.00000
 20404005    0.00000    3.66988  300.00000   10.70992    0.00000    0.00000    0.00000  180.00000    2.00000
 20404006    0.00000    3.68794  300.00000   10.57631    0.00000    0.00000    0.00000  180.00000    2.00000
 20404007    0.00000    3.70602  300.00000   10.44402    0.00000    0.00000    0.00000  180.00000    2.00000
 20404008    0.00000    3.72412  300.00000   10.31301    0.00000    0.00000    0.00000  180.00000    2.00000
 20404009    0.00000    3.74225  300.00000   10.18327    0.00000    0.00000    0.00000  180.00000    2.00000
 20404010    0.00000    3.76039  300.00000   10.05478    0.00000    0.00000    0.00000  180.00000    2.00000
 20404011    0.00000    3.77855  300.00000    9.92753    0.00000    0.00000    0.00000  180.00000    2.00000
 20404012    0.00000    3.79672  300.00000    9.80151    0.00000    0.00000    0.00000  180.00000    2.00000
 20404013    0.00000    3.81492  300.00000    9.67669    0.00000    0.00000    0.00000  180.00000    2.00000
 20404014    0.00000    3.83313  300.00000    9.55306    0.00000    0.00000    0.00000  180.00000    2.00000
 20404015    0.00000    3.85137  300.00000    9.43060    0.00000    0.00000    0.00000  180.00000    2.00000
 20404016    0.00000    3.86962  300.00000    9.30930    0.00000    0.00000    0.00000  180.00000    2.00000
 20404017    0.00000    3.88788  300.00000    9.18915    0.00000    0.00000    0.00000  180.00000    2.00000
 20404018    0.00000    3.90617  300.00000    9.07012    0.00000    0.00000    0.00000  180.00000    2.00000
 20405001    0.00000    3.59783  300.00000   11.25777    0.00000    0.00000    0.00000  205.71000    2.00000
 20405002    0.00000    3.61581  300.00000   11.11875    0.00000    0.00000    0.00000  205.71000    2.00000
 20405003    0.00000    3.63381  300.00000   10.98112    0.00000    0.00000    0.00000  205.71000    2.00000
 20405004    0.00000    3.65183  300.00000   10.84485    0.00000    0.00000    0.00000  205.71000    2.00000
 20405005    0.00000    3.66988  300.00000   10.70992    0.00000    0.00000    0.00000  205.71000    2.00000
 20405006    0.00000    3.68794  300.00000   10.57631    0.00000    0.00000    0.00000  205.71000    2.00000
