 Number_of_entries    Number_of_monitors
     2257                  9
 Index   Detector   Time_regime   Crate   Module   Position   Monitor   Prescale
  1134   40503001             1     104       12          0         0          0
  1135   40503002             1     104       12          1         0          0
  1136   40503003             1     104       12          2         0          0
  1137   40503004             1     104       12          3         0          0
  1138   40503005             1     104       12          4         0          0
  1139   40503006             1     104       13          0         0          0
  1140   40503007             1     104       13          1         0          0
  1141   40503008             1     104       13          2         0          0
  1142   40503009             1     104       13          3         0          0
  1143   40503010             1     104       13          4         0          0
  1144   40503011             1     104       14          0         0          0
  1145   40503012             1     104       14          1         0          0
  1146   40503013             1     104       14          2         0          0
  1147   40503014             1     104       14          3         0          0
  1148   40503015             1     104       14          4         0          0
  1149   40503016             1     104       15          0         0          0
  1150   40503017             1     104       15          1         0          0
  1151   40503018             1     104       15          2         0          0
  1152   40504001             1       3       12          0         0          0
  1153   40504002             1       3       12          1         0          0
  1154   40504003             1       3       12          2         0          0
  1155   40504004             1       3       12          3         0          0
  1156   40504005             1       3       12          4         0          0
  1157   40504006             1       3       13          0         0          0
  1158   40504007             1       3       13          1         0          0
  1159   40504008             1       3       13          2         0          0
  1160   40504009             1       3       13          3         0          0
  1161   40504010             1       3       13          4         0          0
  1162   40504011             1       3       14          0         0          0
  1163   40504012             1       3       14          1         0          0
  1164   40504013             1       3       14          2         0          0
  1165   40504014             1       3       14          3         0          0
  1166   40504015             1       3       14          4         0          0
  1167   40504016             1       3       15          0         0          0
  1168   40504017             1       3       15          1         0          0
  1169   40504018             1       3       15          2         0          0
  1170   40505001             1       4        0          0         0          0
  1171   40505002             1       4        0          1         0          0
  1172   40505003             1       4        0          2         0          0
  1173   40505004             1       4        0          3         0          0
  1174   40505005             1       4        0          4         0          0
  1175   40505006             1       4        1          0         0          0
  1176   40505007             1       4        1          1         0          0
  1177   40505008             1       4        1          2         0          0
  1178   40505009             1       4        1          3         0          0
  1179   40505010             1       4        1          4         0          0
  1180   40505011             1       4        2          0         0          0
  1181   40505012             1       4        2          1         0          0
  1182   40505013             1       4        2          2         0          0
  1183   40505014             1       4        2          3         0          0
  1184   40505015             1       4        2          4         0          0
  1185   40505016             1       4        3          0         0          0
  1186   40505017             1       4        3          1         0          0
  1187   40505018             1       4        3          2         0          0
  1188   40506001             1     102        8          0         0          0
  1189   40506002             1     102        8          1         0          0
  1190   40506003             1     102        8          2         0          0
  1191   40506004             1     102        8          3         0          0
  1192   40506005             1     102        8          4         0          0
  1193   40506006             1     102        9          0         0          0
  1194   40506007             1     102        9          1         0          0
  1195   40506008             1     102        9          2         0          0
  1196   40506009             1     102        9          3         0          0
  1197   40506010             1     102        9          4         0          0
  1198   40506011             1     102       10          0         0          0
  1199   40506012             1     102       10          1         0          0
  1200   40506013             1     102       10          2         0          0
  1201   40506014             1     102       10          3         0          0
  1202   40506015             1     102       10          4         0          0
  1203   40506016             1     102       11          0         0          0
  1204   40506017             1     102       11          1         0          0
  1205   40506018             1     102       11          2         0          0
  1206   40601001             1       5        0          0         0          0
  1207   40601002             1       5        0          1         0          0
  1208   40601003             1       5        0          2         0          0
  1209   40601004             1       5        0          3         0          0
  1210   40601005             1       5        0          4         0          0
  1211   40601006             1       5        1          0         0          0
  1212   40601007             1       5        1          1         0          0
  1213   40601008             1       5        1          2         0          0
  1214   40601009             1       5        1          3         0          0
  1215   40601010             1       5        1          4         0          0
  1216   40601011             1       5        2          0         0          0
  1217   40601012             1       5        2          1         0          0
  1218   40601013             1       5        2          2         0          0
  1219   40601014             1       5        2          3         0          0
  1220   40601015             1       5        2          4         0          0
  1221   40601016             1       5        3          0         0          0
  1222   40601017             1       5        3          1         0          0
  1223   40601018             1       5        3          2         0          0
  1224   40602001             1     105        4          0         0          0
  1225   40602002             1     105        4          1         0          0
  1226   40602003             1     105        4          2         0          0
  1227   40602004             1     105        4          3         0          0
  1228   40602005             1     105        4          4         0          0
  1229   40602006             1     105        5          0         0          0
  1230   40602007             1     105        5          1         0          0
  1231   40602008             1     105        5          2         0          0
  1232   40602009             1     105        5          3         0          0
  1233   40602010             1     105        5          4         0          0
  1234   40602011             1     105        6          0         0          0
  1235   40602012             1     105        6          1         0          0
  1236   40602013             1     105        6          2         0          0
  1237   40602014             1     105        6          3         0          0
  1238   40602015             1     105        6          4         0          0
  1239   40602016             1     105        7          0         0          0
  1240   40602017             1     105        7          1         0          0
  1241   40602018             1     105        7          2         0          0
  1242   40603001             1       5        4          0         0          0
  1243   40603002             1       5        4          1         0          0
  1244   40603003             1       5        4          2         0          0
  1245   40603004             1       5        4          3         0          0
  1246   40603005             1       5        4          4         0          0
  1247   40603006             1       5        5          0         0          0
  1248   40603007             1       5        5          1         0          0
  1249   40603008             1       5        5          2         0          0
  1250   40603009             1       5        5          3         0          0
  1251   40603010             1       5        5          4         0          0
  1252   40603011             1       5        6          0         0          0
  1253   40603012             1       5        6          1         0          0
  1254   40603013             1       5        6          2         0          0
  1255   40603014             1       5        6          3         0          0
  1256   40603015             1       5        6          4         0          0
  1257   40603016             1       5        7          0         0          0
  1258   40603017             1       5        7          1         0          0
  1259   40603018             1       5        7          2         0          0
  1260   40604001             1       5        8          0         0          0
  1261   40604002             1       5        8          1         0          0
  1262   40604003             1       5        8          2         0          0
  1263   40604004             1       5        8          3         0          0
  1264   40604005             1       5        8          4         0          0
  1265   40604006             1       5        9          0         0          0
  1266   40604007             1       5        9          1         0          0
  1267   40604008             1       5        9          2         0          0
  1268   40604009             1       5        9          3         0          0
  1269   40604010             1       5        9          4         0          0
  1270   40604011             1       5       10          0         0          0
  1271   40604012             1       5       10          1         0          0
  1272   40604013             1       5       10          2         0          0
  1273   40604014             1       5       10          3         0          0
  1274   40604015             1       5       10          4         0          0
  1275   40604016             1       5       11          0         0          0
  1276   40604017             1       5       11          1         0          0
  1277   40604018             1       5       11          2         0          0
  1278   40605001             1       5       12          0         0          0
  1279   40605002             1       5       12          1         0          0
  1280   40605003             1       5       12          2         0          0
  1281   40605004             1       5       12          3         0          0
  1282   40605005             1       5       12          4         0          0
  1283   40605006             1       5       13          0         0          0
  1284   40605007             1       5       13          1         0          0
  1285   40605008             1       5       13          2         0          0
  1286   40605009             1       5       13          3         0          0
  1287   40605010             1       5       13          4         0          0
  1288   40605011             1       5       14          0         0          0
  1289   40605012             1       5       14          1         0          0
  1290   40605013             1       5       14          2         0          0
  1291   40605014             1       5       14          3         0          0
  1292   40605015             1       5       14          4         0          0
  1293   40605016             1       5       15          0         0          0
  1294   40605017             1       5       15          1         0          0
  1295   40605018             1       5       15          2         0          0
  1296   40606001             1     103        0          0         0          0
  1297   40606002             1     103        0          1         0          0
  1298   40606003             1     103        0          2         0          0
  1299   40606004             1     103        0          3         0          0
  1300   40606005             1     103        0          4         0          0
  1301   40606006             1     103        1          0         0          0
  1302   40606007             1     103        1          1         0          0
  1303   40606008             1     103        1          2         0          0
  1304   40606009             1     103        1          3         0          0
  1305   40606010             1     103        1          4         0          0
  1306   40606011             1     103        2          0         0          0
  1307   40606012             1     103        2          1         0          0
  1308   40606013             1     103        2          2         0          0
  1309   40606014             1     103        2          3         0          0
  1310   40606015             1     103        2          4         0          0
  1311   40606016             1     103        3          0         0          0
  1312   40606017             1     103        3          1         0          0
  1313   40606018             1     103        3          2         0          0
  1314   40701001             1       7        0          0         0          0
  1315   40701002             1       7        0          1         0          0
  1316   40701003             1       7        0          2         0          0
  1317   40701004             1       7        0          3         0          0
  1318   40701005             1       7        0          4         0          0
  1319   40701006             1       7        1          0         0          0
  1320   40701007             1       7        1          1         0          0
  1321   40701008             1       7        1          2         0          0
  1322   40701009             1       7        1          3         0          0
  1323   40701010             1       7        1          4         0          0
  1324   40701011             1       7        2          0         0          0
  1325   40701012             1       7        2          1         0          0
  1326   40701013             1       7        2          2         0          0
  1327   40701014             1       7        2          3         0          0
  1328   40701015             1       7        2          4         0          0
  1329   40701016             1       7        3          0         0          0
  1330   40701017             1       7        3          1         0          0
  1331   40701018             1       7        3          2         0          0
  1332   40702001             1     105       12          0         0          0
  1333   40702002             1     105       12          1         0          0
  1334   40702003             1     105       12          2         0          0
  1335   40702004             1     105       12          3         0          0
  1336   40702005             1     105       12          4         0          0
  1337   40702006             1     105       13          0         0          0
  1338   40702007             1     105       13          1         0          0
  1339   40702008             1     105       13          2         0          0
  1340   40702009             1     105       13          3         0          0
  1341   40702010             1     105       13          4         0          0
  1342   40702011             1     105       14          0         0          0
  1343   40702012             1     105       14          1         0          0
  1344   40702013             1     105       14          2         0          0
  1345   40702014             1     105       14          3         0          0
  1346   40702015             1     105       14          4         0          0
  1347   40702016             1     105       15          0         0          0
  1348   40702017             1     105       15          1         0          0
  1349   40702018             1     105       15          2         0          0
  1350   40703001             1       7        4          0         0          0
  1351   40703002             1       7        4          1         0          0
  1352   40703003             1       7        4          2         0          0
  1353   40703004             1       7        4          3         0          0
  1354   40703005             1       7        4          4         0          0
  1355   40703006             1       7        5          0         0          0
  1356   40703007             1       7        5          1         0          0
  1357   40703008             1       7        5          2         0          0
  1358   40703009             1       7        5          3         0          0
  1359   40703010             1       7        5          4         0          0
  1360   40703011             1       7        6          0         0          0
  1361   40703012             1       7        6          1         0          0
  1362   40703013             1       7        6          2         0          0
  1363   40703014             1       7        6          3         0          0
  1364   40703015             1       7        6          4         0          0
  1365   40703016             1       7        7          0         0          0
  1366   40703017             1       7        7          1         0          0
  1367   40703018             1       7        7          2         0          0
  1368   40704001             1       7        8          0         0          0
  1369   40704002             1       7        8          1         0          0
  1370   40704003             1       7        8          2         0          0
  1371   40704004             1       7        8          3         0          0
  1372   40704005             1       7        8          4         0          0
  1373   40704006             1       7        9          0         0          0
  1374   40704007             1       7        9          1         0          0
  1375   40704008             1       7        9          2         0          0
  1376   40704009             1       7        9          3         0          0
  1377   40704010             1       7        9          4         0          0
  1378   40704011             1       7       10          0         0          0
  1379   40704012             1       7       10          1         0          0
  1380   40704013             1       7       10          2         0          0
  1381   40704014             1       7       10          3         0          0
  1382   40704015             1       7       10          4         0          0
  1383   40704016             1       7       11          0         0          0
  1384   40704017             1       7       11          1         0          0
  1385   40704018             1       7       11          2         0          0
  1386   40705001             1       7       12          0         0          0
  1387   40705002             1       7       12          1         0          0
  1388   40705003             1       7       12          2         0          0
  1389   40705004             1       7       12          3         0          0
  1390   40705005             1       7       12          4         0          0
  1391   40705006             1       7       13          0         0          0
  1392   40705007             1       7       13          1         0          0
  1393   40705008             1       7       13          2         0          0
  1394   40705009             1       7       13          3         0          0
  1395   40705010             1       7       13          4         0          0
  1396   40705011             1       7       14          0         0          0
  1397   40705012             1       7       14          1         0          0
  1398   40705013             1       7       14          2         0          0
  1399   40705014             1       7       14          3         0          0
  1400   40705015             1       7       14          4         0          0
  1401   40705016             1       7       15          0         0          0
  1402   40705017             1       7       15          1         0          0
  1403   40705018             1       7       15          2         0          0
  1404   40706001             1     103        8          0         0          0
  1405   40706002             1     103        8          1         0          0
  1406   40706003             1     103        8          2         0          0
  1407   40706004             1     103        8          3         0          0
  1408   40706005             1     103        8          4         0          0
  1409   40706006             1     103        9          0         0          0
  1410   40706007             1     103        9          1         0          0
  1411   40706008             1     103        9          2         0          0
  1412   40706009             1     103        9          3         0          0
  1413   40706010             1     103        9          4         0          0
  1414   40706011             1     103       10          0         0          0
  1415   40706012             1     103       10          1         0          0
  1416   40706013             1     103       10          2         0          0
  1417   40706014             1     103       10          3         0          0
  1418   40706015             1     103       10          4         0          0
  1419   40706016             1     103       11          0         0          0
  1420   40706017             1     103       11          1         0          0
  1421   40706018             1     103       11          2         0          0
  1422   40801001             1       9        0          0         0          0
  1423   40801002             1       9        0          1         0          0
  1424   40801003             1       9        0          2         0          0
  1425   40801004             1       9        0          3         0          0
  1426   40801005             1       9        0          4         0          0
  1427   40801006             1       9        1          0         0          0
  1428   40801007             1       9        1          1         0          0
  1429   40801008             1       9        1          2         0          0
  1430   40801009             1       9        1          3         0          0
  1431   40801010             1       9        1          4         0          0
  1432   40801011             1       9        2          0         0          0
  1433   40801012             1       9        2          1         0          0
  1434   40801013             1       9        2          2         0          0
  1435   40801014             1       9        2          3         0          0
  1436   40801015             1       9        2          4         0          0
  1437   40801016             1       9        3          0         0          0
  1438   40801017             1       9        3          1         0          0
  1439   40801018             1       9        3          2         0          0
  1440   40802001             1     106        4          0         0          0
  1441   40802002             1     106        4          1         0          0
  1442   40802003             1     106        4          2         0          0
  1443   40802004             1     106        4          3         0          0
  1444   40802005             1     106        4          4         0          0
  1445   40802006             1     106        5          0         0          0
  1446   40802007             1     106        5          1         0          0
  1447   40802008             1     106        5          2         0          0
  1448   40802009             1     106        5          3         0          0
  1449   40802010             1     106        5          4         0          0
  1450   40802011             1     106        6          0         0          0
  1451   40802012             1     106        6          1         0          0
  1452   40802013             1     106        6          2         0          0
  1453   40802014             1     106        6          3         0          0
  1454   40802015             1     106        6          4         0          0
  1455   40802016             1     106        7          0         0          0
  1456   40802017             1     106        7          1         0          0
  1457   40802018             1     106        7          2         0          0
  1458   40803001             1       9        4          0         0          0
  1459   40803002             1       9        4          1         0          0
  1460   40803003             1       9        4          2         0          0
  1461   40803004             1       9        4          3         0          0
  1462   40803005             1       9        4          4         0          0
  1463   40803006             1       9        5          0         0          0
  1464   40803007             1       9        5          1         0          0
  1465   40803008             1       9        5          2         0          0
  1466   40803009             1       9        5          3         0          0
  1467   40803010             1       9        5          4         0          0
  1468   40803011             1       9        6          0         0          0
  1469   40803012             1       9        6          1         0          0
  1470   40803013             1       9        6          2         0          0
  1471   40803014             1       9        6          3         0          0
  1472   40803015             1       9        6          4         0          0
  1473   40803016             1       9        7          0         0          0
  1474   40803017             1       9        7          1         0          0
  1475   40803018             1       9        7          2         0          0
  1476   40804001             1       9        8          0         0          0
  1477   40804002             1       9        8          1         0          0
  1478   40804003             1       9        8          2         0          0
  1479   40804004             1       9        8          3         0          0
  1480   40804005             1       9        8          4         0          0
  1481   40804006             1       9        9          0         0          0
  1482   40804007             1       9        9          1         0          0
  1483   40804008             1       9        9          2         0          0
  1484   40804009             1       9        9          3         0          0
  1485   40804010             1       9        9          4         0          0
  1486   40804011             1       9       10          0         0          0
  1487   40804012             1       9       10          1         0          0
  1488   40804013             1       9       10          2         0          0
  1489   40804014             1       9       10          3         0          0
  1490   40804015             1       9       10          4         0          0
  1491   40804016             1       9       11          0         0          0
  1492   40804017             1       9       11          1         0          0
  1493   40804018             1       9       11          2         0          0
  1494   40805001             1       9       12          0         0          0
  1495   40805002             1       9       12          1         0          0
  1496   40805003             1       9       12          2         0          0
  1497   40805004             1       9       12          3         0          0
  1498   40805005             1       9       12          4         0          0
  1499   40805006             1       9       13          0         0          0
  1500   40805007             1       9       13          1         0          0
  1501   40805008             1       9       13          2         0          0
  1502   40805009             1       9       13          3         0          0
  1503   40805010             1       9       13          4         0          0
  1504   40805011             1       9       14          0         0          0
  1505   40805012             1       9       14          1         0          0
  1506   40805013             1       9       14          2         0          0
  1507   40805014             1       9       14          3         0          0
  1508   40805015             1       9       14          4         0          0
  1509   40805016             1       9       15          0         0          0
  1510   40805017             1       9       15          1         0          0
  1511   40805018             1       9       15          2         0          0
  1512   40806001             1     104        0          0         0          0
  1513   40806002             1     104        0          1         0          0
  1514   40806003             1     104        0          2         0          0
  1515   40806004             1     104        0          3         0          0
  1516   40806005             1     104        0          4         0          0
  1517   40806006             1     104        1          0         0          0
  1518   40806007             1     104        1          1         0          0
  1519   40806008             1     104        1          2         0          0
  1520   40806009             1     104        1          3         0          0
  1521   40806010             1     104        1          4         0          0
  1522   40806011             1     104        2          0         0          0
  1523   40806012             1     104        2          1         0          0
  1524   40806013             1     104        2          2         0          0
  1525   40806014             1     104        2          3         0          0
  1526   40806015             1     104        2          4         0          0
  1527   40806016             1     104        3          0         0          0
  1528   40806017             1     104        3          1         0          0
  1529   40806018             1     104        3          2         0          0
  1530   50201001             1     111        0          0         0          0
  1531   50201002             1     111        0          1         0          0
  1532   50201003             1     111        0          2         0          0
  1533   50201004             1     111        0          3         0          0
  1534   50201005             1     111        0          4         0          0
  1535   50201006             1     111        1          0         0          0
  1536   50201007             1     111        1          1         0          0
  1537   50201008             1     111        1          2         0          0
  1538   50201009             1     111        1          3         0          0
  1539   50201010             1     111        1          4         0          0
  1540   50201011             1     111        2          0         0          0
  1541   50201012             1     111        2          1         0          0
  1542   50201013             1     111        2          2         0          0
  1543   50201014             1     111        2          3         0          0
  1544   50201015             1     111        2          4         0          0
  1545   50201016             1     111        3          0         0          0
  1546   50201017             1     111        3          1         0          0
  1547   50201018             1     111        3          2         0          0
  1548   50201019             1     111        3          3         0          0
  1549   50201020             1     111        3          4         0          0
  1550   50202001             1     111        4          0         0          0
  1551   50202002             1     111        4          1         0          0
  1552   50202003             1     111        4          2         0          0
  1553   50202004             1     111        4          3         0          0
  1554   50202005             1     111        4          4         0          0
  1555   50202006             1     111        5          0         0          0
  1556   50202007             1     111        5          1         0          0
  1557   50202008             1     111        5          2         0          0
  1558   50202009             1     111        5          3         0          0
  1559   50202010             1     111        5          4         0          0
  1560   50202011             1     111        6          0         0          0
  1561   50202012             1     111        6          1         0          0
  1562   50202013             1     111        6          2         0          0
  1563   50202014             1     111        6          3         0          0
  1564   50202015             1     111        6          4         0          0
  1565   50202016             1     111        7          0         0          0
  1566   50202017             1     111        7          1         0          0
  1567   50202018             1     111        7          2         0          0
  1568   50202019             1     111        7          3         0          0
  1569   50202020             1     111        7          4         0          0
  1570   50203001             1     111        8          0         0          0
  1571   50203002             1     111        8          1         0          0
  1572   50203003             1     111        8          2         0          0
  1573   50203004             1     111        8          3         0          0
  1574   50203005             1     111        8          4         0          0
  1575   50203006             1     111        9          0         0          0
  1576   50203007             1     111        9          1         0          0
  1577   50203008             1     111        9          2         0          0
  1578   50203009             1     111        9          3         0          0
  1579   50203010             1     111        9          4         0          0
  1580   50203011             1     111       10          0         0          0
  1581   50203012             1     111       10          1         0          0
  1582   50203013             1     111       10          2         0          0
  1583   50203014             1     111       10          3         0          0
  1584   50203015             1     111       10          4         0          0
  1585   50203016             1     111       11          0         0          0
  1586   50203017             1     111       11          1         0          0
  1587   50203018             1     111       11          2         0          0
  1588   50203019             1     111       11          3         0          0
  1589   50203020             1     111       11          4         0          0
  1590   50205001             1     111       12          0         0          0
  1591   50205002             1     111       12          1         0          0
  1592   50205003             1     111       12          2         0          0
  1593   50205004             1     111       12          3         0          0
  1594   50205005             1     111       12          4         0          0
  1595   50205006             1     111       13          0         0          0
  1596   50205007             1     111       13          1         0          0
  1597   50205008             1     111       13          2         0          0
  1598   50205009             1     111       13          3         0          0
  1599   50205010             1     111       13          4         0          0
  1600   50205011             1     111       14          0         0          0
  1601   50205012             1     111       14          1         0          0
  1602   50205013             1     111       14          2         0          0
  1603   50205014             1     111       14          3         0          0
  1604   50205015             1     111       14          4         0          0
  1605   50205016             1     111       15          0         0          0
  1606   50205017             1     111       15          1         0          0
  1607   50205018             1     111       15          2         0          0
  1608   50205019             1     111       15          3         0          0
  1609   50205020             1     111       15          4         0          0
  1610   60301001             1     109       12          0         0          0
  1611   60301002             1     109       12          1         0          0
  1612   60301003             1     109       12          2         0          0
  1613   60301004             1     109       12          3         0          0
  1614   60301005             1     109       12          4         0          0
  1615   60301006             1     109       13          0         0          0
  1616   60301007             1     109       13          1         0          0
  1617   60301008             1     109       13          2         0          0
  1618   60301009             1     109       13          3         0          0
  1619   60301010             1     109       13          4         0          0
  1620   60301011             1     109       14          0         0          0
  1621   60301012             1     109       14          1         0          0
  1622   60301013             1     109       14          2         0          0
  1623   60301014             1     109       14          3         0          0
  1624   60301015             1     109       14          4         0          0
  1625   60301016             1     109       15          0         0          0
  1626   60301017             1     109       15          1         0          0
  1627   60301018             1     109       15          2         0          0
  1628   60302001             1     110        0          0         0          0
  1629   60302002             1     110        0          1         0          0
  1630   60302003             1     110        0          2         0          0
  1631   60302004             1     110        0          3         0          0
  1632   60302005             1     110        0          4         0          0
  1633   60302006             1     110        1          0         0          0
  1634   60302007             1     110        1          1         0          0
  1635   60302008             1     110        1          2         0          0
  1636   60302009             1     110        1          3         0          0
  1637   60302010             1     110        1          4         0          0
  1638   60302011             1     110        2          0         0          0
  1639   60302012             1     110        2          1         0          0
  1640   60302013             1     110        2          2         0          0
  1641   60302014             1     110        2          3         0          0
  1642   60302015             1     110        2          4         0          0
  1643   60302016             1     110        3          0         0          0
  1644   60302017             1     110        3          1         0          0
  1645   60302018             1     110        3          2         0          0
  1646   60303001             1     110        4          0         0          0
  1647   60303002             1     110        4          1         0          0
  1648   60303003             1     110        4          2         0          0
  1649   60303004             1     110        4          3         0          0
  1650   60303005             1     110        4          4         0          0
  1651   60303006             1     110        5          0         0          0
  1652   60303007             1     110        5          1         0          0
  1653   60303008             1     110        5          2         0          0
  1654   60303009             1     110        5          3         0          0
  1655   60303010             1     110        5          4         0          0
  1656   60303011             1     110        6          0         0          0
  1657   60303012             1     110        6          1         0          0
  1658   60303013             1     110        6          2         0          0
  1659   60303014             1     110        6          3         0          0
  1660   60303015             1     110        6          4         0          0
  1661   60303016             1     110        7          0         0          0
  1662   60303017             1     110        7          1         0          0
  1663   60303018             1     110        7          2         0          0
  1664   60304001             1     108        4          0         0          0
  1665   60304002             1     108        4          1         0          0
  1666   60304003             1     108        4          2         0          0
  1667   60304004             1     108        4          3         0          0
  1668   60304005             1     108        4          4         0          0
  1669   60304006             1     108        5          0         0          0
  1670   60304007             1     108        5          1         0          0
  1671   60304008             1     108        5          2         0          0
  1672   60304009             1     108        5          3         0          0
  1673   60304010             1     108        5          4         0          0
  1674   60304011             1     108        6          0         0          0
  1675   60304012             1     108        6          1         0          0
  1676   60304013             1     108        6          2         0          0
  1677   60304014             1     108        6          3         0          0
  1678   60304015             1     108        6          4         0          0
  1679   60304016             1     108        7          0         0          0
  1680   60304017             1     108        7          1         0          0
  1681   60304018             1     108        7          2         0          0
  1682   60305001             1     112        8          0         0          0
  1683   60305002             1     112        8          1         0          0
  1684   60305003             1     112        8          2         0          0
  1685   60305004             1     112        8          3         0          0
  1686   60305005             1     112        8          4         0          0
  1687   60305006             1     112        9          0         0          0
  1688   60305007             1     112        9          1         0          0
  1689   60305008             1     112        9          2         0          0
