Number_of_entries  Number_of_user_table_parameters
             3008                                5
Detector     Delta    Len2(m)  Code    2theta  UT1  UT2  UT3  UT4  UT5
304094  0.0  0.925000  1000  64.244058  0  0  0  0  -30.000000
304095  0.0  0.925000  1000  64.543169  0  0  0  0  -30.000000
304096  0.0  0.925000  1000  64.852174  0  0  0  0  -30.000000
304097  0.0  0.925000  1000  65.176532  0  0  0  0  -30.000000
304098  0.0  0.925000  1000  65.473244  0  0  0  0  -30.000000
304099  0.0  0.925000  1000  65.783957  0  0  0  0  -30.000000
  305200       0.0     1.5652  1000    40.385    0    0    0    0    0
305001  0.0  1.565000  1000  40.303683  0  0  0  0  0.000000
305002  0.0  1.565000  1000  40.486888  0  0  0  0  0.000000
305003  0.0  1.565000  1000  40.672858  0  0  0  0  0.000000
305004  0.0  1.565000  1000  40.844488  0  0  0  0  0.000000
305005  0.0  1.565000  1000  41.035895  0  0  0  0  0.000000
305006  0.0  1.565000  1000  41.210196  0  0  0  0  0.000000
305007  0.0  1.565000  1000  41.393812  0  0  0  0  0.000000
305008  0.0  1.565000  1000  41.575110  0  0  0  0  0.000000
305009  0.0  1.565000  1000  41.768670  0  0  0  0  0.000000
305010  0.0  1.565000  1000  41.934988  0  0  0  0  0.000000
305011  0.0  1.565000  1000  42.125869  0  0  0  0  0.000000
305012  0.0  1.454000  1000  42.528852  0  0  0  0  0.000000
305013  0.0  1.454000  1000  42.729252  0  0  0  0  0.000000
305014  0.0  1.454000  1000  42.918082  0  0  0  0  0.000000
305015  0.0  1.454000  1000  43.109019  0  0  0  0  0.000000
305016  0.0  1.454000  1000  43.305720  0  0  0  0  0.000000
305017  0.0  1.454000  1000  43.501281  0  0  0  0  0.000000
305018  0.0  1.454000  1000  43.698103  0  0  0  0  0.000000
305019  0.0  1.454000  1000  43.897576  0  0  0  0  0.000000
305020  0.0  1.454000  1000  44.096088  0  0  0  0  0.000000
305021  0.0  1.454000  1000  44.290824  0  0  0  0  0.000000
305022  0.0  1.454000  1000  44.490993  0  0  0  0  0.000000
305023  0.0  1.352000  1000  44.847730  0  0  0  0  0.000000
305024  0.0  1.352000  1000  45.048764  0  0  0  0  0.000000
305025  0.0  1.352000  1000  45.259794  0  0  0  0  0.000000
305026  0.0  1.352000  1000  45.471055  0  0  0  0  0.000000
305027  0.0  1.352000  1000  45.676564  0  0  0  0  0.000000
305028  0.0  1.352000  1000  45.889183  0  0  0  0  0.000000
305029  0.0  1.352000  1000  46.104967  0  0  0  0  0.000000
305030  0.0  1.352000  1000  46.305700  0  0  0  0  0.000000
305031  0.0  1.352000  1000  46.523669  0  0  0  0  0.000000
305032  0.0  1.352000  1000  46.733945  0  0  0  0  0.000000
305033  0.0  1.352000  1000  46.949536  0  0  0  0  0.000000
305034  0.0  1.261000  1000  47.402613  0  0  0  0  0.000000
305035  0.0  1.261000  1000  47.617602  0  0  0  0  0.000000
305036  0.0  1.261000  1000  47.837626  0  0  0  0  0.000000
305037  0.0  1.261000  1000  48.081040  0  0  0  0  0.000000
305038  0.0  1.261000  1000  48.295920  0  0  0  0  0.000000
305039  0.0  1.261000  1000  48.514632  0  0  0  0  0.000000
305040  0.0  1.261000  1000  48.750967  0  0  0  0  0.000000
305041  0.0  1.261000  1000  48.968058  0  0  0  0  0.000000
305042  0.0  1.261000  1000  49.194870  0  0  0  0  0.000000
305043  0.0  1.261000  1000  49.426193  0  0  0  0  0.000000
305044  0.0  1.261000  1000  49.644650  0  0  0  0  0.000000
305045  0.0  1.178000  1000  50.104285  0  0  0  0  0.000000
305046  0.0  1.178000  1000  50.344118  0  0  0  0  0.000000
305047  0.0  1.178000  1000  50.591135  0  0  0  0  0.000000
305048  0.0  1.178000  1000  50.834911  0  0  0  0  0.000000
305049  0.0  1.178000  1000  51.070242  0  0  0  0  0.000000
305050  0.0  1.178000  1000  51.321311  0  0  0  0  0.000000
305051  0.0  1.178000  1000  51.555383  0  0  0  0  0.000000
305052  0.0  1.178000  1000  51.798595  0  0  0  0  0.000000
305053  0.0  1.178000  1000  52.039091  0  0  0  0  0.000000
305054  0.0  1.178000  1000  52.271673  0  0  0  0  0.000000
305055  0.0  1.178000  1000  52.517981  0  0  0  0  0.000000
305056  0.0  1.104000  1000  52.972805  0  0  0  0  0.000000
305057  0.0  1.104000  1000  53.232027  0  0  0  0  0.000000
305058  0.0  1.104000  1000  53.489896  0  0  0  0  0.000000
305059  0.0  1.104000  1000  53.756484  0  0  0  0  0.000000
305060  0.0  1.104000  1000  53.998762  0  0  0  0  0.000000
305061  0.0  1.104000  1000  54.263588  0  0  0  0  0.000000
305062  0.0  1.104000  1000  54.512242  0  0  0  0  0.000000
305063  0.0  1.104000  1000  54.778310  0  0  0  0  0.000000
305064  0.0  1.104000  1000  55.039769  0  0  0  0  0.000000
305065  0.0  1.104000  1000  55.284198  0  0  0  0  0.000000
305066  0.0  1.104000  1000  55.553931  0  0  0  0  0.000000
305067  0.0  1.037000  1000  56.074934  0  0  0  0  0.000000
305068  0.0  1.037000  1000  56.338315  0  0  0  0  0.000000
305069  0.0  1.037000  1000  56.621618  0  0  0  0  0.000000
305070  0.0  1.037000  1000  56.885132  0  0  0  0  0.000000
305071  0.0  1.037000  1000  57.172878  0  0  0  0  0.000000
305072  0.0  1.037000  1000  57.444748  0  0  0  0  0.000000
305073  0.0  1.037000  1000  57.711049  0  0  0  0  0.000000
305074  0.0  1.037000  1000  57.980403  0  0  0  0  0.000000
305075  0.0  1.037000  1000  58.263203  0  0  0  0  0.000000
305076  0.0  1.037000  1000  58.533562  0  0  0  0  0.000000
305077  0.0  1.037000  1000  58.824273  0  0  0  0  0.000000
305078  0.0  0.977000  1000  59.352404  0  0  0  0  0.000000
305079  0.0  0.977000  1000  59.637387  0  0  0  0  0.000000
305080  0.0  0.977000  1000  59.921216  0  0  0  0  0.000000
305081  0.0  0.977000  1000  60.221112  0  0  0  0  0.000000
305082  0.0  0.977000  1000  60.505633  0  0  0  0  0.000000
305083  0.0  0.977000  1000  60.799177  0  0  0  0  0.000000
305084  0.0  0.977000  1000  61.079391  0  0  0  0  0.000000
305085  0.0  0.977000  1000  61.371313  0  0  0  0  0.000000
305086  0.0  0.977000  1000  61.664565  0  0  0  0  0.000000
305087  0.0  0.977000  1000  61.966137  0  0  0  0  0.000000
305088  0.0  0.977000  1000  62.249379  0  0  0  0  0.000000
305089  0.0  0.925000  1000  62.821672  0  0  0  0  0.000000
305090  0.0  0.925000  1000  63.115770  0  0  0  0  0.000000
305091  0.0  0.925000  1000  63.419714  0  0  0  0  0.000000
305092  0.0  0.925000  1000  63.729218  0  0  0  0  0.000000
305093  0.0  0.925000  1000  64.041610  0  0  0  0  0.000000
305094  0.0  0.925000  1000  64.341563  0  0  0  0  0.000000
305095  0.0  0.925000  1000  64.650864  0  0  0  0  0.000000
305096  0.0  0.925000  1000  64.953411  0  0  0  0  0.000000
305097  0.0  0.925000  1000  65.267438  0  0  0  0  0.000000
305098  0.0  0.925000  1000  65.576766  0  0  0  0  0.000000
305099  0.0  0.925000  1000  65.895253  0  0  0  0  0.000000
  306200       0.0     1.5652  1000    40.385    0    0    0    0    0
306001  0.0  1.565000  1000  40.394240  0  0  0  0  30.000000
306002  0.0  1.565000  1000  40.570000  0  0  0  0  30.000000
306003  0.0  1.565000  1000  40.754133  0  0  0  0  30.000000
306004  0.0  1.565000  1000  40.936429  0  0  0  0  30.000000
306005  0.0  1.565000  1000  41.117400  0  0  0  0  30.000000
306006  0.0  1.565000  1000  41.297564  0  0  0  0  30.000000
306007  0.0  1.565000  1000  41.483454  0  0  0  0  30.000000
306008  0.0  1.565000  1000  41.669185  0  0  0  0  30.000000
306009  0.0  1.565000  1000  41.849067  0  0  0  0  30.000000
306010  0.0  1.565000  1000  42.035437  0  0  0  0  30.000000
306011  0.0  1.565000  1000  42.207727  0  0  0  0  30.000000
306012  0.0  1.454000  1000  42.601895  0  0  0  0  30.000000
306013  0.0  1.454000  1000  42.795420  0  0  0  0  30.000000
306014  0.0  1.454000  1000  42.983112  0  0  0  0  30.000000
306015  0.0  1.454000  1000  43.174483  0  0  0  0  30.000000
306016  0.0  1.454000  1000  43.376369  0  0  0  0  30.000000
306017  0.0  1.454000  1000  43.571122  0  0  0  0  30.000000
306018  0.0  1.454000  1000  43.762048  0  0  0  0  30.000000
306019  0.0  1.454000  1000  43.966712  0  0  0  0  30.000000
306020  0.0  1.454000  1000  44.157229  0  0  0  0  30.000000
306021  0.0  1.454000  1000  44.356635  0  0  0  0  30.000000
306022  0.0  1.454000  1000  44.545785  0  0  0  0  30.000000
306023  0.0  1.352000  1000  44.923875  0  0  0  0  30.000000
306024  0.0  1.352000  1000  45.124634  0  0  0  0  30.000000
306025  0.0  1.352000  1000  45.339305  0  0  0  0  30.000000
306026  0.0  1.352000  1000  45.548826  0  0  0  0  30.000000
306027  0.0  1.352000  1000  45.762789  0  0  0  0  30.000000
306028  0.0  1.352000  1000  45.967074  0  0  0  0  30.000000
306029  0.0  1.352000  1000  46.184057  0  0  0  0  30.000000
306030  0.0  1.352000  1000  46.388536  0  0  0  0  30.000000
306031  0.0  1.352000  1000  46.600530  0  0  0  0  30.000000
306032  0.0  1.352000  1000  46.813964  0  0  0  0  30.000000
306033  0.0  1.352000  1000  47.020318  0  0  0  0  30.000000
306034  0.0  1.261000  1000  47.483101  0  0  0  0  30.000000
306035  0.0  1.261000  1000  47.697200  0  0  0  0  30.000000
306036  0.0  1.261000  1000  47.923835  0  0  0  0  30.000000
306037  0.0  1.261000  1000  48.154991  0  0  0  0  30.000000
306038  0.0  1.261000  1000  48.377518  0  0  0  0  30.000000
306039  0.0  1.261000  1000  48.599647  0  0  0  0  30.000000
306040  0.0  1.261000  1000  48.826369  0  0  0  0  30.000000
306041  0.0  1.261000  1000  49.058314  0  0  0  0  30.000000
306042  0.0  1.261000  1000  49.276117  0  0  0  0  30.000000
306043  0.0  1.261000  1000  49.507455  0  0  0  0  30.000000
306044  0.0  1.261000  1000  49.735006  0  0  0  0  30.000000
306045  0.0  1.178000  1000  50.164035  0  0  0  0  30.000000
306046  0.0  1.178000  1000  50.401506  0  0  0  0  30.000000
306047  0.0  1.178000  1000  50.650274  0  0  0  0  30.000000
306048  0.0  1.178000  1000  50.882691  0  0  0  0  30.000000
306049  0.0  1.178000  1000  51.130391  0  0  0  0  30.000000
306050  0.0  1.178000  1000  51.362251  0  0  0  0  30.000000
306051  0.0  1.178000  1000  51.604555  0  0  0  0  30.000000
306052  0.0  1.178000  1000  51.843598  0  0  0  0  30.000000
306053  0.0  1.178000  1000  52.088300  0  0  0  0  30.000000
306054  0.0  1.178000  1000  52.330771  0  0  0  0  30.000000
306055  0.0  1.178000  1000  52.582280  0  0  0  0  30.000000
306056  0.0  1.104000  1000  53.052510  0  0  0  0  30.000000
306057  0.0  1.104000  1000  53.304976  0  0  0  0  30.000000
306058  0.0  1.104000  1000  53.564482  0  0  0  0  30.000000
306059  0.0  1.104000  1000  53.810604  0  0  0  0  30.000000
306060  0.0  1.104000  1000  54.078211  0  0  0  0  30.000000
306061  0.0  1.104000  1000  54.322004  0  0  0  0  30.000000
306062  0.0  1.104000  1000  54.587224  0  0  0  0  30.000000
306063  0.0  1.104000  1000  54.844829  0  0  0  0  30.000000
306064  0.0  1.104000  1000  55.100688  0  0  0  0  30.000000
306065  0.0  1.104000  1000  55.351970  0  0  0  0  30.000000
306066  0.0  1.104000  1000  55.611590  0  0  0  0  30.000000
306067  0.0  1.037000  1000  56.150506  0  0  0  0  30.000000
306068  0.0  1.037000  1000  56.429182  0  0  0  0  30.000000
306069  0.0  1.037000  1000  56.687574  0  0  0  0  30.000000
306070  0.0  1.037000  1000  56.960476  0  0  0  0  30.000000
306071  0.0  1.037000  1000  57.248088  0  0  0  0  30.000000
306072  0.0  1.037000  1000  57.525248  0  0  0  0  30.000000
306073  0.0  1.037000  1000  57.790872  0  0  0  0  30.000000
306074  0.0  1.037000  1000  58.061837  0  0  0  0  30.000000
306075  0.0  1.037000  1000  58.344010  0  0  0  0  30.000000
306076  0.0  1.037000  1000  58.620316  0  0  0  0  30.000000
306077  0.0  1.037000  1000  58.887873  0  0  0  0  30.000000
306078  0.0  0.977000  1000  59.483813  0  0  0  0  30.000000
306079  0.0  0.977000  1000  59.770698  0  0  0  0  30.000000
306080  0.0  0.977000  1000  60.061349  0  0  0  0  30.000000
306081  0.0  0.977000  1000  60.341007  0  0  0  0  30.000000
306082  0.0  0.977000  1000  60.642092  0  0  0  0  30.000000
306083  0.0  0.977000  1000  60.927497  0  0  0  0  30.000000
306084  0.0  0.977000  1000  61.221639  0  0  0  0  30.000000
306085  0.0  0.977000  1000  61.515465  0  0  0  0  30.000000
306086  0.0  0.977000  1000  61.793810  0  0  0  0  30.000000
306087  0.0  0.977000  1000  62.098078  0  0  0  0  30.000000
306088  0.0  0.977000  1000  62.385470  0  0  0  0  30.000000
306089  0.0  0.925000  1000  62.978315  0  0  0  0  30.000000
306090  0.0  0.925000  1000  63.282322  0  0  0  0  30.000000
306091  0.0  0.925000  1000  63.581586  0  0  0  0  30.000000
306092  0.0  0.925000  1000  63.891422  0  0  0  0  30.000000
306093  0.0  0.925000  1000  64.198682  0  0  0  0  30.000000
306094  0.0  0.925000  1000  64.503865  0  0  0  0  30.000000
306095  0.0  0.925000  1000  64.814495  0  0  0  0  30.000000
306096  0.0  0.925000  1000  65.126470  0  0  0  0  30.000000
306097  0.0  0.925000  1000  65.431993  0  0  0  0  30.000000
306098  0.0  0.925000  1000  65.740437  0  0  0  0  30.000000
306099  0.0  0.925000  1000  66.043718  0  0  0  0  30.000000
  401200       0.0     1.0833  1000    75.178    0    0    0    0    0
401001  0.0  1.083000  1000  74.595003  0  0  0  0  150.000000
401002  0.0  1.083000  1000  74.848526  0  0  0  0  150.000000
401003  0.0  1.083000  1000  75.108170  0  0  0  0  150.000000
401004  0.0  1.083000  1000  75.370062  0  0  0  0  150.000000
401005  0.0  1.083000  1000  75.639337  0  0  0  0  150.000000
401006  0.0  1.083000  1000  75.907883  0  0  0  0  150.000000
401007  0.0  1.083000  1000  76.147566  0  0  0  0  150.000000
401008  0.0  1.083000  1000  76.419814  0  0  0  0  150.000000
401009  0.0  1.083000  1000  76.671975  0  0  0  0  150.000000
401010  0.0  1.083000  1000  76.954012  0  0  0  0  150.000000
401011  0.0  1.083000  1000  77.210485  0  0  0  0  150.000000
401012  0.0  1.047000  1000  77.778802  0  0  0  0  150.000000
401013  0.0  1.047000  1000  78.056408  0  0  0  0  150.000000
401014  0.0  1.047000  1000  78.319475  0  0  0  0  150.000000
401015  0.0  1.047000  1000  78.585521  0  0  0  0  150.000000
401016  0.0  1.047000  1000  78.866802  0  0  0  0  150.000000
401017  0.0  1.047000  1000  79.149134  0  0  0  0  150.000000
401018  0.0  1.047000  1000  79.414315  0  0  0  0  150.000000
401019  0.0  1.047000  1000  79.690261  0  0  0  0  150.000000
401020  0.0  1.047000  1000  79.950770  0  0  0  0  150.000000
401021  0.0  1.047000  1000  80.224947  0  0  0  0  150.000000
401022  0.0  1.047000  1000  80.508184  0  0  0  0  150.000000
401023  0.0  1.005000  1000  80.889921  0  0  0  0  150.000000
401024  0.0  1.005000  1000  81.160723  0  0  0  0  150.000000
401025  0.0  1.005000  1000  81.437018  0  0  0  0  150.000000
401026  0.0  1.005000  1000  81.721173  0  0  0  0  150.000000
401027  0.0  1.005000  1000  82.016348  0  0  0  0  150.000000
401028  0.0  1.005000  1000  82.290808  0  0  0  0  150.000000
401029  0.0  1.005000  1000  82.578432  0  0  0  0  150.000000
401030  0.0  1.005000  1000  82.868350  0  0  0  0  150.000000
401031  0.0  1.005000  1000  83.140253  0  0  0  0  150.000000
401032  0.0  1.005000  1000  83.454512  0  0  0  0  150.000000
401033  0.0  1.005000  1000  83.723791  0  0  0  0  150.000000
401034  0.0  0.962000  1000  84.267011  0  0  0  0  150.000000
401035  0.0  0.962000  1000  84.570683  0  0  0  0  150.000000
401036  0.0  0.962000  1000  84.866261  0  0  0  0  150.000000
401037  0.0  0.962000  1000  85.167100  0  0  0  0  150.000000
401038  0.0  0.962000  1000  85.464828  0  0  0  0  150.000000
401039  0.0  0.962000  1000  85.779967  0  0  0  0  150.000000
401040  0.0  0.962000  1000  86.072340  0  0  0  0  150.000000
401041  0.0  0.962000  1000  86.364459  0  0  0  0  150.000000
401042  0.0  0.962000  1000  86.655212  0  0  0  0  150.000000
401043  0.0  0.962000  1000  86.947779  0  0  0  0  150.000000
401044  0.0  0.962000  1000  87.262026  0  0  0  0  150.000000
401045  0.0  0.921000  1000  87.717878  0  0  0  0  150.000000
401046  0.0  0.921000  1000  88.021631  0  0  0  0  150.000000
401047  0.0  0.921000  1000  88.317778  0  0  0  0  150.000000
401048  0.0  0.921000  1000  88.653171  0  0  0  0  150.000000
401049  0.0  0.921000  1000  88.961980  0  0  0  0  150.000000
401050  0.0  0.921000  1000  89.275138  0  0  0  0  150.000000
401051  0.0  0.921000  1000  89.599434  0  0  0  0  150.000000
401052  0.0  0.921000  1000  89.880405  0  0  0  0  150.000000
401053  0.0  0.921000  1000  90.208619  0  0  0  0  150.000000
401054  0.0  0.921000  1000  90.508835  0  0  0  0  150.000000
401055  0.0  0.921000  1000  90.832073  0  0  0  0  150.000000
401056  0.0  0.877000  1000  91.247238  0  0  0  0  150.000000
401057  0.0  0.877000  1000  91.574508  0  0  0  0  150.000000
401058  0.0  0.877000  1000  91.900452  0  0  0  0  150.000000
401059  0.0  0.877000  1000  92.227120  0  0  0  0  150.000000
401060  0.0  0.877000  1000  92.532963  0  0  0  0  150.000000
401061  0.0  0.877000  1000  92.869749  0  0  0  0  150.000000
401062  0.0  0.877000  1000  93.198674  0  0  0  0  150.000000
401063  0.0  0.877000  1000  93.545664  0  0  0  0  150.000000
401064  0.0  0.877000  1000  93.833249  0  0  0  0  150.000000
401065  0.0  0.877000  1000  94.181774  0  0  0  0  150.000000
401066  0.0  0.877000  1000  94.547251  0  0  0  0  150.000000
401067  0.0  0.833000  1000  95.118622  0  0  0  0  150.000000
401068  0.0  0.833000  1000  95.449074  0  0  0  0  150.000000
401069  0.0  0.833000  1000  95.807089  0  0  0  0  150.000000
401070  0.0  0.833000  1000  96.144161  0  0  0  0  150.000000
401071  0.0  0.833000  1000  96.461865  0  0  0  0  150.000000
401072  0.0  0.833000  1000  96.840284  0  0  0  0  150.000000
401073  0.0  0.833000  1000  97.204091  0  0  0  0  150.000000
401074  0.0  0.833000  1000  97.514694  0  0  0  0  150.000000
401075  0.0  0.833000  1000  97.874932  0  0  0  0  150.000000
401076  0.0  0.833000  1000  98.209550  0  0  0  0  150.000000
401077  0.0  0.833000  1000  98.587654  0  0  0  0  150.000000
401078  0.0  0.791000  1000  99.184808  0  0  0  0  150.000000
401079  0.0  0.791000  1000  99.555654  0  0  0  0  150.000000
401080  0.0  0.791000  1000  99.935242  0  0  0  0  150.000000
401081  0.0  0.791000  1000  100.288542  0  0  0  0  150.000000
401082  0.0  0.791000  1000  100.662868  0  0  0  0  150.000000
401083  0.0  0.791000  1000  101.017673  0  0  0  0  150.000000
401084  0.0  0.791000  1000  101.372911  0  0  0  0  150.000000
401085  0.0  0.791000  1000  101.773709  0  0  0  0  150.000000
401086  0.0  0.791000  1000  102.102655  0  0  0  0  150.000000
401087  0.0  0.791000  1000  102.463776  0  0  0  0  150.000000
401088  0.0  0.791000  1000  102.841853  0  0  0  0  150.000000
401089  0.0  0.750000  1000  103.407692  0  0  0  0  150.000000
401090  0.0  0.750000  1000  103.804571  0  0  0  0  150.000000
401091  0.0  0.750000  1000  104.176838  0  0  0  0  150.000000
401092  0.0  0.750000  1000  104.549572  0  0  0  0  150.000000
401093  0.0  0.750000  1000  104.922594  0  0  0  0  150.000000
401094  0.0  0.750000  1000  105.349255  0  0  0  0  150.000000
401095  0.0  0.750000  1000  105.721420  0  0  0  0  150.000000
401096  0.0  0.750000  1000  106.089122  0  0  0  0  150.000000
401097  0.0  0.750000  1000  106.455739  0  0  0  0  150.000000
401098  0.0  0.750000  1000  106.887422  0  0  0  0  150.000000
401099  0.0  0.750000  1000  107.280175  0  0  0  0  150.000000
401100  0.0  0.710000  1000  108.024712  0  0  0  0  150.000000
401101  0.0  0.710000  1000  108.410369  0  0  0  0  150.000000
401102  0.0  0.710000  1000  108.834988  0  0  0  0  150.000000
401103  0.0  0.710000  1000  109.269466  0  0  0  0  150.000000
401104  0.0  0.710000  1000  109.655398  0  0  0  0  150.000000
401105  0.0  0.710000  1000  110.043892  0  0  0  0  150.000000
401106  0.0  0.710000  1000  110.482562  0  0  0  0  150.000000
401107  0.0  0.710000  1000  110.876302  0  0  0  0  150.000000
401108  0.0  0.710000  1000  111.296143  0  0  0  0  150.000000
401109  0.0  0.710000  1000  111.710925  0  0  0  0  150.000000
401110  0.0  0.710000  1000  112.140821  0  0  0  0  150.000000
  402200       0.0     1.0833  1000    75.178    0    0    0    0    0
402001  0.0  1.083000  1000  74.611646  0  0  0  0  180.000000
402002  0.0  1.083000  1000  74.891181  0  0  0  0  180.000000
402003  0.0  1.083000  1000  75.167918  0  0  0  0  180.000000
402004  0.0  1.083000  1000  75.431805  0  0  0  0  180.000000
402005  0.0  1.083000  1000  75.674493  0  0  0  0  180.000000
402006  0.0  1.083000  1000  75.935660  0  0  0  0  180.000000
402007  0.0  1.083000  1000  76.200621  0  0  0  0  180.000000
402008  0.0  1.083000  1000  76.479899  0  0  0  0  180.000000
402009  0.0  1.083000  1000  76.733177  0  0  0  0  180.000000
402010  0.0  1.083000  1000  76.989623  0  0  0  0  180.000000
402011  0.0  1.083000  1000  77.265116  0  0  0  0  180.000000
402012  0.0  1.047000  1000  77.769624  0  0  0  0  180.000000
402013  0.0  1.047000  1000  78.045015  0  0  0  0  180.000000
402014  0.0  1.047000  1000  78.316961  0  0  0  0  180.000000
402015  0.0  1.047000  1000  78.579743  0  0  0  0  180.000000
402016  0.0  1.047000  1000  78.856621  0  0  0  0  180.000000
402017  0.0  1.047000  1000  79.151441  0  0  0  0  180.000000
402018  0.0  1.047000  1000  79.400988  0  0  0  0  180.000000
402019  0.0  1.047000  1000  79.673608  0  0  0  0  180.000000
402020  0.0  1.047000  1000  79.951334  0  0  0  0  180.000000
402021  0.0  1.047000  1000  80.233615  0  0  0  0  180.000000
402022  0.0  1.047000  1000  80.511493  0  0  0  0  180.000000
402023  0.0  1.005000  1000  81.071980  0  0  0  0  180.000000
402024  0.0  1.005000  1000  81.339630  0  0  0  0  180.000000
402025  0.0  1.005000  1000  81.599383  0  0  0  0  180.000000
402026  0.0  1.005000  1000  81.888446  0  0  0  0  180.000000
402027  0.0  1.005000  1000  82.184765  0  0  0  0  180.000000
402028  0.0  1.005000  1000  82.465905  0  0  0  0  180.000000
402029  0.0  1.005000  1000  82.735258  0  0  0  0  180.000000
402030  0.0  1.005000  1000  83.019897  0  0  0  0  180.000000
402031  0.0  1.005000  1000  83.317899  0  0  0  0  180.000000
402032  0.0  1.005000  1000  83.614537  0  0  0  0  180.000000
402033  0.0  1.005000  1000  83.879606  0  0  0  0  180.000000
402034  0.0  0.962000  1000  84.304820  0  0  0  0  180.000000
402035  0.0  0.962000  1000  84.596474  0  0  0  0  180.000000
402036  0.0  0.962000  1000  84.911528  0  0  0  0  180.000000
402037  0.0  0.962000  1000  85.196957  0  0  0  0  180.000000
402038  0.0  0.962000  1000  85.506197  0  0  0  0  180.000000
402039  0.0  0.962000  1000  85.795591  0  0  0  0  180.000000
402040  0.0  0.962000  1000  86.097633  0  0  0  0  180.000000
402041  0.0  0.962000  1000  86.387099  0  0  0  0  180.000000
402042  0.0  0.962000  1000  86.686636  0  0  0  0  180.000000
402043  0.0  0.962000  1000  86.969473  0  0  0  0  180.000000
402044  0.0  0.962000  1000  87.295768  0  0  0  0  180.000000
402045  0.0  0.921000  1000  87.797467  0  0  0  0  180.000000
402046  0.0  0.921000  1000  88.080797  0  0  0  0  180.000000
402047  0.0  0.921000  1000  88.396536  0  0  0  0  180.000000
402048  0.0  0.921000  1000  88.717348  0  0  0  0  180.000000
402049  0.0  0.921000  1000  89.012251  0  0  0  0  180.000000
402050  0.0  0.921000  1000  89.325767  0  0  0  0  180.000000
402051  0.0  0.921000  1000  89.655352  0  0  0  0  180.000000
402052  0.0  0.921000  1000  89.953840  0  0  0  0  180.000000
402053  0.0  0.921000  1000  90.258793  0  0  0  0  180.000000
402054  0.0  0.921000  1000  90.586188  0  0  0  0  180.000000
402055  0.0  0.921000  1000  90.900590  0  0  0  0  180.000000
402056  0.0  0.877000  1000  91.333174  0  0  0  0  180.000000
402057  0.0  0.877000  1000  91.642872  0  0  0  0  180.000000
402058  0.0  0.877000  1000  91.993174  0  0  0  0  180.000000
402059  0.0  0.877000  1000  92.310614  0  0  0  0  180.000000
402060  0.0  0.877000  1000  92.630084  0  0  0  0  180.000000
402061  0.0  0.877000  1000  92.970021  0  0  0  0  180.000000
402062  0.0  0.877000  1000  93.266684  0  0  0  0  180.000000
402063  0.0  0.877000  1000  93.583362  0  0  0  0  180.000000
402064  0.0  0.877000  1000  93.941434  0  0  0  0  180.000000
402065  0.0  0.877000  1000  94.262286  0  0  0  0  180.000000
402066  0.0  0.877000  1000  94.594019  0  0  0  0  180.000000
402067  0.0  0.833000  1000  95.099345  0  0  0  0  180.000000
402068  0.0  0.833000  1000  95.446419  0  0  0  0  180.000000
402069  0.0  0.833000  1000  95.786707  0  0  0  0  180.000000
402070  0.0  0.833000  1000  96.123151  0  0  0  0  180.000000
402071  0.0  0.833000  1000  96.450862  0  0  0  0  180.000000
402072  0.0  0.833000  1000  96.832349  0  0  0  0  180.000000
402073  0.0  0.833000  1000  97.167760  0  0  0  0  180.000000
402074  0.0  0.833000  1000  97.510302  0  0  0  0  180.000000
402075  0.0  0.833000  1000  97.860235  0  0  0  0  180.000000
402076  0.0  0.833000  1000  98.201737  0  0  0  0  180.000000
402077  0.0  0.833000  1000  98.543328  0  0  0  0  180.000000
402078  0.0  0.791000  1000  99.195755  0  0  0  0  180.000000
402079  0.0  0.791000  1000  99.508655  0  0  0  0  180.000000
402080  0.0  0.791000  1000  99.911010  0  0  0  0  180.000000
402081  0.0  0.791000  1000  100.268552  0  0  0  0  180.000000
402082  0.0  0.791000  1000  100.611619  0  0  0  0  180.000000
402083  0.0  0.791000  1000  100.970617  0  0  0  0  180.000000
402084  0.0  0.791000  1000  101.313188  0  0  0  0  180.000000
402085  0.0  0.791000  1000  101.732721  0  0  0  0  180.000000
402086  0.0  0.791000  1000  102.073833  0  0  0  0  180.000000
402087  0.0  0.791000  1000  102.394217  0  0  0  0  180.000000
402088  0.0  0.791000  1000  102.799436  0  0  0  0  180.000000
402089  0.0  0.750000  1000  103.537663  0  0  0  0  180.000000
402090  0.0  0.750000  1000  103.910781  0  0  0  0  180.000000
402091  0.0  0.750000  1000  104.296222  0  0  0  0  180.000000
402092  0.0  0.750000  1000  104.706889  0  0  0  0  180.000000
402093  0.0  0.750000  1000  105.069302  0  0  0  0  180.000000
402094  0.0  0.750000  1000  105.471214  0  0  0  0  180.000000
402095  0.0  0.750000  1000  105.798867  0  0  0  0  180.000000
402096  0.0  0.750000  1000  106.190339  0  0  0  0  180.000000
402097  0.0  0.750000  1000  106.600349  0  0  0  0  180.000000
402098  0.0  0.750000  1000  106.968010  0  0  0  0  180.000000
402099  0.0  0.750000  1000  107.352796  0  0  0  0  180.000000
402100  0.0  0.710000  1000  108.010135  0  0  0  0  180.000000
402101  0.0  0.710000  1000  108.385927  0  0  0  0  180.000000
402102  0.0  0.710000  1000  108.750320  0  0  0  0  180.000000
402103  0.0  0.710000  1000  109.197755  0  0  0  0  180.000000
402104  0.0  0.710000  1000  109.627631  0  0  0  0  180.000000
