Number_of_entries  Number_of_user_table_parameters
             3008                                5
Detector     Delta    Len2(m)  Code    2theta  UT1  UT2  UT3  UT4  UT5
206067  0.0  1.417000  1000  29.349502  0  0  0  0  -60.000000
206068  0.0  1.417000  1000  29.547487  0  0  0  0  -60.000000
206069  0.0  1.417000  1000  29.753209  0  0  0  0  -60.000000
206070  0.0  1.417000  1000  29.951947  0  0  0  0  -60.000000
206071  0.0  1.417000  1000  30.155098  0  0  0  0  -60.000000
206072  0.0  1.417000  1000  30.355913  0  0  0  0  -60.000000
206073  0.0  1.417000  1000  30.559544  0  0  0  0  -60.000000
206074  0.0  1.417000  1000  30.763083  0  0  0  0  -60.000000
206075  0.0  1.417000  1000  30.963962  0  0  0  0  -60.000000
206076  0.0  1.417000  1000  31.160073  0  0  0  0  -60.000000
206077  0.0  1.417000  1000  31.333400  0  0  0  0  -60.000000
206078  0.0  1.307000  1000  31.506182  0  0  0  0  -60.000000
206079  0.0  1.307000  1000  31.723859  0  0  0  0  -60.000000
206080  0.0  1.307000  1000  31.939432  0  0  0  0  -60.000000
206081  0.0  1.307000  1000  32.153119  0  0  0  0  -60.000000
206082  0.0  1.307000  1000  32.378847  0  0  0  0  -60.000000
206083  0.0  1.307000  1000  32.595236  0  0  0  0  -60.000000
206084  0.0  1.307000  1000  32.817245  0  0  0  0  -60.000000
206085  0.0  1.307000  1000  33.022758  0  0  0  0  -60.000000
206086  0.0  1.307000  1000  33.250821  0  0  0  0  -60.000000
206087  0.0  1.307000  1000  33.468076  0  0  0  0  -60.000000
206088  0.0  1.307000  1000  33.694334  0  0  0  0  -60.000000
  207200       0.0     2.3591  1000    19.493    0    0    0    0    0
207001  0.0  2.359000  1000  19.249290  0  0  0  0  -30.000000
207002  0.0  2.359000  1000  19.358607  0  0  0  0  -30.000000
207003  0.0  2.359000  1000  19.480113  0  0  0  0  -30.000000
207004  0.0  2.359000  1000  19.598703  0  0  0  0  -30.000000
207005  0.0  2.359000  1000  19.727743  0  0  0  0  -30.000000
207006  0.0  2.359000  1000  19.845661  0  0  0  0  -30.000000
207007  0.0  2.359000  1000  19.968948  0  0  0  0  -30.000000
207008  0.0  2.359000  1000  20.084679  0  0  0  0  -30.000000
207009  0.0  2.359000  1000  20.205230  0  0  0  0  -30.000000
207010  0.0  2.359000  1000  20.324980  0  0  0  0  -30.000000
207011  0.0  2.359000  1000  20.438799  0  0  0  0  -30.000000
207012  0.0  2.162000  1000  20.572113  0  0  0  0  -30.000000
207013  0.0  2.162000  1000  20.711271  0  0  0  0  -30.000000
207014  0.0  2.162000  1000  20.846548  0  0  0  0  -30.000000
207015  0.0  2.162000  1000  20.971925  0  0  0  0  -30.000000
207016  0.0  2.162000  1000  21.107283  0  0  0  0  -30.000000
207017  0.0  2.162000  1000  21.237993  0  0  0  0  -30.000000
207018  0.0  2.162000  1000  21.370945  0  0  0  0  -30.000000
207019  0.0  2.162000  1000  21.506192  0  0  0  0  -30.000000
207020  0.0  2.162000  1000  21.639113  0  0  0  0  -30.000000
207021  0.0  2.162000  1000  21.769090  0  0  0  0  -30.000000
207022  0.0  2.162000  1000  21.890767  0  0  0  0  -30.000000
207023  0.0  1.983000  1000  22.050720  0  0  0  0  -30.000000
207024  0.0  1.983000  1000  22.192652  0  0  0  0  -30.000000
207025  0.0  1.983000  1000  22.336478  0  0  0  0  -30.000000
207026  0.0  1.983000  1000  22.484129  0  0  0  0  -30.000000
207027  0.0  1.983000  1000  22.634092  0  0  0  0  -30.000000
207028  0.0  1.983000  1000  22.769678  0  0  0  0  -30.000000
207029  0.0  1.983000  1000  22.916673  0  0  0  0  -30.000000
207030  0.0  1.983000  1000  23.051985  0  0  0  0  -30.000000
207031  0.0  1.983000  1000  23.200465  0  0  0  0  -30.000000
207032  0.0  1.983000  1000  23.345245  0  0  0  0  -30.000000
207033  0.0  1.983000  1000  23.479055  0  0  0  0  -30.000000
207034  0.0  1.820000  1000  23.621992  0  0  0  0  -30.000000
207035  0.0  1.820000  1000  23.778368  0  0  0  0  -30.000000
207036  0.0  1.820000  1000  23.940280  0  0  0  0  -30.000000
207037  0.0  1.820000  1000  24.104148  0  0  0  0  -30.000000
207038  0.0  1.820000  1000  24.254721  0  0  0  0  -30.000000
207039  0.0  1.820000  1000  24.411399  0  0  0  0  -30.000000
207040  0.0  1.820000  1000  24.573394  0  0  0  0  -30.000000
207041  0.0  1.820000  1000  24.726631  0  0  0  0  -30.000000
207042  0.0  1.820000  1000  24.885319  0  0  0  0  -30.000000
207043  0.0  1.820000  1000  25.036796  0  0  0  0  -30.000000
207044  0.0  1.820000  1000  25.192217  0  0  0  0  -30.000000
207045  0.0  1.673000  1000  25.370563  0  0  0  0  -30.000000
207046  0.0  1.673000  1000  25.537825  0  0  0  0  -30.000000
207047  0.0  1.673000  1000  25.714238  0  0  0  0  -30.000000
207048  0.0  1.673000  1000  25.875025  0  0  0  0  -30.000000
207049  0.0  1.673000  1000  26.048376  0  0  0  0  -30.000000
207050  0.0  1.673000  1000  26.224186  0  0  0  0  -30.000000
207051  0.0  1.673000  1000  26.389515  0  0  0  0  -30.000000
207052  0.0  1.673000  1000  26.564493  0  0  0  0  -30.000000
207053  0.0  1.673000  1000  26.735627  0  0  0  0  -30.000000
207054  0.0  1.673000  1000  26.897806  0  0  0  0  -30.000000
207055  0.0  1.673000  1000  27.063666  0  0  0  0  -30.000000
207056  0.0  1.539000  1000  27.220281  0  0  0  0  -30.000000
207057  0.0  1.539000  1000  27.402567  0  0  0  0  -30.000000
207058  0.0  1.539000  1000  27.585148  0  0  0  0  -30.000000
207059  0.0  1.539000  1000  27.776365  0  0  0  0  -30.000000
207060  0.0  1.539000  1000  27.951345  0  0  0  0  -30.000000
207061  0.0  1.539000  1000  28.142605  0  0  0  0  -30.000000
207062  0.0  1.539000  1000  28.333119  0  0  0  0  -30.000000
207063  0.0  1.539000  1000  28.511754  0  0  0  0  -30.000000
207064  0.0  1.539000  1000  28.703071  0  0  0  0  -30.000000
207065  0.0  1.539000  1000  28.887616  0  0  0  0  -30.000000
207066  0.0  1.539000  1000  29.069191  0  0  0  0  -30.000000
207067  0.0  1.417000  1000  29.305862  0  0  0  0  -30.000000
207068  0.0  1.417000  1000  29.500372  0  0  0  0  -30.000000
207069  0.0  1.417000  1000  29.701113  0  0  0  0  -30.000000
207070  0.0  1.417000  1000  29.901099  0  0  0  0  -30.000000
207071  0.0  1.417000  1000  30.105559  0  0  0  0  -30.000000
207072  0.0  1.417000  1000  30.305487  0  0  0  0  -30.000000
207073  0.0  1.417000  1000  30.505616  0  0  0  0  -30.000000
207074  0.0  1.417000  1000  30.711568  0  0  0  0  -30.000000
207075  0.0  1.417000  1000  30.914659  0  0  0  0  -30.000000
207076  0.0  1.417000  1000  31.110280  0  0  0  0  -30.000000
207077  0.0  1.417000  1000  31.292398  0  0  0  0  -30.000000
207078  0.0  1.307000  1000  31.447327  0  0  0  0  -30.000000
207079  0.0  1.307000  1000  31.657760  0  0  0  0  -30.000000
207080  0.0  1.307000  1000  31.878490  0  0  0  0  -30.000000
207081  0.0  1.307000  1000  32.095254  0  0  0  0  -30.000000
207082  0.0  1.307000  1000  32.318171  0  0  0  0  -30.000000
207083  0.0  1.307000  1000  32.530047  0  0  0  0  -30.000000
207084  0.0  1.307000  1000  32.746922  0  0  0  0  -30.000000
207085  0.0  1.307000  1000  32.967866  0  0  0  0  -30.000000
207086  0.0  1.307000  1000  33.186622  0  0  0  0  -30.000000
207087  0.0  1.307000  1000  33.406303  0  0  0  0  -30.000000
207088  0.0  1.307000  1000  33.640424  0  0  0  0  -30.000000
  208200       0.0     2.3591  1000    19.493    0    0    0    0    0
208001  0.0  2.359000  1000  19.326552  0  0  0  0  0.000000
208002  0.0  2.359000  1000  19.445223  0  0  0  0  0.000000
208003  0.0  2.359000  1000  19.570814  0  0  0  0  0.000000
208004  0.0  2.359000  1000  19.689392  0  0  0  0  0.000000
208005  0.0  2.359000  1000  19.817159  0  0  0  0  0.000000
208006  0.0  2.359000  1000  19.932975  0  0  0  0  0.000000
208007  0.0  2.359000  1000  20.055723  0  0  0  0  0.000000
208008  0.0  2.359000  1000  20.174784  0  0  0  0  0.000000
208009  0.0  2.359000  1000  20.297191  0  0  0  0  0.000000
208010  0.0  2.359000  1000  20.416248  0  0  0  0  0.000000
208011  0.0  2.359000  1000  20.529021  0  0  0  0  0.000000
208012  0.0  2.162000  1000  20.678417  0  0  0  0  0.000000
208013  0.0  2.162000  1000  20.828310  0  0  0  0  0.000000
208014  0.0  2.162000  1000  20.950313  0  0  0  0  0.000000
208015  0.0  2.162000  1000  21.075941  0  0  0  0  0.000000
208016  0.0  2.162000  1000  21.207430  0  0  0  0  0.000000
208017  0.0  2.162000  1000  21.333530  0  0  0  0  0.000000
208018  0.0  2.162000  1000  21.473062  0  0  0  0  0.000000
208019  0.0  2.162000  1000  21.600738  0  0  0  0  0.000000
208020  0.0  2.162000  1000  21.726774  0  0  0  0  0.000000
208021  0.0  2.162000  1000  21.867733  0  0  0  0  0.000000
208022  0.0  2.162000  1000  22.000148  0  0  0  0  0.000000
208023  0.0  1.983000  1000  22.153021  0  0  0  0  0.000000
208024  0.0  1.983000  1000  22.292688  0  0  0  0  0.000000
208025  0.0  1.983000  1000  22.441102  0  0  0  0  0.000000
208026  0.0  1.983000  1000  22.575357  0  0  0  0  0.000000
208027  0.0  1.983000  1000  22.725648  0  0  0  0  0.000000
208028  0.0  1.983000  1000  22.860535  0  0  0  0  0.000000
208029  0.0  1.983000  1000  23.008171  0  0  0  0  0.000000
208030  0.0  1.983000  1000  23.152972  0  0  0  0  0.000000
208031  0.0  1.983000  1000  23.302257  0  0  0  0  0.000000
208032  0.0  1.983000  1000  23.441619  0  0  0  0  0.000000
208033  0.0  1.983000  1000  23.585517  0  0  0  0  0.000000
208034  0.0  1.820000  1000  23.746214  0  0  0  0  0.000000
208035  0.0  1.820000  1000  23.900369  0  0  0  0  0.000000
208036  0.0  1.820000  1000  24.052270  0  0  0  0  0.000000
208037  0.0  1.820000  1000  24.215319  0  0  0  0  0.000000
208038  0.0  1.820000  1000  24.369378  0  0  0  0  0.000000
208039  0.0  1.820000  1000  24.528548  0  0  0  0  0.000000
208040  0.0  1.820000  1000  24.681864  0  0  0  0  0.000000
208041  0.0  1.820000  1000  24.836300  0  0  0  0  0.000000
208042  0.0  1.820000  1000  24.992638  0  0  0  0  0.000000
208043  0.0  1.820000  1000  25.154474  0  0  0  0  0.000000
208044  0.0  1.820000  1000  25.291437  0  0  0  0  0.000000
208045  0.0  1.673000  1000  25.413875  0  0  0  0  0.000000
208046  0.0  1.673000  1000  25.591438  0  0  0  0  0.000000
208047  0.0  1.673000  1000  25.750134  0  0  0  0  0.000000
208048  0.0  1.673000  1000  25.924961  0  0  0  0  0.000000
208049  0.0  1.673000  1000  26.102013  0  0  0  0  0.000000
208050  0.0  1.673000  1000  26.263967  0  0  0  0  0.000000
208051  0.0  1.673000  1000  26.434850  0  0  0  0  0.000000
208052  0.0  1.673000  1000  26.600699  0  0  0  0  0.000000
208053  0.0  1.673000  1000  26.777018  0  0  0  0  0.000000
208054  0.0  1.673000  1000  26.944633  0  0  0  0  0.000000
208055  0.0  1.673000  1000  27.106565  0  0  0  0  0.000000
208056  0.0  1.539000  1000  27.324624  0  0  0  0  0.000000
208057  0.0  1.539000  1000  27.505412  0  0  0  0  0.000000
208058  0.0  1.539000  1000  27.684025  0  0  0  0  0.000000
208059  0.0  1.539000  1000  27.870315  0  0  0  0  0.000000
208060  0.0  1.539000  1000  28.052715  0  0  0  0  0.000000
208061  0.0  1.539000  1000  28.244811  0  0  0  0  0.000000
208062  0.0  1.539000  1000  28.424235  0  0  0  0  0.000000
208063  0.0  1.539000  1000  28.607030  0  0  0  0  0.000000
208064  0.0  1.539000  1000  28.796183  0  0  0  0  0.000000
208065  0.0  1.539000  1000  28.986323  0  0  0  0  0.000000
208066  0.0  1.539000  1000  29.165511  0  0  0  0  0.000000
208067  0.0  1.417000  1000  29.391004  0  0  0  0  0.000000
208068  0.0  1.417000  1000  29.584905  0  0  0  0  0.000000
208069  0.0  1.417000  1000  29.790775  0  0  0  0  0.000000
208070  0.0  1.417000  1000  29.990431  0  0  0  0  0.000000
208071  0.0  1.417000  1000  30.191605  0  0  0  0  0.000000
208072  0.0  1.417000  1000  30.391540  0  0  0  0  0.000000
208073  0.0  1.417000  1000  30.590712  0  0  0  0  0.000000
208074  0.0  1.417000  1000  30.804211  0  0  0  0  0.000000
208075  0.0  1.417000  1000  30.990410  0  0  0  0  0.000000
208076  0.0  1.417000  1000  31.191949  0  0  0  0  0.000000
208077  0.0  1.417000  1000  31.372212  0  0  0  0  0.000000
208078  0.0  1.307000  1000  31.555416  0  0  0  0  0.000000
208079  0.0  1.307000  1000  31.772513  0  0  0  0  0.000000
208080  0.0  1.307000  1000  31.989601  0  0  0  0  0.000000
208081  0.0  1.307000  1000  32.207526  0  0  0  0  0.000000
208082  0.0  1.307000  1000  32.422941  0  0  0  0  0.000000
208083  0.0  1.307000  1000  32.638093  0  0  0  0  0.000000
208084  0.0  1.307000  1000  32.861470  0  0  0  0  0.000000
208085  0.0  1.307000  1000  33.076702  0  0  0  0  0.000000
208086  0.0  1.307000  1000  33.294504  0  0  0  0  0.000000
208087  0.0  1.307000  1000  33.507072  0  0  0  0  0.000000
208088  0.0  1.307000  1000  33.737615  0  0  0  0  0.000000
  209200       0.0     2.3591  1000    19.493    0    0    0    0    0
209001  0.0  2.359000  1000  19.404959  0  0  0  0  30.000000
209002  0.0  2.359000  1000  19.521528  0  0  0  0  30.000000
209003  0.0  2.359000  1000  19.646300  0  0  0  0  30.000000
209004  0.0  2.359000  1000  19.767056  0  0  0  0  30.000000
209005  0.0  2.359000  1000  19.887299  0  0  0  0  30.000000
209006  0.0  2.359000  1000  20.007696  0  0  0  0  30.000000
209007  0.0  2.359000  1000  20.131862  0  0  0  0  30.000000
209008  0.0  2.359000  1000  20.247842  0  0  0  0  30.000000
209009  0.0  2.359000  1000  20.370802  0  0  0  0  30.000000
209010  0.0  2.359000  1000  20.485424  0  0  0  0  30.000000
209011  0.0  2.359000  1000  20.609558  0  0  0  0  30.000000
209012  0.0  2.162000  1000  20.781199  0  0  0  0  30.000000
209013  0.0  2.162000  1000  20.904072  0  0  0  0  30.000000
209014  0.0  2.162000  1000  21.037198  0  0  0  0  30.000000
209015  0.0  2.162000  1000  21.167420  0  0  0  0  30.000000
209016  0.0  2.162000  1000  21.301602  0  0  0  0  30.000000
209017  0.0  2.162000  1000  21.434587  0  0  0  0  30.000000
209018  0.0  2.162000  1000  21.563114  0  0  0  0  30.000000
209019  0.0  2.162000  1000  21.702169  0  0  0  0  30.000000
209020  0.0  2.162000  1000  21.839448  0  0  0  0  30.000000
209021  0.0  2.162000  1000  21.966906  0  0  0  0  30.000000
209022  0.0  2.162000  1000  22.095155  0  0  0  0  30.000000
209023  0.0  1.983000  1000  22.233413  0  0  0  0  30.000000
209024  0.0  1.983000  1000  22.373489  0  0  0  0  30.000000
209025  0.0  1.983000  1000  22.523256  0  0  0  0  30.000000
209026  0.0  1.983000  1000  22.660667  0  0  0  0  30.000000
209027  0.0  1.983000  1000  22.800761  0  0  0  0  30.000000
209028  0.0  1.983000  1000  22.947734  0  0  0  0  30.000000
209029  0.0  1.983000  1000  23.089144  0  0  0  0  30.000000
209030  0.0  1.983000  1000  23.238876  0  0  0  0  30.000000
209031  0.0  1.983000  1000  23.383645  0  0  0  0  30.000000
209032  0.0  1.983000  1000  23.528402  0  0  0  0  30.000000
209033  0.0  1.983000  1000  23.660808  0  0  0  0  30.000000
209034  0.0  1.820000  1000  23.812960  0  0  0  0  30.000000
209035  0.0  1.820000  1000  23.969185  0  0  0  0  30.000000
209036  0.0  1.820000  1000  24.121597  0  0  0  0  30.000000
209037  0.0  1.820000  1000  24.272932  0  0  0  0  30.000000
209038  0.0  1.820000  1000  24.431459  0  0  0  0  30.000000
209039  0.0  1.820000  1000  24.596191  0  0  0  0  30.000000
209040  0.0  1.820000  1000  24.743905  0  0  0  0  30.000000
209041  0.0  1.820000  1000  24.898412  0  0  0  0  30.000000
209042  0.0  1.820000  1000  25.053657  0  0  0  0  30.000000
209043  0.0  1.820000  1000  25.222333  0  0  0  0  30.000000
209044  0.0  1.820000  1000  25.372404  0  0  0  0  30.000000
209045  0.0  1.673000  1000  25.588759  0  0  0  0  30.000000
209046  0.0  1.673000  1000  25.758677  0  0  0  0  30.000000
209047  0.0  1.673000  1000  25.929162  0  0  0  0  30.000000
209048  0.0  1.673000  1000  26.088645  0  0  0  0  30.000000
209049  0.0  1.673000  1000  26.267113  0  0  0  0  30.000000
209050  0.0  1.673000  1000  26.441320  0  0  0  0  30.000000
209051  0.0  1.673000  1000  26.607939  0  0  0  0  30.000000
209052  0.0  1.673000  1000  26.777058  0  0  0  0  30.000000
209053  0.0  1.673000  1000  26.952735  0  0  0  0  30.000000
209054  0.0  1.673000  1000  27.127420  0  0  0  0  30.000000
209055  0.0  1.673000  1000  27.279872  0  0  0  0  30.000000
209056  0.0  1.539000  1000  27.447902  0  0  0  0  30.000000
209057  0.0  1.539000  1000  27.625133  0  0  0  0  30.000000
209058  0.0  1.539000  1000  27.818367  0  0  0  0  30.000000
209059  0.0  1.539000  1000  27.999393  0  0  0  0  30.000000
209060  0.0  1.539000  1000  28.184049  0  0  0  0  30.000000
209061  0.0  1.539000  1000  28.368494  0  0  0  0  30.000000
209062  0.0  1.539000  1000  28.546972  0  0  0  0  30.000000
209063  0.0  1.539000  1000  28.738449  0  0  0  0  30.000000
209064  0.0  1.539000  1000  28.920738  0  0  0  0  30.000000
209065  0.0  1.539000  1000  29.106955  0  0  0  0  30.000000
209066  0.0  1.539000  1000  29.289988  0  0  0  0  30.000000
209067  0.0  1.417000  1000  29.507668  0  0  0  0  30.000000
209068  0.0  1.417000  1000  29.706376  0  0  0  0  30.000000
209069  0.0  1.417000  1000  29.904192  0  0  0  0  30.000000
209070  0.0  1.417000  1000  30.103321  0  0  0  0  30.000000
209071  0.0  1.417000  1000  30.307875  0  0  0  0  30.000000
209072  0.0  1.417000  1000  30.510449  0  0  0  0  30.000000
209073  0.0  1.417000  1000  30.712031  0  0  0  0  30.000000
209074  0.0  1.417000  1000  30.910044  0  0  0  0  30.000000
209075  0.0  1.417000  1000  31.111182  0  0  0  0  30.000000
209076  0.0  1.417000  1000  31.310881  0  0  0  0  30.000000
209077  0.0  1.417000  1000  31.496338  0  0  0  0  30.000000
209078  0.0  1.307000  1000  31.699999  0  0  0  0  30.000000
209079  0.0  1.307000  1000  31.911775  0  0  0  0  30.000000
209080  0.0  1.307000  1000  32.132101  0  0  0  0  30.000000
209081  0.0  1.307000  1000  32.352043  0  0  0  0  30.000000
209082  0.0  1.307000  1000  32.567332  0  0  0  0  30.000000
209083  0.0  1.307000  1000  32.784273  0  0  0  0  30.000000
209084  0.0  1.307000  1000  33.003855  0  0  0  0  30.000000
209085  0.0  1.307000  1000  33.224015  0  0  0  0  30.000000
209086  0.0  1.307000  1000  33.434699  0  0  0  0  30.000000
209087  0.0  1.307000  1000  33.666816  0  0  0  0  30.000000
209088  0.0  1.307000  1000  33.876488  0  0  0  0  30.000000
  210200       0.0     2.3591  1000    19.493    0    0    0    0    0
210001  0.0  2.359000  1000  19.430677  0  0  0  0  60.000000
210002  0.0  2.359000  1000  19.548215  0  0  0  0  60.000000
210003  0.0  2.359000  1000  19.662526  0  0  0  0  60.000000
210004  0.0  2.359000  1000  19.778307  0  0  0  0  60.000000
210005  0.0  2.359000  1000  19.902550  0  0  0  0  60.000000
210006  0.0  2.359000  1000  20.024282  0  0  0  0  60.000000
210007  0.0  2.359000  1000  20.143115  0  0  0  0  60.000000
210008  0.0  2.359000  1000  20.266389  0  0  0  0  60.000000
210009  0.0  2.359000  1000  20.384127  0  0  0  0  60.000000
210010  0.0  2.359000  1000  20.503838  0  0  0  0  60.000000
210011  0.0  2.359000  1000  20.635769  0  0  0  0  60.000000
210012  0.0  2.162000  1000  20.802594  0  0  0  0  60.000000
210013  0.0  2.162000  1000  20.938800  0  0  0  0  60.000000
210014  0.0  2.162000  1000  21.069130  0  0  0  0  60.000000
210015  0.0  2.162000  1000  21.195991  0  0  0  0  60.000000
210016  0.0  2.162000  1000  21.335171  0  0  0  0  60.000000
210017  0.0  2.162000  1000  21.463807  0  0  0  0  60.000000
210018  0.0  2.162000  1000  21.599320  0  0  0  0  60.000000
210019  0.0  2.162000  1000  21.730208  0  0  0  0  60.000000
210020  0.0  2.162000  1000  21.856809  0  0  0  0  60.000000
210021  0.0  2.162000  1000  21.989904  0  0  0  0  60.000000
210022  0.0  2.162000  1000  22.123065  0  0  0  0  60.000000
210023  0.0  1.983000  1000  22.281061  0  0  0  0  60.000000
210024  0.0  1.983000  1000  22.420354  0  0  0  0  60.000000
210025  0.0  1.983000  1000  22.569874  0  0  0  0  60.000000
210026  0.0  1.983000  1000  22.706082  0  0  0  0  60.000000
210027  0.0  1.983000  1000  22.858341  0  0  0  0  60.000000
210028  0.0  1.983000  1000  22.991908  0  0  0  0  60.000000
210029  0.0  1.983000  1000  23.138958  0  0  0  0  60.000000
210030  0.0  1.983000  1000  23.280428  0  0  0  0  60.000000
210031  0.0  1.983000  1000  23.423591  0  0  0  0  60.000000
210032  0.0  1.983000  1000  23.572112  0  0  0  0  60.000000
210033  0.0  1.983000  1000  23.719155  0  0  0  0  60.000000
210034  0.0  1.820000  1000  23.868522  0  0  0  0  60.000000
210035  0.0  1.820000  1000  24.029573  0  0  0  0  60.000000
210036  0.0  1.820000  1000  24.192949  0  0  0  0  60.000000
210037  0.0  1.820000  1000  24.353978  0  0  0  0  60.000000
210038  0.0  1.820000  1000  24.502187  0  0  0  0  60.000000
210039  0.0  1.820000  1000  24.651235  0  0  0  0  60.000000
210040  0.0  1.820000  1000  24.813963  0  0  0  0  60.000000
210041  0.0  1.820000  1000  24.979289  0  0  0  0  60.000000
210042  0.0  1.820000  1000  25.122140  0  0  0  0  60.000000
210043  0.0  1.820000  1000  25.280294  0  0  0  0  60.000000
210044  0.0  1.820000  1000  25.432374  0  0  0  0  60.000000
210045  0.0  1.673000  1000  25.579264  0  0  0  0  60.000000
210046  0.0  1.673000  1000  25.750929  0  0  0  0  60.000000
210047  0.0  1.673000  1000  25.922213  0  0  0  0  60.000000
210048  0.0  1.673000  1000  26.093247  0  0  0  0  60.000000
210049  0.0  1.673000  1000  26.262987  0  0  0  0  60.000000
210050  0.0  1.673000  1000  26.431250  0  0  0  0  60.000000
210051  0.0  1.673000  1000  26.602666  0  0  0  0  60.000000
210052  0.0  1.673000  1000  26.781729  0  0  0  0  60.000000
210053  0.0  1.673000  1000  26.951069  0  0  0  0  60.000000
210054  0.0  1.673000  1000  27.119046  0  0  0  0  60.000000
210055  0.0  1.673000  1000  27.279731  0  0  0  0  60.000000
210056  0.0  1.539000  1000  27.500946  0  0  0  0  60.000000
210057  0.0  1.539000  1000  27.684420  0  0  0  0  60.000000
210058  0.0  1.539000  1000  27.863723  0  0  0  0  60.000000
210059  0.0  1.539000  1000  28.050888  0  0  0  0  60.000000
210060  0.0  1.539000  1000  28.237282  0  0  0  0  60.000000
210061  0.0  1.539000  1000  28.424186  0  0  0  0  60.000000
210062  0.0  1.539000  1000  28.608815  0  0  0  0  60.000000
210063  0.0  1.539000  1000  28.795703  0  0  0  0  60.000000
210064  0.0  1.539000  1000  28.977076  0  0  0  0  60.000000
210065  0.0  1.539000  1000  29.158670  0  0  0  0  60.000000
210066  0.0  1.539000  1000  29.347017  0  0  0  0  60.000000
210067  0.0  1.417000  1000  29.576707  0  0  0  0  60.000000
210068  0.0  1.417000  1000  29.771803  0  0  0  0  60.000000
210069  0.0  1.417000  1000  29.968882  0  0  0  0  60.000000
210070  0.0  1.417000  1000  30.176900  0  0  0  0  60.000000
210071  0.0  1.417000  1000  30.372696  0  0  0  0  60.000000
210072  0.0  1.417000  1000  30.573330  0  0  0  0  60.000000
210073  0.0  1.417000  1000  30.769260  0  0  0  0  60.000000
210074  0.0  1.417000  1000  30.980776  0  0  0  0  60.000000
210075  0.0  1.417000  1000  31.179462  0  0  0  0  60.000000
210076  0.0  1.417000  1000  31.369612  0  0  0  0  60.000000
210077  0.0  1.417000  1000  31.559768  0  0  0  0  60.000000
210078  0.0  1.307000  1000  31.744581  0  0  0  0  60.000000
210079  0.0  1.307000  1000  31.959673  0  0  0  0  60.000000
210080  0.0  1.307000  1000  32.181045  0  0  0  0  60.000000
210081  0.0  1.307000  1000  32.397979  0  0  0  0  60.000000
210082  0.0  1.307000  1000  32.614304  0  0  0  0  60.000000
210083  0.0  1.307000  1000  32.830686  0  0  0  0  60.000000
210084  0.0  1.307000  1000  33.050643  0  0  0  0  60.000000
210085  0.0  1.307000  1000  33.264796  0  0  0  0  60.000000
210086  0.0  1.307000  1000  33.488775  0  0  0  0  60.000000
210087  0.0  1.307000  1000  33.706981  0  0  0  0  60.000000
210088  0.0  1.307000  1000  33.928123  0  0  0  0  60.000000
  301200       0.0     1.5652  1000    40.385    0    0    0    0    0
301001  0.0  1.565000  1000  40.111481  0  0  0  0  150.000000
301002  0.0  1.565000  1000  40.295695  0  0  0  0  150.000000
301003  0.0  1.565000  1000  40.483149  0  0  0  0  150.000000
301004  0.0  1.565000  1000  40.666633  0  0  0  0  150.000000
301005  0.0  1.565000  1000  40.844911  0  0  0  0  150.000000
301006  0.0  1.565000  1000  41.026303  0  0  0  0  150.000000
301007  0.0  1.565000  1000  41.208421  0  0  0  0  150.000000
301008  0.0  1.565000  1000  41.389675  0  0  0  0  150.000000
301009  0.0  1.565000  1000  41.568602  0  0  0  0  150.000000
301010  0.0  1.565000  1000  41.750169  0  0  0  0  150.000000
301011  0.0  1.565000  1000  41.932020  0  0  0  0  150.000000
301012  0.0  1.454000  1000  42.298900  0  0  0  0  150.000000
301013  0.0  1.454000  1000  42.497641  0  0  0  0  150.000000
301014  0.0  1.454000  1000  42.693347  0  0  0  0  150.000000
301015  0.0  1.454000  1000  42.882776  0  0  0  0  150.000000
301016  0.0  1.454000  1000  43.080514  0  0  0  0  150.000000
301017  0.0  1.454000  1000  43.272090  0  0  0  0  150.000000
301018  0.0  1.454000  1000  43.469410  0  0  0  0  150.000000
301019  0.0  1.454000  1000  43.667253  0  0  0  0  150.000000
301020  0.0  1.454000  1000  43.866878  0  0  0  0  150.000000
301021  0.0  1.454000  1000  44.071958  0  0  0  0  150.000000
301022  0.0  1.454000  1000  44.255840  0  0  0  0  150.000000
301023  0.0  1.352000  1000  44.665613  0  0  0  0  150.000000
301024  0.0  1.352000  1000  44.880722  0  0  0  0  150.000000
301025  0.0  1.352000  1000  45.093198  0  0  0  0  150.000000
301026  0.0  1.352000  1000  45.306525  0  0  0  0  150.000000
301027  0.0  1.352000  1000  45.512233  0  0  0  0  150.000000
301028  0.0  1.352000  1000  45.723824  0  0  0  0  150.000000
301029  0.0  1.352000  1000  45.931840  0  0  0  0  150.000000
301030  0.0  1.352000  1000  46.146991  0  0  0  0  150.000000
301031  0.0  1.352000  1000  46.358333  0  0  0  0  150.000000
301032  0.0  1.352000  1000  46.577596  0  0  0  0  150.000000
301033  0.0  1.352000  1000  46.785390  0  0  0  0  150.000000
301034  0.0  1.261000  1000  47.237459  0  0  0  0  150.000000
301035  0.0  1.261000  1000  47.459258  0  0  0  0  150.000000
301036  0.0  1.261000  1000  47.683763  0  0  0  0  150.000000
301037  0.0  1.261000  1000  47.912318  0  0  0  0  150.000000
301038  0.0  1.261000  1000  48.141361  0  0  0  0  150.000000
301039  0.0  1.261000  1000  48.366434  0  0  0  0  150.000000
301040  0.0  1.261000  1000  48.594761  0  0  0  0  150.000000
