Number_of_entries  Number_of_user_table_parameters
             3008                                5
Detector     Delta       Len2  Code    2theta  UT1  UT2  UT3  UT4  UT5
206038  0.0  1.820000  100  24.266350  0  0  0  0  -60.000000
206039  0.0  1.820000  100  24.418397  0  0  0  0  -60.000000
206040  0.0  1.820000  100  24.582465  0  0  0  0  -60.000000
206041  0.0  1.820000  100  24.736510  0  0  0  0  -60.000000
206042  0.0  1.820000  100  24.892210  0  0  0  0  -60.000000
206043  0.0  1.820000  100  25.053224  0  0  0  0  -60.000000
206044  0.0  1.820000  100  25.207482  0  0  0  0  -60.000000
206045  0.0  1.673000  100  25.373218  0  0  0  0  -60.000000
206046  0.0  1.673000  100  25.551883  0  0  0  0  -60.000000
206047  0.0  1.673000  100  25.715866  0  0  0  0  -60.000000
206048  0.0  1.673000  100  25.875848  0  0  0  0  -60.000000
206049  0.0  1.673000  100  26.041474  0  0  0  0  -60.000000
206050  0.0  1.673000  100  26.216812  0  0  0  0  -60.000000
206051  0.0  1.673000  100  26.393618  0  0  0  0  -60.000000
206052  0.0  1.673000  100  26.558622  0  0  0  0  -60.000000
206053  0.0  1.673000  100  26.738962  0  0  0  0  -60.000000
206054  0.0  1.673000  100  26.900747  0  0  0  0  -60.000000
206055  0.0  1.673000  100  27.078772  0  0  0  0  -60.000000
206056  0.0  1.539000  100  27.301488  0  0  0  0  -60.000000
206057  0.0  1.539000  100  27.479067  0  0  0  0  -60.000000
206058  0.0  1.539000  100  27.661555  0  0  0  0  -60.000000
206059  0.0  1.539000  100  27.845396  0  0  0  0  -60.000000
206060  0.0  1.539000  100  28.038267  0  0  0  0  -60.000000
206061  0.0  1.539000  100  28.218298  0  0  0  0  -60.000000
206062  0.0  1.539000  100  28.405284  0  0  0  0  -60.000000
206063  0.0  1.539000  100  28.601408  0  0  0  0  -60.000000
206064  0.0  1.539000  100  28.773610  0  0  0  0  -60.000000
206065  0.0  1.539000  100  28.964002  0  0  0  0  -60.000000
206066  0.0  1.539000  100  29.146538  0  0  0  0  -60.000000
206067  0.0  1.417000  100  29.339854  0  0  0  0  -60.000000
206068  0.0  1.417000  100  29.540387  0  0  0  0  -60.000000
206069  0.0  1.417000  100  29.747776  0  0  0  0  -60.000000
206070  0.0  1.417000  100  29.949618  0  0  0  0  -60.000000
206071  0.0  1.417000  100  30.156445  0  0  0  0  -60.000000
206072  0.0  1.417000  100  30.362283  0  0  0  0  -60.000000
206073  0.0  1.417000  100  30.552950  0  0  0  0  -60.000000
206074  0.0  1.417000  100  30.751038  0  0  0  0  -60.000000
206075  0.0  1.417000  100  30.960948  0  0  0  0  -60.000000
206076  0.0  1.417000  100  31.151151  0  0  0  0  -60.000000
206077  0.0  1.417000  100  31.326694  0  0  0  0  -60.000000
206078  0.0  1.307000  100  31.511350  0  0  0  0  -60.000000
206079  0.0  1.307000  100  31.728315  0  0  0  0  -60.000000
206080  0.0  1.307000  100  31.945540  0  0  0  0  -60.000000
206081  0.0  1.307000  100  32.150434  0  0  0  0  -60.000000
206082  0.0  1.307000  100  32.378374  0  0  0  0  -60.000000
206083  0.0  1.307000  100  32.599533  0  0  0  0  -60.000000
206084  0.0  1.307000  100  32.813127  0  0  0  0  -60.000000
206085  0.0  1.307000  100  33.036791  0  0  0  0  -60.000000
206086  0.0  1.307000  100  33.252201  0  0  0  0  -60.000000
206087  0.0  1.307000  100  33.471764  0  0  0  0  -60.000000
206088  0.0  1.307000  100  33.692890  0  0  0  0  -60.000000
  207200       0.0       0.25   100      90.0    0    0    0    0    0
207001  0.0  2.359000  100  19.250191  0  0  0  0  -30.000000
207002  0.0  2.359000  100  19.356570  0  0  0  0  -30.000000
207003  0.0  2.359000  100  19.482678  0  0  0  0  -30.000000
207004  0.0  2.359000  100  19.608227  0  0  0  0  -30.000000
207005  0.0  2.359000  100  19.721573  0  0  0  0  -30.000000
207006  0.0  2.359000  100  19.838998  0  0  0  0  -30.000000
207007  0.0  2.359000  100  19.968796  0  0  0  0  -30.000000
207008  0.0  2.359000  100  20.087583  0  0  0  0  -30.000000
207009  0.0  2.359000  100  20.214995  0  0  0  0  -30.000000
207010  0.0  2.359000  100  20.323875  0  0  0  0  -30.000000
207011  0.0  2.359000  100  20.445143  0  0  0  0  -30.000000
207012  0.0  2.162000  100  20.584357  0  0  0  0  -30.000000
207013  0.0  2.162000  100  20.710557  0  0  0  0  -30.000000
207014  0.0  2.162000  100  20.843079  0  0  0  0  -30.000000
207015  0.0  2.162000  100  20.971497  0  0  0  0  -30.000000
207016  0.0  2.162000  100  21.106396  0  0  0  0  -30.000000
207017  0.0  2.162000  100  21.244004  0  0  0  0  -30.000000
207018  0.0  2.162000  100  21.377671  0  0  0  0  -30.000000
207019  0.0  2.162000  100  21.507271  0  0  0  0  -30.000000
207020  0.0  2.162000  100  21.636305  0  0  0  0  -30.000000
207021  0.0  2.162000  100  21.772619  0  0  0  0  -30.000000
207022  0.0  2.162000  100  21.903394  0  0  0  0  -30.000000
207023  0.0  1.983000  100  22.057652  0  0  0  0  -30.000000
207024  0.0  1.983000  100  22.197448  0  0  0  0  -30.000000
207025  0.0  1.983000  100  22.339094  0  0  0  0  -30.000000
207026  0.0  1.983000  100  22.480688  0  0  0  0  -30.000000
207027  0.0  1.983000  100  22.631299  0  0  0  0  -30.000000
207028  0.0  1.983000  100  22.773194  0  0  0  0  -30.000000
207029  0.0  1.983000  100  22.917352  0  0  0  0  -30.000000
207030  0.0  1.983000  100  23.065023  0  0  0  0  -30.000000
207031  0.0  1.983000  100  23.205025  0  0  0  0  -30.000000
207032  0.0  1.983000  100  23.352019  0  0  0  0  -30.000000
207033  0.0  1.983000  100  23.489456  0  0  0  0  -30.000000
207034  0.0  1.820000  100  23.633453  0  0  0  0  -30.000000
207035  0.0  1.820000  100  23.786821  0  0  0  0  -30.000000
207036  0.0  1.820000  100  23.943985  0  0  0  0  -30.000000
207037  0.0  1.820000  100  24.097050  0  0  0  0  -30.000000
207038  0.0  1.820000  100  24.260328  0  0  0  0  -30.000000
207039  0.0  1.820000  100  24.419086  0  0  0  0  -30.000000
207040  0.0  1.820000  100  24.568948  0  0  0  0  -30.000000
207041  0.0  1.820000  100  24.722732  0  0  0  0  -30.000000
207042  0.0  1.820000  100  24.895184  0  0  0  0  -30.000000
207043  0.0  1.820000  100  25.047173  0  0  0  0  -30.000000
207044  0.0  1.820000  100  25.197599  0  0  0  0  -30.000000
207045  0.0  1.673000  100  25.369363  0  0  0  0  -30.000000
207046  0.0  1.673000  100  25.546378  0  0  0  0  -30.000000
207047  0.0  1.673000  100  25.709960  0  0  0  0  -30.000000
207048  0.0  1.673000  100  25.885563  0  0  0  0  -30.000000
207049  0.0  1.673000  100  26.058246  0  0  0  0  -30.000000
207050  0.0  1.673000  100  26.228923  0  0  0  0  -30.000000
207051  0.0  1.673000  100  26.393168  0  0  0  0  -30.000000
207052  0.0  1.673000  100  26.570431  0  0  0  0  -30.000000
207053  0.0  1.673000  100  26.733341  0  0  0  0  -30.000000
207054  0.0  1.673000  100  26.904583  0  0  0  0  -30.000000
207055  0.0  1.673000  100  27.057504  0  0  0  0  -30.000000
207056  0.0  1.539000  100  27.218232  0  0  0  0  -30.000000
207057  0.0  1.539000  100  27.408278  0  0  0  0  -30.000000
207058  0.0  1.539000  100  27.592879  0  0  0  0  -30.000000
207059  0.0  1.539000  100  27.777985  0  0  0  0  -30.000000
207060  0.0  1.539000  100  27.965468  0  0  0  0  -30.000000
207061  0.0  1.539000  100  28.149114  0  0  0  0  -30.000000
207062  0.0  1.539000  100  28.333553  0  0  0  0  -30.000000
207063  0.0  1.539000  100  28.515729  0  0  0  0  -30.000000
207064  0.0  1.539000  100  28.698162  0  0  0  0  -30.000000
207065  0.0  1.539000  100  28.890355  0  0  0  0  -30.000000
207066  0.0  1.539000  100  29.076270  0  0  0  0  -30.000000
207067  0.0  1.417000  100  29.314588  0  0  0  0  -30.000000
207068  0.0  1.417000  100  29.500307  0  0  0  0  -30.000000
207069  0.0  1.417000  100  29.710410  0  0  0  0  -30.000000
207070  0.0  1.417000  100  29.905833  0  0  0  0  -30.000000
207071  0.0  1.417000  100  30.110105  0  0  0  0  -30.000000
207072  0.0  1.417000  100  30.308032  0  0  0  0  -30.000000
207073  0.0  1.417000  100  30.512815  0  0  0  0  -30.000000
207074  0.0  1.417000  100  30.714004  0  0  0  0  -30.000000
207075  0.0  1.417000  100  30.912716  0  0  0  0  -30.000000
207076  0.0  1.417000  100  31.123182  0  0  0  0  -30.000000
207077  0.0  1.417000  100  31.293497  0  0  0  0  -30.000000
207078  0.0  1.307000  100  31.443691  0  0  0  0  -30.000000
207079  0.0  1.307000  100  31.667034  0  0  0  0  -30.000000
207080  0.0  1.307000  100  31.884533  0  0  0  0  -30.000000
207081  0.0  1.307000  100  32.102696  0  0  0  0  -30.000000
207082  0.0  1.307000  100  32.322688  0  0  0  0  -30.000000
207083  0.0  1.307000  100  32.538332  0  0  0  0  -30.000000
207084  0.0  1.307000  100  32.752136  0  0  0  0  -30.000000
207085  0.0  1.307000  100  32.972505  0  0  0  0  -30.000000
207086  0.0  1.307000  100  33.191028  0  0  0  0  -30.000000
207087  0.0  1.307000  100  33.409006  0  0  0  0  -30.000000
207088  0.0  1.307000  100  33.632881  0  0  0  0  -30.000000
  208200       0.0       0.25   100      90.0    0    0    0    0    0
208001  0.0  2.359000  100  19.328013  0  0  0  0  0.000000
208002  0.0  2.359000  100  19.450366  0  0  0  0  0.000000
208003  0.0  2.359000  100  19.575199  0  0  0  0  0.000000
208004  0.0  2.359000  100  19.690871  0  0  0  0  0.000000
208005  0.0  2.359000  100  19.817949  0  0  0  0  0.000000
208006  0.0  2.359000  100  19.923026  0  0  0  0  0.000000
208007  0.0  2.359000  100  20.039664  0  0  0  0  0.000000
208008  0.0  2.359000  100  20.167137  0  0  0  0  0.000000
208009  0.0  2.359000  100  20.285825  0  0  0  0  0.000000
208010  0.0  2.359000  100  20.412706  0  0  0  0  0.000000
208011  0.0  2.359000  100  20.529587  0  0  0  0  0.000000
208012  0.0  2.162000  100  20.686714  0  0  0  0  0.000000
208013  0.0  2.162000  100  20.811655  0  0  0  0  0.000000
208014  0.0  2.162000  100  20.940226  0  0  0  0  0.000000
208015  0.0  2.162000  100  21.080717  0  0  0  0  0.000000
208016  0.0  2.162000  100  21.203168  0  0  0  0  0.000000
208017  0.0  2.162000  100  21.332011  0  0  0  0  0.000000
208018  0.0  2.162000  100  21.464588  0  0  0  0  0.000000
208019  0.0  2.162000  100  21.616377  0  0  0  0  0.000000
208020  0.0  2.162000  100  21.725162  0  0  0  0  0.000000
208021  0.0  2.162000  100  21.866913  0  0  0  0  0.000000
208022  0.0  2.162000  100  21.989732  0  0  0  0  0.000000
208023  0.0  1.983000  100  22.144100  0  0  0  0  0.000000
208024  0.0  1.983000  100  22.287716  0  0  0  0  0.000000
208025  0.0  1.983000  100  22.432710  0  0  0  0  0.000000
208026  0.0  1.983000  100  22.573199  0  0  0  0  0.000000
208027  0.0  1.983000  100  22.716734  0  0  0  0  0.000000
208028  0.0  1.983000  100  22.864571  0  0  0  0  0.000000
208029  0.0  1.983000  100  23.011469  0  0  0  0  0.000000
208030  0.0  1.983000  100  23.161806  0  0  0  0  0.000000
208031  0.0  1.983000  100  23.290806  0  0  0  0  0.000000
208032  0.0  1.983000  100  23.433656  0  0  0  0  0.000000
208033  0.0  1.983000  100  23.565065  0  0  0  0  0.000000
208034  0.0  1.820000  100  23.739095  0  0  0  0  0.000000
208035  0.0  1.820000  100  23.897973  0  0  0  0  0.000000
208036  0.0  1.820000  100  24.046028  0  0  0  0  0.000000
208037  0.0  1.820000  100  24.212498  0  0  0  0  0.000000
208038  0.0  1.820000  100  24.365509  0  0  0  0  0.000000
208039  0.0  1.820000  100  24.518767  0  0  0  0  0.000000
208040  0.0  1.820000  100  24.676874  0  0  0  0  0.000000
208041  0.0  1.820000  100  24.839711  0  0  0  0  0.000000
208042  0.0  1.820000  100  24.991725  0  0  0  0  0.000000
208043  0.0  1.820000  100  25.150935  0  0  0  0  0.000000
208044  0.0  1.820000  100  25.292889  0  0  0  0  0.000000
208045  0.0  1.673000  100  25.415132  0  0  0  0  0.000000
208046  0.0  1.673000  100  25.584428  0  0  0  0  0.000000
208047  0.0  1.673000  100  25.747308  0  0  0  0  0.000000
208048  0.0  1.673000  100  25.922062  0  0  0  0  0.000000
208049  0.0  1.673000  100  26.091324  0  0  0  0  0.000000
208050  0.0  1.673000  100  26.263522  0  0  0  0  0.000000
208051  0.0  1.673000  100  26.437937  0  0  0  0  0.000000
208052  0.0  1.673000  100  26.601826  0  0  0  0  0.000000
208053  0.0  1.673000  100  26.775228  0  0  0  0  0.000000
208054  0.0  1.673000  100  26.950664  0  0  0  0  0.000000
208055  0.0  1.673000  100  27.109809  0  0  0  0  0.000000
208056  0.0  1.539000  100  27.317355  0  0  0  0  0.000000
208057  0.0  1.539000  100  27.503114  0  0  0  0  0.000000
208058  0.0  1.539000  100  27.689281  0  0  0  0  0.000000
208059  0.0  1.539000  100  27.859494  0  0  0  0  0.000000
208060  0.0  1.539000  100  28.055839  0  0  0  0  0.000000
208061  0.0  1.539000  100  28.243582  0  0  0  0  0.000000
208062  0.0  1.539000  100  28.428158  0  0  0  0  0.000000
208063  0.0  1.539000  100  28.616603  0  0  0  0  0.000000
208064  0.0  1.539000  100  28.789689  0  0  0  0  0.000000
208065  0.0  1.539000  100  28.973309  0  0  0  0  0.000000
208066  0.0  1.539000  100  29.162078  0  0  0  0  0.000000
208067  0.0  1.417000  100  29.391852  0  0  0  0  0.000000
208068  0.0  1.417000  100  29.590097  0  0  0  0  0.000000
208069  0.0  1.417000  100  29.787648  0  0  0  0  0.000000
208070  0.0  1.417000  100  29.996585  0  0  0  0  0.000000
208071  0.0  1.417000  100  30.190211  0  0  0  0  0.000000
208072  0.0  1.417000  100  30.398152  0  0  0  0  0.000000
208073  0.0  1.417000  100  30.596316  0  0  0  0  0.000000
208074  0.0  1.417000  100  30.801576  0  0  0  0  0.000000
208075  0.0  1.417000  100  31.001852  0  0  0  0  0.000000
208076  0.0  1.417000  100  31.200945  0  0  0  0  0.000000
208077  0.0  1.417000  100  31.368906  0  0  0  0  0.000000
208078  0.0  1.307000  100  31.562056  0  0  0  0  0.000000
208079  0.0  1.307000  100  31.771425  0  0  0  0  0.000000
208080  0.0  1.307000  100  31.981368  0  0  0  0  0.000000
208081  0.0  1.307000  100  32.208259  0  0  0  0  0.000000
208082  0.0  1.307000  100  32.434684  0  0  0  0  0.000000
208083  0.0  1.307000  100  32.641818  0  0  0  0  0.000000
208084  0.0  1.307000  100  32.858133  0  0  0  0  0.000000
208085  0.0  1.307000  100  33.094765  0  0  0  0  0.000000
208086  0.0  1.307000  100  33.299709  0  0  0  0  0.000000
208087  0.0  1.307000  100  33.510454  0  0  0  0  0.000000
208088  0.0  1.307000  100  33.743183  0  0  0  0  0.000000
  209200       0.0       0.25   100      90.0    0    0    0    0    0
209001  0.0  2.359000  100  19.388771  0  0  0  0  30.000000
209002  0.0  2.359000  100  19.512264  0  0  0  0  30.000000
209003  0.0  2.359000  100  19.642469  0  0  0  0  30.000000
209004  0.0  2.359000  100  19.752123  0  0  0  0  30.000000
209005  0.0  2.359000  100  19.886475  0  0  0  0  30.000000
209006  0.0  2.359000  100  20.008328  0  0  0  0  30.000000
209007  0.0  2.359000  100  20.127879  0  0  0  0  30.000000
209008  0.0  2.359000  100  20.239122  0  0  0  0  30.000000
209009  0.0  2.359000  100  20.365629  0  0  0  0  30.000000
209010  0.0  2.359000  100  20.481491  0  0  0  0  30.000000
209011  0.0  2.359000  100  20.603236  0  0  0  0  30.000000
209012  0.0  2.162000  100  20.768057  0  0  0  0  30.000000
209013  0.0  2.162000  100  20.898119  0  0  0  0  30.000000
209014  0.0  2.162000  100  21.034695  0  0  0  0  30.000000
209015  0.0  2.162000  100  21.169446  0  0  0  0  30.000000
209016  0.0  2.162000  100  21.294981  0  0  0  0  30.000000
209017  0.0  2.162000  100  21.438690  0  0  0  0  30.000000
209018  0.0  2.162000  100  21.554903  0  0  0  0  30.000000
209019  0.0  2.162000  100  21.697252  0  0  0  0  30.000000
209020  0.0  2.162000  100  21.819467  0  0  0  0  30.000000
209021  0.0  2.162000  100  21.948307  0  0  0  0  30.000000
209022  0.0  2.162000  100  22.081428  0  0  0  0  30.000000
209023  0.0  1.983000  100  22.224431  0  0  0  0  30.000000
209024  0.0  1.983000  100  22.365160  0  0  0  0  30.000000
209025  0.0  1.983000  100  22.520323  0  0  0  0  30.000000
209026  0.0  1.983000  100  22.658037  0  0  0  0  30.000000
209027  0.0  1.983000  100  22.789457  0  0  0  0  30.000000
209028  0.0  1.983000  100  22.944879  0  0  0  0  30.000000
209029  0.0  1.983000  100  23.085464  0  0  0  0  30.000000
209030  0.0  1.983000  100  23.224101  0  0  0  0  30.000000
209031  0.0  1.983000  100  23.378444  0  0  0  0  30.000000
209032  0.0  1.983000  100  23.510377  0  0  0  0  30.000000
209033  0.0  1.983000  100  23.647029  0  0  0  0  30.000000
209034  0.0  1.820000  100  23.798825  0  0  0  0  30.000000
209035  0.0  1.820000  100  23.959248  0  0  0  0  30.000000
209036  0.0  1.820000  100  24.117376  0  0  0  0  30.000000
209037  0.0  1.820000  100  24.275169  0  0  0  0  30.000000
209038  0.0  1.820000  100  24.418488  0  0  0  0  30.000000
209039  0.0  1.820000  100  24.579457  0  0  0  0  30.000000
209040  0.0  1.820000  100  24.735231  0  0  0  0  30.000000
209041  0.0  1.820000  100  24.894000  0  0  0  0  30.000000
209042  0.0  1.820000  100  25.056486  0  0  0  0  30.000000
209043  0.0  1.820000  100  25.212439  0  0  0  0  30.000000
209044  0.0  1.820000  100  25.369425  0  0  0  0  30.000000
209045  0.0  1.673000  100  25.585414  0  0  0  0  30.000000
209046  0.0  1.673000  100  25.750999  0  0  0  0  30.000000
209047  0.0  1.673000  100  25.912275  0  0  0  0  30.000000
209048  0.0  1.673000  100  26.085049  0  0  0  0  30.000000
209049  0.0  1.673000  100  26.257684  0  0  0  0  30.000000
209050  0.0  1.673000  100  26.427209  0  0  0  0  30.000000
209051  0.0  1.673000  100  26.602609  0  0  0  0  30.000000
209052  0.0  1.673000  100  26.773774  0  0  0  0  30.000000
209053  0.0  1.673000  100  26.949050  0  0  0  0  30.000000
209054  0.0  1.673000  100  27.112032  0  0  0  0  30.000000
209055  0.0  1.673000  100  27.267722  0  0  0  0  30.000000
209056  0.0  1.539000  100  27.445667  0  0  0  0  30.000000
209057  0.0  1.539000  100  27.622929  0  0  0  0  30.000000
209058  0.0  1.539000  100  27.808602  0  0  0  0  30.000000
209059  0.0  1.539000  100  27.992256  0  0  0  0  30.000000
209060  0.0  1.539000  100  28.176186  0  0  0  0  30.000000
209061  0.0  1.539000  100  28.364195  0  0  0  0  30.000000
209062  0.0  1.539000  100  28.550944  0  0  0  0  30.000000
209063  0.0  1.539000  100  28.735880  0  0  0  0  30.000000
209064  0.0  1.539000  100  28.914145  0  0  0  0  30.000000
209065  0.0  1.539000  100  29.103567  0  0  0  0  30.000000
209066  0.0  1.539000  100  29.286167  0  0  0  0  30.000000
209067  0.0  1.417000  100  29.510744  0  0  0  0  30.000000
209068  0.0  1.417000  100  29.701689  0  0  0  0  30.000000
209069  0.0  1.417000  100  29.902319  0  0  0  0  30.000000
209070  0.0  1.417000  100  30.103229  0  0  0  0  30.000000
209071  0.0  1.417000  100  30.301873  0  0  0  0  30.000000
209072  0.0  1.417000  100  30.504744  0  0  0  0  30.000000
209073  0.0  1.417000  100  30.708959  0  0  0  0  30.000000
209074  0.0  1.417000  100  30.906061  0  0  0  0  30.000000
209075  0.0  1.417000  100  31.099070  0  0  0  0  30.000000
209076  0.0  1.417000  100  31.293359  0  0  0  0  30.000000
209077  0.0  1.417000  100  31.486942  0  0  0  0  30.000000
209078  0.0  1.307000  100  31.703824  0  0  0  0  30.000000
209079  0.0  1.307000  100  31.911466  0  0  0  0  30.000000
209080  0.0  1.307000  100  32.130891  0  0  0  0  30.000000
209081  0.0  1.307000  100  32.347581  0  0  0  0  30.000000
209082  0.0  1.307000  100  32.570552  0  0  0  0  30.000000
209083  0.0  1.307000  100  32.785050  0  0  0  0  30.000000
209084  0.0  1.307000  100  33.003042  0  0  0  0  30.000000
209085  0.0  1.307000  100  33.218288  0  0  0  0  30.000000
209086  0.0  1.307000  100  33.429358  0  0  0  0  30.000000
209087  0.0  1.307000  100  33.662233  0  0  0  0  30.000000
209088  0.0  1.307000  100  33.882374  0  0  0  0  30.000000
  210200       0.0       0.25   100      90.0    0    0    0    0    0
210001  0.0  2.359000  100  19.418376  0  0  0  0  60.000000
210002  0.0  2.359000  100  19.533575  0  0  0  0  60.000000
210003  0.0  2.359000  100  19.659423  0  0  0  0  60.000000
210004  0.0  2.359000  100  19.783632  0  0  0  0  60.000000
210005  0.0  2.359000  100  19.895975  0  0  0  0  60.000000
210006  0.0  2.359000  100  20.023801  0  0  0  0  60.000000
210007  0.0  2.359000  100  20.137573  0  0  0  0  60.000000
210008  0.0  2.359000  100  20.259637  0  0  0  0  60.000000
210009  0.0  2.359000  100  20.383944  0  0  0  0  60.000000
210010  0.0  2.359000  100  20.497314  0  0  0  0  60.000000
210011  0.0  2.359000  100  20.618520  0  0  0  0  60.000000
210012  0.0  2.162000  100  20.807456  0  0  0  0  60.000000
210013  0.0  2.162000  100  20.932936  0  0  0  0  60.000000
210014  0.0  2.162000  100  21.060515  0  0  0  0  60.000000
210015  0.0  2.162000  100  21.192376  0  0  0  0  60.000000
210016  0.0  2.162000  100  21.322781  0  0  0  0  60.000000
210017  0.0  2.162000  100  21.452383  0  0  0  0  60.000000
210018  0.0  2.162000  100  21.584823  0  0  0  0  60.000000
210019  0.0  2.162000  100  21.722393  0  0  0  0  60.000000
210020  0.0  2.162000  100  21.849943  0  0  0  0  60.000000
210021  0.0  2.162000  100  21.987415  0  0  0  0  60.000000
210022  0.0  2.162000  100  22.114938  0  0  0  0  60.000000
210023  0.0  1.983000  100  22.269611  0  0  0  0  60.000000
210024  0.0  1.983000  100  22.410985  0  0  0  0  60.000000
210025  0.0  1.983000  100  22.557428  0  0  0  0  60.000000
210026  0.0  1.983000  100  22.701737  0  0  0  0  60.000000
210027  0.0  1.983000  100  22.841261  0  0  0  0  60.000000
210028  0.0  1.983000  100  22.988677  0  0  0  0  60.000000
210029  0.0  1.983000  100  23.134800  0  0  0  0  60.000000
210030  0.0  1.983000  100  23.282252  0  0  0  0  60.000000
210031  0.0  1.983000  100  23.419148  0  0  0  0  60.000000
210032  0.0  1.983000  100  23.565435  0  0  0  0  60.000000
210033  0.0  1.983000  100  23.702090  0  0  0  0  60.000000
210034  0.0  1.820000  100  23.864543  0  0  0  0  60.000000
210035  0.0  1.820000  100  24.024023  0  0  0  0  60.000000
210036  0.0  1.820000  100  24.179026  0  0  0  0  60.000000
210037  0.0  1.820000  100  24.338827  0  0  0  0  60.000000
210038  0.0  1.820000  100  24.499047  0  0  0  0  60.000000
210039  0.0  1.820000  100  24.649123  0  0  0  0  60.000000
210040  0.0  1.820000  100  24.809475  0  0  0  0  60.000000
210041  0.0  1.820000  100  24.971278  0  0  0  0  60.000000
210042  0.0  1.820000  100  25.124676  0  0  0  0  60.000000
210043  0.0  1.820000  100  25.268214  0  0  0  0  60.000000
210044  0.0  1.820000  100  25.419838  0  0  0  0  60.000000
210045  0.0  1.673000  100  25.576646  0  0  0  0  60.000000
210046  0.0  1.673000  100  25.748061  0  0  0  0  60.000000
210047  0.0  1.673000  100  25.917547  0  0  0  0  60.000000
210048  0.0  1.673000  100  26.086715  0  0  0  0  60.000000
210049  0.0  1.673000  100  26.256554  0  0  0  0  60.000000
210050  0.0  1.673000  100  26.424094  0  0  0  0  60.000000
210051  0.0  1.673000  100  26.598797  0  0  0  0  60.000000
210052  0.0  1.673000  100  26.772762  0  0  0  0  60.000000
210053  0.0  1.673000  100  26.938123  0  0  0  0  60.000000
210054  0.0  1.673000  100  27.116740  0  0  0  0  60.000000
210055  0.0  1.673000  100  27.278569  0  0  0  0  60.000000
210056  0.0  1.539000  100  27.495926  0  0  0  0  60.000000
210057  0.0  1.539000  100  27.672823  0  0  0  0  60.000000
210058  0.0  1.539000  100  27.861830  0  0  0  0  60.000000
210059  0.0  1.539000  100  28.050783  0  0  0  0  60.000000
210060  0.0  1.539000  100  28.231298  0  0  0  0  60.000000
210061  0.0  1.539000  100  28.415629  0  0  0  0  60.000000
210062  0.0  1.539000  100  28.607629  0  0  0  0  60.000000
210063  0.0  1.539000  100  28.786222  0  0  0  0  60.000000
210064  0.0  1.539000  100  28.970171  0  0  0  0  60.000000
210065  0.0  1.539000  100  29.158088  0  0  0  0  60.000000
210066  0.0  1.539000  100  29.338004  0  0  0  0  60.000000
210067  0.0  1.417000  100  29.570126  0  0  0  0  60.000000
210068  0.0  1.417000  100  29.768418  0  0  0  0  60.000000
210069  0.0  1.417000  100  29.957886  0  0  0  0  60.000000
210070  0.0  1.417000  100  30.158903  0  0  0  0  60.000000
210071  0.0  1.417000  100  30.368631  0  0  0  0  60.000000
210072  0.0  1.417000  100  30.571456  0  0  0  0  60.000000
210073  0.0  1.417000  100  30.761462  0  0  0  0  60.000000
210074  0.0  1.417000  100  30.971112  0  0  0  0  60.000000
210075  0.0  1.417000  100  31.168657  0  0  0  0  60.000000
210076  0.0  1.417000  100  31.373154  0  0  0  0  60.000000
210077  0.0  1.417000  100  31.542929  0  0  0  0  60.000000
210078  0.0  1.307000  100  31.744267  0  0  0  0  60.000000
210079  0.0  1.307000  100  31.946708  0  0  0  0  60.000000
210080  0.0  1.307000  100  32.166570  0  0  0  0  60.000000
210081  0.0  1.307000  100  32.387140  0  0  0  0  60.000000
210082  0.0  1.307000  100  32.606813  0  0  0  0  60.000000
210083  0.0  1.307000  100  32.822197  0  0  0  0  60.000000
210084  0.0  1.307000  100  33.049672  0  0  0  0  60.000000
210085  0.0  1.307000  100  33.264656  0  0  0  0  60.000000
210086  0.0  1.307000  100  33.472618  0  0  0  0  60.000000
210087  0.0  1.307000  100  33.696017  0  0  0  0  60.000000
210088  0.0  1.307000  100  33.923963  0  0  0  0  60.000000
  301200       0.0       0.25   100      90.0    0    0    0    0    0
301001  0.0  1.565000  100  40.098337  0  0  0  0  150.000000
301002  0.0  1.565000  100  40.278243  0  0  0  0  150.000000
301003  0.0  1.565000  100  40.448248  0  0  0  0  150.000000
301004  0.0  1.565000  100  40.639187  0  0  0  0  150.000000
301005  0.0  1.565000  100  40.821197  0  0  0  0  150.000000
301006  0.0  1.565000  100  40.997358  0  0  0  0  150.000000
301007  0.0  1.565000  100  41.184713  0  0  0  0  150.000000
301008  0.0  1.565000  100  41.363568  0  0  0  0  150.000000
301009  0.0  1.565000  100  41.546510  0  0  0  0  150.000000
301010  0.0  1.565000  100  41.730265  0  0  0  0  150.000000
301011  0.0  1.565000  100  41.918597  0  0  0  0  150.000000
301012  0.0  1.454000  100  42.270411  0  0  0  0  150.000000
301013  0.0  1.454000  100  42.467609  0  0  0  0  150.000000
301014  0.0  1.454000  100  42.667081  0  0  0  0  150.000000
301015  0.0  1.454000  100  42.870797  0  0  0  0  150.000000
301016  0.0  1.454000  100  43.065074  0  0  0  0  150.000000
301017  0.0  1.454000  100  43.259029  0  0  0  0  150.000000
301018  0.0  1.454000  100  43.450452  0  0  0  0  150.000000
301019  0.0  1.454000  100  43.653416  0  0  0  0  150.000000
301020  0.0  1.454000  100  43.840487  0  0  0  0  150.000000
301021  0.0  1.454000  100  44.035403  0  0  0  0  150.000000
301022  0.0  1.454000  100  44.240439  0  0  0  0  150.000000
301023  0.0  1.352000  100  44.657511  0  0  0  0  150.000000
