Number_of_entries  Number_of_user_table_parameters
             3008                                5
Detector     Delta       Len2  Code    2theta  UT1  UT2  UT3  UT4  UT5
304092  0.0  0.925000  100  63.640501  0  0  0  0  -30.000000
304093  0.0  0.925000  100  63.951255  0  0  0  0  -30.000000
304094  0.0  0.925000  100  64.254012  0  0  0  0  -30.000000
304095  0.0  0.925000  100  64.564048  0  0  0  0  -30.000000
304096  0.0  0.925000  100  64.857758  0  0  0  0  -30.000000
304097  0.0  0.925000  100  65.174470  0  0  0  0  -30.000000
304098  0.0  0.925000  100  65.490217  0  0  0  0  -30.000000
304099  0.0  0.925000  100  65.794572  0  0  0  0  -30.000000
  305200       0.0       0.25   100      90.0    0    0    0    0    0
305001  0.0  1.565000  100  40.299431  0  0  0  0  0.000000
305002  0.0  1.565000  100  40.472638  0  0  0  0  0.000000
305003  0.0  1.565000  100  40.663948  0  0  0  0  0.000000
305004  0.0  1.565000  100  40.841354  0  0  0  0  0.000000
305005  0.0  1.565000  100  41.030863  0  0  0  0  0.000000
305006  0.0  1.565000  100  41.212445  0  0  0  0  0.000000
305007  0.0  1.565000  100  41.387574  0  0  0  0  0.000000
305008  0.0  1.565000  100  41.569533  0  0  0  0  0.000000
305009  0.0  1.565000  100  41.753017  0  0  0  0  0.000000
305010  0.0  1.565000  100  41.938432  0  0  0  0  0.000000
305011  0.0  1.565000  100  42.113978  0  0  0  0  0.000000
305012  0.0  1.454000  100  42.519662  0  0  0  0  0.000000
305013  0.0  1.454000  100  42.720394  0  0  0  0  0.000000
305014  0.0  1.454000  100  42.895029  0  0  0  0  0.000000
305015  0.0  1.454000  100  43.111630  0  0  0  0  0.000000
305016  0.0  1.454000  100  43.306192  0  0  0  0  0.000000
305017  0.0  1.454000  100  43.493449  0  0  0  0  0.000000
305018  0.0  1.454000  100  43.699712  0  0  0  0  0.000000
305019  0.0  1.454000  100  43.888955  0  0  0  0  0.000000
305020  0.0  1.454000  100  44.084151  0  0  0  0  0.000000
305021  0.0  1.454000  100  44.276760  0  0  0  0  0.000000
305022  0.0  1.454000  100  44.480229  0  0  0  0  0.000000
305023  0.0  1.352000  100  44.825334  0  0  0  0  0.000000
305024  0.0  1.352000  100  45.037088  0  0  0  0  0.000000
305025  0.0  1.352000  100  45.257516  0  0  0  0  0.000000
305026  0.0  1.352000  100  45.456961  0  0  0  0  0.000000
305027  0.0  1.352000  100  45.679754  0  0  0  0  0.000000
305028  0.0  1.352000  100  45.881568  0  0  0  0  0.000000
305029  0.0  1.352000  100  46.084396  0  0  0  0  0.000000
305030  0.0  1.352000  100  46.314928  0  0  0  0  0.000000
305031  0.0  1.352000  100  46.524022  0  0  0  0  0.000000
305032  0.0  1.352000  100  46.736430  0  0  0  0  0.000000
305033  0.0  1.352000  100  46.940657  0  0  0  0  0.000000
305034  0.0  1.261000  100  47.382963  0  0  0  0  0.000000
305035  0.0  1.261000  100  47.623211  0  0  0  0  0.000000
305036  0.0  1.261000  100  47.846906  0  0  0  0  0.000000
305037  0.0  1.261000  100  48.060797  0  0  0  0  0.000000
305038  0.0  1.261000  100  48.289096  0  0  0  0  0.000000
305039  0.0  1.261000  100  48.520431  0  0  0  0  0.000000
305040  0.0  1.261000  100  48.745312  0  0  0  0  0.000000
305041  0.0  1.261000  100  48.965926  0  0  0  0  0.000000
305042  0.0  1.261000  100  49.195425  0  0  0  0  0.000000
305043  0.0  1.261000  100  49.412858  0  0  0  0  0.000000
305044  0.0  1.261000  100  49.640663  0  0  0  0  0.000000
305045  0.0  1.178000  100  50.096112  0  0  0  0  0.000000
305046  0.0  1.178000  100  50.352139  0  0  0  0  0.000000
305047  0.0  1.178000  100  50.593732  0  0  0  0  0.000000
305048  0.0  1.178000  100  50.817103  0  0  0  0  0.000000
305049  0.0  1.178000  100  51.068390  0  0  0  0  0.000000
305050  0.0  1.178000  100  51.318222  0  0  0  0  0.000000
305051  0.0  1.178000  100  51.551722  0  0  0  0  0.000000
305052  0.0  1.178000  100  51.791804  0  0  0  0  0.000000
305053  0.0  1.178000  100  52.037466  0  0  0  0  0.000000
305054  0.0  1.178000  100  52.293747  0  0  0  0  0.000000
305055  0.0  1.178000  100  52.518684  0  0  0  0  0.000000
305056  0.0  1.104000  100  52.967826  0  0  0  0  0.000000
305057  0.0  1.104000  100  53.230463  0  0  0  0  0.000000
305058  0.0  1.104000  100  53.481715  0  0  0  0  0.000000
305059  0.0  1.104000  100  53.754197  0  0  0  0  0.000000
305060  0.0  1.104000  100  54.009822  0  0  0  0  0.000000
305061  0.0  1.104000  100  54.263086  0  0  0  0  0.000000
305062  0.0  1.104000  100  54.517037  0  0  0  0  0.000000
305063  0.0  1.104000  100  54.771009  0  0  0  0  0.000000
305064  0.0  1.104000  100  55.019260  0  0  0  0  0.000000
305065  0.0  1.104000  100  55.295918  0  0  0  0  0.000000
305066  0.0  1.104000  100  55.556848  0  0  0  0  0.000000
305067  0.0  1.037000  100  56.068891  0  0  0  0  0.000000
305068  0.0  1.037000  100  56.347809  0  0  0  0  0.000000
305069  0.0  1.037000  100  56.608190  0  0  0  0  0.000000
305070  0.0  1.037000  100  56.886570  0  0  0  0  0.000000
305071  0.0  1.037000  100  57.177877  0  0  0  0  0.000000
305072  0.0  1.037000  100  57.435995  0  0  0  0  0.000000
305073  0.0  1.037000  100  57.704471  0  0  0  0  0.000000
305074  0.0  1.037000  100  57.973397  0  0  0  0  0.000000
305075  0.0  1.037000  100  58.266664  0  0  0  0  0.000000
305076  0.0  1.037000  100  58.538217  0  0  0  0  0.000000
305077  0.0  1.037000  100  58.822223  0  0  0  0  0.000000
305078  0.0  0.977000  100  59.332775  0  0  0  0  0.000000
305079  0.0  0.977000  100  59.628946  0  0  0  0  0.000000
305080  0.0  0.977000  100  59.930973  0  0  0  0  0.000000
305081  0.0  0.977000  100  60.205613  0  0  0  0  0.000000
305082  0.0  0.977000  100  60.490811  0  0  0  0  0.000000
305083  0.0  0.977000  100  60.792591  0  0  0  0  0.000000
305084  0.0  0.977000  100  61.093459  0  0  0  0  0.000000
305085  0.0  0.977000  100  61.373581  0  0  0  0  0.000000
305086  0.0  0.977000  100  61.655517  0  0  0  0  0.000000
305087  0.0  0.977000  100  61.955866  0  0  0  0  0.000000
305088  0.0  0.977000  100  62.266113  0  0  0  0  0.000000
305089  0.0  0.925000  100  62.820936  0  0  0  0  0.000000
305090  0.0  0.925000  100  63.133809  0  0  0  0  0.000000
305091  0.0  0.925000  100  63.442133  0  0  0  0  0.000000
305092  0.0  0.925000  100  63.735389  0  0  0  0  0.000000
305093  0.0  0.925000  100  64.048937  0  0  0  0  0.000000
305094  0.0  0.925000  100  64.348516  0  0  0  0  0.000000
305095  0.0  0.925000  100  64.654153  0  0  0  0  0.000000
305096  0.0  0.925000  100  64.955416  0  0  0  0  0.000000
305097  0.0  0.925000  100  65.260273  0  0  0  0  0.000000
305098  0.0  0.925000  100  65.582612  0  0  0  0  0.000000
305099  0.0  0.925000  100  65.896521  0  0  0  0  0.000000
  306200       0.0       0.25   100      90.0    0    0    0    0    0
306001  0.0  1.565000  100  40.386309  0  0  0  0  30.000000
306002  0.0  1.565000  100  40.570000  0  0  0  0  30.000000
306003  0.0  1.565000  100  40.747076  0  0  0  0  30.000000
306004  0.0  1.565000  100  40.934521  0  0  0  0  30.000000
306005  0.0  1.565000  100  41.113137  0  0  0  0  30.000000
306006  0.0  1.565000  100  41.301516  0  0  0  0  30.000000
306007  0.0  1.565000  100  41.466458  0  0  0  0  30.000000
306008  0.0  1.565000  100  41.659903  0  0  0  0  30.000000
306009  0.0  1.565000  100  41.840078  0  0  0  0  30.000000
306010  0.0  1.565000  100  42.018918  0  0  0  0  30.000000
306011  0.0  1.565000  100  42.210973  0  0  0  0  30.000000
306012  0.0  1.454000  100  42.594767  0  0  0  0  30.000000
306013  0.0  1.454000  100  42.793593  0  0  0  0  30.000000
306014  0.0  1.454000  100  42.973271  0  0  0  0  30.000000
306015  0.0  1.454000  100  43.164531  0  0  0  0  30.000000
306016  0.0  1.454000  100  43.368463  0  0  0  0  30.000000
306017  0.0  1.454000  100  43.550334  0  0  0  0  30.000000
306018  0.0  1.454000  100  43.758968  0  0  0  0  30.000000
306019  0.0  1.454000  100  43.960411  0  0  0  0  30.000000
306020  0.0  1.454000  100  44.152552  0  0  0  0  30.000000
306021  0.0  1.454000  100  44.344824  0  0  0  0  30.000000
306022  0.0  1.454000  100  44.544823  0  0  0  0  30.000000
306023  0.0  1.352000  100  44.922325  0  0  0  0  30.000000
306024  0.0  1.352000  100  45.127441  0  0  0  0  30.000000
306025  0.0  1.352000  100  45.341210  0  0  0  0  30.000000
306026  0.0  1.352000  100  45.556471  0  0  0  0  30.000000
306027  0.0  1.352000  100  45.771888  0  0  0  0  30.000000
306028  0.0  1.352000  100  45.971301  0  0  0  0  30.000000
306029  0.0  1.352000  100  46.175750  0  0  0  0  30.000000
306030  0.0  1.352000  100  46.385676  0  0  0  0  30.000000
306031  0.0  1.352000  100  46.594458  0  0  0  0  30.000000
306032  0.0  1.352000  100  46.806703  0  0  0  0  30.000000
306033  0.0  1.352000  100  47.026563  0  0  0  0  30.000000
306034  0.0  1.261000  100  47.474392  0  0  0  0  30.000000
306035  0.0  1.261000  100  47.699056  0  0  0  0  30.000000
306036  0.0  1.261000  100  47.927897  0  0  0  0  30.000000
306037  0.0  1.261000  100  48.148185  0  0  0  0  30.000000
306038  0.0  1.261000  100  48.370388  0  0  0  0  30.000000
306039  0.0  1.261000  100  48.604749  0  0  0  0  30.000000
306040  0.0  1.261000  100  48.825295  0  0  0  0  30.000000
306041  0.0  1.261000  100  49.059217  0  0  0  0  30.000000
306042  0.0  1.261000  100  49.282564  0  0  0  0  30.000000
306043  0.0  1.261000  100  49.500021  0  0  0  0  30.000000
306044  0.0  1.261000  100  49.726717  0  0  0  0  30.000000
306045  0.0  1.178000  100  50.176106  0  0  0  0  30.000000
306046  0.0  1.178000  100  50.406237  0  0  0  0  30.000000
306047  0.0  1.178000  100  50.647412  0  0  0  0  30.000000
306048  0.0  1.178000  100  50.878403  0  0  0  0  30.000000
306049  0.0  1.178000  100  51.129179  0  0  0  0  30.000000
306050  0.0  1.178000  100  51.370718  0  0  0  0  30.000000
306051  0.0  1.178000  100  51.609024  0  0  0  0  30.000000
306052  0.0  1.178000  100  51.849504  0  0  0  0  30.000000
306053  0.0  1.178000  100  52.094501  0  0  0  0  30.000000
306054  0.0  1.178000  100  52.342799  0  0  0  0  30.000000
306055  0.0  1.178000  100  52.584536  0  0  0  0  30.000000
306056  0.0  1.104000  100  53.050693  0  0  0  0  30.000000
306057  0.0  1.104000  100  53.310496  0  0  0  0  30.000000
306058  0.0  1.104000  100  53.573565  0  0  0  0  30.000000
306059  0.0  1.104000  100  53.822107  0  0  0  0  30.000000
306060  0.0  1.104000  100  54.076074  0  0  0  0  30.000000
306061  0.0  1.104000  100  54.337527  0  0  0  0  30.000000
306062  0.0  1.104000  100  54.585429  0  0  0  0  30.000000
306063  0.0  1.104000  100  54.855075  0  0  0  0  30.000000
306064  0.0  1.104000  100  55.114169  0  0  0  0  30.000000
306065  0.0  1.104000  100  55.369591  0  0  0  0  30.000000
306066  0.0  1.104000  100  55.618868  0  0  0  0  30.000000
306067  0.0  1.037000  100  56.158991  0  0  0  0  30.000000
306068  0.0  1.037000  100  56.441189  0  0  0  0  30.000000
306069  0.0  1.037000  100  56.706878  0  0  0  0  30.000000
306070  0.0  1.037000  100  56.972712  0  0  0  0  30.000000
306071  0.0  1.037000  100  57.253662  0  0  0  0  30.000000
306072  0.0  1.037000  100  57.524108  0  0  0  0  30.000000
306073  0.0  1.037000  100  57.795021  0  0  0  0  30.000000
306074  0.0  1.037000  100  58.084702  0  0  0  0  30.000000
306075  0.0  1.037000  100  58.362192  0  0  0  0  30.000000
306076  0.0  1.037000  100  58.608923  0  0  0  0  30.000000
306077  0.0  1.037000  100  58.901380  0  0  0  0  30.000000
306078  0.0  0.977000  100  59.487858  0  0  0  0  30.000000
306079  0.0  0.977000  100  59.775179  0  0  0  0  30.000000
306080  0.0  0.977000  100  60.065197  0  0  0  0  30.000000
306081  0.0  0.977000  100  60.357978  0  0  0  0  30.000000
306082  0.0  0.977000  100  60.636847  0  0  0  0  30.000000
306083  0.0  0.977000  100  60.936675  0  0  0  0  30.000000
306084  0.0  0.977000  100  61.234029  0  0  0  0  30.000000
306085  0.0  0.977000  100  61.528138  0  0  0  0  30.000000
306086  0.0  0.977000  100  61.816219  0  0  0  0  30.000000
306087  0.0  0.977000  100  62.100487  0  0  0  0  30.000000
306088  0.0  0.977000  100  62.395207  0  0  0  0  30.000000
306089  0.0  0.925000  100  62.989146  0  0  0  0  30.000000
306090  0.0  0.925000  100  63.289669  0  0  0  0  30.000000
306091  0.0  0.925000  100  63.595144  0  0  0  0  30.000000
306092  0.0  0.925000  100  63.913639  0  0  0  0  30.000000
306093  0.0  0.925000  100  64.213728  0  0  0  0  30.000000
306094  0.0  0.925000  100  64.509461  0  0  0  0  30.000000
306095  0.0  0.925000  100  64.820450  0  0  0  0  30.000000
306096  0.0  0.925000  100  65.129680  0  0  0  0  30.000000
306097  0.0  0.925000  100  65.432220  0  0  0  0  30.000000
306098  0.0  0.925000  100  65.747501  0  0  0  0  30.000000
306099  0.0  0.925000  100  66.057344  0  0  0  0  30.000000
  401200       0.0       0.25   100      90.0    0    0    0    0    0
401001  0.0  1.083000  100  74.568065  0  0  0  0  150.000000
401002  0.0  1.083000  100  74.816322  0  0  0  0  150.000000
401003  0.0  1.083000  100  75.084919  0  0  0  0  150.000000
401004  0.0  1.083000  100  75.339215  0  0  0  0  150.000000
401005  0.0  1.083000  100  75.616779  0  0  0  0  150.000000
401006  0.0  1.083000  100  75.874069  0  0  0  0  150.000000
401007  0.0  1.083000  100  76.144401  0  0  0  0  150.000000
401008  0.0  1.083000  100  76.401199  0  0  0  0  150.000000
401009  0.0  1.083000  100  76.677132  0  0  0  0  150.000000
401010  0.0  1.083000  100  76.931654  0  0  0  0  150.000000
401011  0.0  1.083000  100  77.173185  0  0  0  0  150.000000
401012  0.0  1.047000  100  77.779666  0  0  0  0  150.000000
401013  0.0  1.047000  100  78.036302  0  0  0  0  150.000000
401014  0.0  1.047000  100  78.296587  0  0  0  0  150.000000
401015  0.0  1.047000  100  78.579640  0  0  0  0  150.000000
401016  0.0  1.047000  100  78.838129  0  0  0  0  150.000000
401017  0.0  1.047000  100  79.113209  0  0  0  0  150.000000
401018  0.0  1.047000  100  79.375727  0  0  0  0  150.000000
401019  0.0  1.047000  100  79.654931  0  0  0  0  150.000000
401020  0.0  1.047000  100  79.930892  0  0  0  0  150.000000
401021  0.0  1.047000  100  80.205575  0  0  0  0  150.000000
401022  0.0  1.047000  100  80.492483  0  0  0  0  150.000000
401023  0.0  1.005000  100  80.853130  0  0  0  0  150.000000
401024  0.0  1.005000  100  81.145845  0  0  0  0  150.000000
401025  0.0  1.005000  100  81.411515  0  0  0  0  150.000000
401026  0.0  1.005000  100  81.698681  0  0  0  0  150.000000
401027  0.0  1.005000  100  81.997681  0  0  0  0  150.000000
401028  0.0  1.005000  100  82.275232  0  0  0  0  150.000000
401029  0.0  1.005000  100  82.552859  0  0  0  0  150.000000
401030  0.0  1.005000  100  82.826054  0  0  0  0  150.000000
401031  0.0  1.005000  100  83.128386  0  0  0  0  150.000000
401032  0.0  1.005000  100  83.410886  0  0  0  0  150.000000
401033  0.0  1.005000  100  83.705162  0  0  0  0  150.000000
401034  0.0  0.962000  100  84.262571  0  0  0  0  150.000000
401035  0.0  0.962000  100  84.551184  0  0  0  0  150.000000
401036  0.0  0.962000  100  84.864709  0  0  0  0  150.000000
401037  0.0  0.962000  100  85.156738  0  0  0  0  150.000000
401038  0.0  0.962000  100  85.452023  0  0  0  0  150.000000
401039  0.0  0.962000  100  85.756352  0  0  0  0  150.000000
401040  0.0  0.962000  100  86.038231  0  0  0  0  150.000000
401041  0.0  0.962000  100  86.341470  0  0  0  0  150.000000
401042  0.0  0.962000  100  86.640730  0  0  0  0  150.000000
401043  0.0  0.962000  100  86.923183  0  0  0  0  150.000000
401044  0.0  0.962000  100  87.251470  0  0  0  0  150.000000
401045  0.0  0.921000  100  87.703966  0  0  0  0  150.000000
401046  0.0  0.921000  100  88.005073  0  0  0  0  150.000000
401047  0.0  0.921000  100  88.292044  0  0  0  0  150.000000
401048  0.0  0.921000  100  88.652871  0  0  0  0  150.000000
401049  0.0  0.921000  100  88.944430  0  0  0  0  150.000000
401050  0.0  0.921000  100  89.227755  0  0  0  0  150.000000
401051  0.0  0.921000  100  89.529394  0  0  0  0  150.000000
401052  0.0  0.921000  100  89.863877  0  0  0  0  150.000000
401053  0.0  0.921000  100  90.189708  0  0  0  0  150.000000
401054  0.0  0.921000  100  90.482971  0  0  0  0  150.000000
401055  0.0  0.921000  100  90.797329  0  0  0  0  150.000000
401056  0.0  0.877000  100  91.227693  0  0  0  0  150.000000
401057  0.0  0.877000  100  91.562123  0  0  0  0  150.000000
401058  0.0  0.877000  100  91.880763  0  0  0  0  150.000000
401059  0.0  0.877000  100  92.222352  0  0  0  0  150.000000
401060  0.0  0.877000  100  92.516468  0  0  0  0  150.000000
401061  0.0  0.877000  100  92.866327  0  0  0  0  150.000000
401062  0.0  0.877000  100  93.169873  0  0  0  0  150.000000
401063  0.0  0.877000  100  93.501386  0  0  0  0  150.000000
401064  0.0  0.877000  100  93.847221  0  0  0  0  150.000000
401065  0.0  0.877000  100  94.182753  0  0  0  0  150.000000
401066  0.0  0.877000  100  94.474983  0  0  0  0  150.000000
401067  0.0  0.833000  100  95.114512  0  0  0  0  150.000000
401068  0.0  0.833000  100  95.421898  0  0  0  0  150.000000
401069  0.0  0.833000  100  95.771449  0  0  0  0  150.000000
401070  0.0  0.833000  100  96.094247  0  0  0  0  150.000000
401071  0.0  0.833000  100  96.472947  0  0  0  0  150.000000
401072  0.0  0.833000  100  96.808542  0  0  0  0  150.000000
401073  0.0  0.833000  100  97.157895  0  0  0  0  150.000000
401074  0.0  0.833000  100  97.487028  0  0  0  0  150.000000
401075  0.0  0.833000  100  97.847595  0  0  0  0  150.000000
401076  0.0  0.833000  100  98.211405  0  0  0  0  150.000000
401077  0.0  0.833000  100  98.553584  0  0  0  0  150.000000
401078  0.0  0.791000  100  99.205032  0  0  0  0  150.000000
401079  0.0  0.791000  100  99.535103  0  0  0  0  150.000000
401080  0.0  0.791000  100  99.899950  0  0  0  0  150.000000
401081  0.0  0.791000  100  100.260191  0  0  0  0  150.000000
401082  0.0  0.791000  100  100.654116  0  0  0  0  150.000000
401083  0.0  0.791000  100  100.983630  0  0  0  0  150.000000
401084  0.0  0.791000  100  101.375541  0  0  0  0  150.000000
401085  0.0  0.791000  100  101.725299  0  0  0  0  150.000000
401086  0.0  0.791000  100  102.075045  0  0  0  0  150.000000
401087  0.0  0.791000  100  102.454085  0  0  0  0  150.000000
401088  0.0  0.791000  100  102.810957  0  0  0  0  150.000000
401089  0.0  0.750000  100  103.380933  0  0  0  0  150.000000
401090  0.0  0.750000  100  103.724499  0  0  0  0  150.000000
401091  0.0  0.750000  100  104.136207  0  0  0  0  150.000000
401092  0.0  0.750000  100  104.507744  0  0  0  0  150.000000
401093  0.0  0.750000  100  104.923750  0  0  0  0  150.000000
401094  0.0  0.750000  100  105.263562  0  0  0  0  150.000000
401095  0.0  0.750000  100  105.641856  0  0  0  0  150.000000
401096  0.0  0.750000  100  106.042864  0  0  0  0  150.000000
401097  0.0  0.750000  100  106.391984  0  0  0  0  150.000000
401098  0.0  0.750000  100  106.830717  0  0  0  0  150.000000
401099  0.0  0.750000  100  107.212920  0  0  0  0  150.000000
401100  0.0  0.710000  100  108.009868  0  0  0  0  150.000000
401101  0.0  0.710000  100  108.401677  0  0  0  0  150.000000
401102  0.0  0.710000  100  108.818295  0  0  0  0  150.000000
401103  0.0  0.710000  100  109.186211  0  0  0  0  150.000000
401104  0.0  0.710000  100  109.584651  0  0  0  0  150.000000
401105  0.0  0.710000  100  110.015615  0  0  0  0  150.000000
401106  0.0  0.710000  100  110.420710  0  0  0  0  150.000000
401107  0.0  0.710000  100  110.833719  0  0  0  0  150.000000
401108  0.0  0.710000  100  111.228290  0  0  0  0  150.000000
401109  0.0  0.710000  100  111.635165  0  0  0  0  150.000000
401110  0.0  0.710000  100  112.067871  0  0  0  0  150.000000
  402200       0.0       0.25   100      90.0    0    0    0    0    0
402001  0.0  1.083000  100  74.596052  0  0  0  0  180.000000
402002  0.0  1.083000  100  74.850129  0  0  0  0  180.000000
402003  0.0  1.083000  100  75.159609  0  0  0  0  180.000000
402004  0.0  1.083000  100  75.420911  0  0  0  0  180.000000
402005  0.0  1.083000  100  75.664324  0  0  0  0  180.000000
402006  0.0  1.083000  100  75.925788  0  0  0  0  180.000000
402007  0.0  1.083000  100  76.170550  0  0  0  0  180.000000
402008  0.0  1.083000  100  76.447942  0  0  0  0  180.000000
402009  0.0  1.083000  100  76.721467  0  0  0  0  180.000000
402010  0.0  1.083000  100  76.977607  0  0  0  0  180.000000
402011  0.0  1.083000  100  77.263396  0  0  0  0  180.000000
402012  0.0  1.047000  100  77.739939  0  0  0  0  180.000000
402013  0.0  1.047000  100  78.047692  0  0  0  0  180.000000
402014  0.0  1.047000  100  78.302669  0  0  0  0  180.000000
402015  0.0  1.047000  100  78.568999  0  0  0  0  180.000000
402016  0.0  1.047000  100  78.833281  0  0  0  0  180.000000
402017  0.0  1.047000  100  79.116201  0  0  0  0  180.000000
402018  0.0  1.047000  100  79.383798  0  0  0  0  180.000000
402019  0.0  1.047000  100  79.668544  0  0  0  0  180.000000
402020  0.0  1.047000  100  79.936495  0  0  0  0  180.000000
402021  0.0  1.047000  100  80.214507  0  0  0  0  180.000000
402022  0.0  1.047000  100  80.495222  0  0  0  0  180.000000
402023  0.0  1.005000  100  81.024455  0  0  0  0  180.000000
402024  0.0  1.005000  100  81.310729  0  0  0  0  180.000000
402025  0.0  1.005000  100  81.604844  0  0  0  0  180.000000
402026  0.0  1.005000  100  81.865582  0  0  0  0  180.000000
402027  0.0  1.005000  100  82.160476  0  0  0  0  180.000000
402028  0.0  1.005000  100  82.427253  0  0  0  0  180.000000
402029  0.0  1.005000  100  82.727109  0  0  0  0  180.000000
402030  0.0  1.005000  100  82.975178  0  0  0  0  180.000000
402031  0.0  1.005000  100  83.295829  0  0  0  0  180.000000
402032  0.0  1.005000  100  83.583207  0  0  0  0  180.000000
402033  0.0  1.005000  100  83.878469  0  0  0  0  180.000000
402034  0.0  0.962000  100  84.266248  0  0  0  0  180.000000
402035  0.0  0.962000  100  84.608583  0  0  0  0  180.000000
402036  0.0  0.962000  100  84.888934  0  0  0  0  180.000000
402037  0.0  0.962000  100  85.194412  0  0  0  0  180.000000
402038  0.0  0.962000  100  85.449057  0  0  0  0  180.000000
402039  0.0  0.962000  100  85.772422  0  0  0  0  180.000000
402040  0.0  0.962000  100  86.068776  0  0  0  0  180.000000
402041  0.0  0.962000  100  86.355886  0  0  0  0  180.000000
402042  0.0  0.962000  100  86.656201  0  0  0  0  180.000000
402043  0.0  0.962000  100  86.951289  0  0  0  0  180.000000
402044  0.0  0.962000  100  87.256932  0  0  0  0  180.000000
402045  0.0  0.921000  100  87.740189  0  0  0  0  180.000000
402046  0.0  0.921000  100  88.058742  0  0  0  0  180.000000
402047  0.0  0.921000  100  88.368612  0  0  0  0  180.000000
402048  0.0  0.921000  100  88.698605  0  0  0  0  180.000000
402049  0.0  0.921000  100  88.987650  0  0  0  0  180.000000
402050  0.0  0.921000  100  89.311134  0  0  0  0  180.000000
402051  0.0  0.921000  100  89.618121  0  0  0  0  180.000000
402052  0.0  0.921000  100  89.910287  0  0  0  0  180.000000
402053  0.0  0.921000  100  90.215980  0  0  0  0  180.000000
402054  0.0  0.921000  100  90.559696  0  0  0  0  180.000000
402055  0.0  0.921000  100  90.871128  0  0  0  0  180.000000
402056  0.0  0.877000  100  91.302718  0  0  0  0  180.000000
402057  0.0  0.877000  100  91.640505  0  0  0  0  180.000000
402058  0.0  0.877000  100  91.947692  0  0  0  0  180.000000
402059  0.0  0.877000  100  92.279702  0  0  0  0  180.000000
402060  0.0  0.877000  100  92.588847  0  0  0  0  180.000000
402061  0.0  0.877000  100  92.898609  0  0  0  0  180.000000
402062  0.0  0.877000  100  93.232279  0  0  0  0  180.000000
402063  0.0  0.877000  100  93.537514  0  0  0  0  180.000000
402064  0.0  0.877000  100  93.918219  0  0  0  0  180.000000
402065  0.0  0.877000  100  94.215746  0  0  0  0  180.000000
402066  0.0  0.877000  100  94.581936  0  0  0  0  180.000000
402067  0.0  0.833000  100  95.099345  0  0  0  0  180.000000
402068  0.0  0.833000  100  95.439529  0  0  0  0  180.000000
402069  0.0  0.833000  100  95.793235  0  0  0  0  180.000000
402070  0.0  0.833000  100  96.124419  0  0  0  0  180.000000
402071  0.0  0.833000  100  96.436472  0  0  0  0  180.000000
402072  0.0  0.833000  100  96.780530  0  0  0  0  180.000000
402073  0.0  0.833000  100  97.124367  0  0  0  0  180.000000
402074  0.0  0.833000  100  97.499702  0  0  0  0  180.000000
402075  0.0  0.833000  100  97.823019  0  0  0  0  180.000000
402076  0.0  0.833000  100  98.157794  0  0  0  0  180.000000
402077  0.0  0.833000  100  98.536434  0  0  0  0  180.000000
402078  0.0  0.791000  100  99.145326  0  0  0  0  180.000000
402079  0.0  0.791000  100  99.513082  0  0  0  0  180.000000
402080  0.0  0.791000  100  99.880277  0  0  0  0  180.000000
402081  0.0  0.791000  100  100.215032  0  0  0  0  180.000000
402082  0.0  0.791000  100  100.596636  0  0  0  0  180.000000
402083  0.0  0.791000  100  100.946178  0  0  0  0  180.000000
402084  0.0  0.791000  100  101.307603  0  0  0  0  180.000000
402085  0.0  0.791000  100  101.673885  0  0  0  0  180.000000
402086  0.0  0.791000  100  102.053621  0  0  0  0  180.000000
402087  0.0  0.791000  100  102.419015  0  0  0  0  180.000000
402088  0.0  0.791000  100  102.778215  0  0  0  0  180.000000
402089  0.0  0.750000  100  103.505658  0  0  0  0  180.000000
402090  0.0  0.750000  100  103.870707  0  0  0  0  180.000000
402091  0.0  0.750000  100  104.261930  0  0  0  0  180.000000
402092  0.0  0.750000  100  104.637517  0  0  0  0  180.000000
402093  0.0  0.750000  100  105.041181  0  0  0  0  180.000000
402094  0.0  0.750000  100  105.424924  0  0  0  0  180.000000
402095  0.0  0.750000  100  105.796547  0  0  0  0  180.000000
402096  0.0  0.750000  100  106.153681  0  0  0  0  180.000000
402097  0.0  0.750000  100  106.521028  0  0  0  0  180.000000
402098  0.0  0.750000  100  106.929810  0  0  0  0  180.000000
402099  0.0  0.750000  100  107.378894  0  0  0  0  180.000000
402100  0.0  0.710000  100  107.954179  0  0  0  0  180.000000
402101  0.0  0.710000  100  108.353370  0  0  0  0  180.000000
402102  0.0  0.710000  100  108.741640  0  0  0  0  180.000000
402103  0.0  0.710000  100  109.152608  0  0  0  0  180.000000
402104  0.0  0.710000  100  109.552963  0  0  0  0  180.000000
402105  0.0  0.710000  100  109.953219  0  0  0  0  180.000000
402106  0.0  0.710000  100  110.389320  0  0  0  0  180.000000
402107  0.0  0.710000  100  110.761081  0  0  0  0  180.000000
402108  0.0  0.710000  100  111.192293  0  0  0  0  180.000000
402109  0.0  0.710000  100  111.640806  0  0  0  0  180.000000
402110  0.0  0.710000  100  112.011562  0  0  0  0  180.000000
  403200       0.0       0.25   100      90.0    0    0    0    0    0
403001  0.0  1.083000  100  74.773405  0  0  0  0  -150.000000
403002  0.0  1.083000  100  75.047913  0  0  0  0  -150.000000
403003  0.0  1.083000  100  75.310187  0  0  0  0  -150.000000
403004  0.0  1.083000  100  75.576356  0  0  0  0  -150.000000
