        1      113.000      190.000
        2      130.000      231.000
        3      130.000      234.000
        4      139.000      250.000
        5      126.000      223.000
        6      142.000      232.000
        7      134.000      255.000
        8      123.000      203.000
        9      132.000      197.000
       10      112.000      229.000
       11      135.000      200.000
       12      156.000      241.000
       13      118.000      215.000
       14      138.000      231.000
       15      121.000      247.000
       16      129.000      225.000
       17      162.000      263.000
       18      136.000      229.000
       19      132.000      238.000
       20      139.000      259.000
       21      152.000      212.000
       22      129.000      271.000
       23      130.000      233.000
       24      144.000      260.000
       25      138.000      250.000
       26      134.000      223.000
       27      136.000      248.000
       28      144.000      262.000
       29      161.000      239.000
       30      149.000      253.000
       31      141.000      256.000
       32      164.000      261.000
       33      127.000      267.000
       34      151.000      218.000
       35      147.000      245.000
       36      129.000      243.000
       37      146.000      243.000
       38      146.000      252.000
       39      138.000      257.000
       40      131.000      251.000
       41      152.000      269.000
       42      129.000      268.000
       43      155.000      248.000
       44      142.000      281.000
       45      123.000      276.000
       46      152.000      262.000
       47      140.000      278.000
       48      140.000      214.000
       49      140.000      272.000
       50      153.000      232.000
       51      146.000      254.000
       52      157.000      256.000
       53      138.000      272.000
       54      145.000      246.000
       55      150.000      265.000
       56      152.000      232.000
       57      146.000      282.000
       58      156.000      284.000
       59      157.000      257.000
       60      134.000      282.000
       61      136.000      243.000
       62      155.000      270.000
       63      145.000      288.000
       64      152.000      286.000
       65      148.000      266.000
       66      140.000      251.000
       67      139.000      259.000
       68      148.000      290.000
       69      166.000      264.000
       70      138.000      291.000
       71      160.000      275.000
       72      161.000      250.000
       73      156.000      242.000
       74      168.000      265.000
       75      159.000      276.000
       76      166.000      248.000
       77      157.000      268.000
       78      159.000      270.000
       79      168.000      275.000
       80      178.000      265.000
       81      169.000      241.000
       82      164.000      248.000
       83      161.000      264.000
       84      157.000      304.000
       85      148.000      258.000
       86      144.000      273.000
       87      147.000      288.000
       88      155.000      267.000
       89      146.000      269.000
       90      141.000      333.000
       91      163.000      280.000
       92      159.000      285.000
       93      153.000      299.000
       94      148.000      272.000
       95      153.000      274.000
       96      159.000      278.000
       97      146.000      278.000
       98      158.000      287.000
       99      148.000      319.000
      100      164.000      285.000
      101      191.000      308.000
      102      158.000      324.000
      103      157.000      291.000
      104      159.000      312.000
      105      175.000      275.000
      106      175.000      297.000
      107      150.000      313.000
      108      183.000      274.000
      109      170.000      267.000
      110      188.000      313.000
      111      177.000      292.000
      112      188.000      268.000
      113      184.000      304.000
      114      177.000      284.000
      115      159.000      324.000
      116      173.000      282.000
      117      164.000      305.000
      118      185.000      312.000
      119      200.000      285.000
      120      179.000      298.000
      121      172.000      311.000
      122      177.000      295.000
      123      164.000      336.000
      124      185.000      287.000
      125      175.000      297.000
      126      174.000      296.000
      127      169.000      264.000
      128      158.000      308.000
      129      169.000      306.000
      130      167.000      297.000
      131      166.000      290.000
      132      192.000      295.000
      133      180.000      317.000
      134      191.000      319.000
      135      172.000      304.000
      136      193.000      320.000
      137      184.000      300.000
      138      169.000      348.000
      139      189.000      305.000
      140      175.000      305.000
      141      172.000      316.000
      142      188.000      323.000
      143      193.000      339.000
      144      188.000      333.000
      145      185.000      302.000
      146      217.000      322.000
      147      183.000      309.000
      148      187.000      316.000
      149      176.000      314.000
      150      187.000      341.000
      151      170.000      341.000
      152      197.000      320.000
      153      203.000      352.000
      154      185.000      316.000
      155      192.000      320.000
      156      219.000      344.000
      157      171.000      334.000
      158      193.000      345.000
      159      162.000      300.000
      160      196.000      325.000
      161      169.000      327.000
      162      186.000      371.000
      163      179.000      304.000
      164      212.000      323.000
      165      187.000      351.000
      166      226.000      339.000
      167      198.000      363.000
      168      186.000      352.000
      169      225.000      338.000
      170      212.000      353.000
      171      223.000      337.000
      172      184.000      324.000
      173      200.000      353.000
      174      217.000      338.000
      175      211.000      393.000
      176      211.000      350.000
      177      162.000      355.000
      178      207.000      340.000
      179      230.000      369.000
      180      231.000      361.000
      181      188.000      333.000
      182      185.000      367.000
      183      203.000      335.000
      184      190.000      372.000
      185      210.000      321.000
      186      203.000      366.000
      187      213.000      333.000
      188      213.000      366.000
      189      214.000      348.000
      190      250.000      351.000
      191      219.000      380.000
      192      212.000      355.000
      193      220.000      358.000
      194      209.000      360.000
      195      189.000      368.000
      196      221.000      384.000
      197      219.000      375.000
      198      224.000      362.000
      199      215.000      373.000
      200      217.000      355.000
      201      229.000      376.000
      202      227.000      358.000
      203      241.000      379.000
      204      228.000      363.000
      205      225.000      362.000
      206      222.000      390.000
      207      239.000      382.000
      208      202.000      363.000
      209      220.000      405.000
      210      215.000      391.000
      211      204.000      357.000
      212      186.000      387.000
      213      232.000      362.000
      214      201.000      398.000
      215      222.000      387.000
      216      234.000      361.000
      217      222.000      392.000
      218      213.000      354.000
      219      239.000      419.000
      220      228.000      388.000
      221      208.000      385.000
      222      213.000      393.000
      223      214.000      417.000
      224      274.000      403.000
      225      217.000      397.000
      226      227.000      402.000
      227      263.000      371.000
      228      205.000      418.000
      229      254.000      399.000
      230      231.000      405.000
      231      242.000      404.000
      232      236.000      389.000
      233      233.000      411.000
      234      253.000      394.000
      235      246.000      404.000
      236      222.000      403.000
      237      242.000      354.000
      238      228.000      391.000
      239      231.000      405.000
      240      236.000      384.000
      241      246.000      444.000
      242      227.000      397.000
      243      262.000      415.000
      244      256.000      395.000
      245      237.000      422.000
      246      260.000      430.000
      247      244.000      389.000
      248      229.000      417.000
      249      258.000      415.000
      250      259.000      430.000
      251      221.000      415.000
      252      242.000      437.000
