        1        3.000        1.000
        2        0.000        2.000
        3        3.000        5.000
        4        4.000        2.000
        5        5.000        5.000
        6        1.000        0.000
        7        3.000        0.000
        8        0.000        5.000
        9        2.000        4.000
       10        1.000        1.000
       11        4.000        5.000
       12        3.000        2.000
       13        2.000        0.000
       14        2.000        4.000
       15        6.000        0.000
       16        5.000        1.000
       17        5.000        4.000
       18        1.000        1.000
       19        3.000        4.000
       20        1.000        1.000
       21        2.000        4.000
       22        1.000        2.000
       23        5.000        1.000
       24        3.000        5.000
       25        4.000        0.000
       26        5.000        1.000
       27        4.000        1.000
       28        2.000        5.000
       29        2.000        0.000
       30        1.000        4.000
       31        2.000        3.000
       32        3.000        1.000
       33        1.000        3.000
       34        2.000        2.000
       35        3.000        0.000
       36        2.000        2.000
       37        4.000        2.000
       38        4.000        8.000
       39        9.000        3.000
       40        1.000        2.000
       41        2.000        2.000
       42        0.000        2.000
       43        1.000        1.000
       44        2.000        3.000
       45        1.000        1.000
       46        2.000        2.000
       47        1.000        2.000
       48        2.000        4.000
       49        2.000        4.000
       50        1.000        3.000
       51        2.000        4.000
       52        3.000        2.000
       53        1.000        2.000
       54        1.000        3.000
       55        2.000        3.000
       56        1.000        0.000
       57        3.000        2.000
       58        1.000        3.000
       59        4.000        1.000
       60        4.000        4.000
       61        3.000        1.000
       62        2.000        2.000
       63        2.000        3.000
       64        0.000        2.000
       65        4.000        3.000
       66        3.000        2.000
       67        0.000        2.000
       68        1.000        2.000
       69        1.000        3.000
       70        1.000        0.000
       71        3.000        4.000
       72        3.000        2.000
       73        0.000        3.000
       74        1.000        1.000
       75        0.000        3.000
       76        1.000        4.000
       77        0.000        2.000
       78        0.000        1.000
       79        2.000        4.000
       80        4.000        3.000
       81        3.000        1.000
       82        1.000        2.000
       83        0.000        4.000
       84        3.000        3.000
       85        1.000        1.000
       86        5.000        0.000
       87        1.000        2.000
       88        4.000        2.000
       89        5.000        1.000
       90        0.000        1.000
       91        2.000        0.000
       92        3.000        6.000
       93        2.000        4.000
       94        0.000        5.000
       95        0.000        0.000
       96        5.000        4.000
       97        1.000        0.000
       98        2.000        2.000
       99        4.000        1.000
      100        0.000        4.000
      101        2.000        4.000
      102        1.000        2.000
      103        1.000        1.000
      104        1.000        5.000
      105        5.000        2.000
      106        2.000        1.000
      107        2.000        2.000
      108        4.000        2.000
      109        3.000        2.000
      110        1.000        2.000
      111        4.000        0.000
      112        3.000        2.000
      113        1.000        2.000
      114        1.000        2.000
      115        0.000        2.000
      116        6.000        0.000
      117        2.000        4.000
      118        3.000        3.000
      119        2.000        0.000
      120        2.000        1.000
      121        1.000        2.000
      122        0.000        1.000
      123        2.000        4.000
      124        2.000        3.000
      125        1.000        2.000
      126        1.000        1.000
      127        4.000        1.000
      128        1.000        1.000
      129        3.000        2.000
      130        3.000        3.000
      131        1.000        7.000
      132        0.000        3.000
      133        2.000        1.000
      134        0.000        2.000
      135        2.000        1.000
      136        4.000        3.000
      137        5.000        2.000
      138        0.000        3.000
      139        0.000        0.000
      140        0.000        1.000
      141        2.000        1.000
      142        0.000        0.000
      143        4.000        1.000
      144        2.000        1.000
      145        0.000        4.000
      146        5.000        4.000
