Number of detectors, Number of user table parameters/detector                   
6284 6
Det# 	Delta	L2	Code 2theta  dcode eff_fac effc  res      dtime   phi            
507204  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
507205  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
507206  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
507207  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
508200  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
508001  -1.00   1.3832  900  103.946  2.0  1.25000  1.0  0.00550  3.00   29.700
508002  -1.00   1.3755  900  103.733  2.0  1.25000  1.0  0.00550  3.00   29.700
508003  -1.00   1.3832  900  103.508  2.0  1.25000  1.0  0.00550  3.00   29.700
508004  -1.00   1.3755  900  103.320  2.0  1.25000  1.0  0.00550  3.00   29.700
508005  -1.00   1.3832  900  103.093  2.0  1.25000  1.0  0.00550  3.00   29.700
508006  -1.00   1.3755  900  102.897  2.0  1.25000  1.0  0.00550  3.00   29.700
508007  -1.00   1.3832  900  102.679  2.0  1.25000  1.0  0.00550  3.00   29.700
508008  -1.00   1.3755  900  102.481  2.0  1.25000  1.0  0.00550  3.00   29.700
508009  -1.00   1.3832  900  102.259  2.0  1.25000  1.0  0.00550  3.00   29.700
508010  -1.00   1.3755  900  102.067  2.0  1.25000  1.0  0.00550  3.00   29.700
508011  -1.00   1.3832  900  101.841  2.0  1.25000  1.0  0.00550  3.00   29.700
508012  -1.00   1.3755  900  101.640  2.0  1.25000  1.0  0.00550  3.00   29.700
508013  -1.00   1.3832  900  101.418  2.0  1.25000  1.0  0.00550  3.00   29.700
508014  -1.00   1.3755  900  101.219  2.0  1.25000  1.0  0.00550  3.00   29.700
508015  -1.00   1.3832  900  100.998  2.0  1.25000  1.0  0.00550  3.00   29.700
508016  -1.00   1.3755  900  100.782  2.0  1.25000  1.0  0.00550  3.00   29.700
508017  -1.00   1.3832  900  100.575  2.0  1.25000  1.0  0.00550  3.00   29.700
508018  -1.00   1.3755  900  100.604  2.0  1.25000  1.0  0.00550  3.00   29.700
508019  -1.00   1.3832  900  100.161  2.0  1.25000  1.0  0.00550  3.00   29.700
508020  -1.00   1.3755  900   99.980  2.0  1.25000  1.0  0.00550  3.00   29.700
508021  -1.00   1.3832  900   99.754  2.0  1.25000  1.0  0.00550  3.00   29.700
508022  -1.00   1.3755  900   99.553  2.0  1.25000  1.0  0.00550  3.00   29.700
508023  -1.00   1.3832  900   99.327  2.0  1.25000  1.0  0.00550  3.00   29.700
508024  -1.00   1.3755  900   99.141  2.0  1.25000  1.0  0.00550  3.00   29.700
508025  -1.00   1.3832  900   98.922  2.0  1.25000  1.0  0.00550  3.00   29.700
508026  -1.00   1.3755  900   98.716  2.0  1.25000  1.0  0.00550  3.00   29.700
508027  -1.00   1.3832  900   98.501  2.0  1.25000  1.0  0.00550  3.00   29.700
508028  -1.00   1.3755  900   98.308  2.0  1.25000  1.0  0.00550  3.00   29.700
508029  -1.00   1.3832  900   98.077  2.0  1.25000  1.0  0.00550  3.00   29.700
508030  -1.00   1.3755  900   97.888  2.0  1.25000  1.0  0.00550  3.00   29.700
508031  -1.00   1.3832  900   97.662  2.0  1.25000  1.0  0.00550  3.00   29.700
508032  -1.00   1.3755  900   97.767  2.0  1.25000  1.0  0.00550  3.00   29.700
508033  -1.00   1.3832  900   97.247  2.0  1.25000  1.0  0.00550  3.00   29.700
508034  -1.00   1.3755  900   97.061  2.0  1.25000  1.0  0.00550  3.00   29.700
508035  -1.00   1.3832  900   96.834  2.0  1.25000  1.0  0.00550  3.00   29.700
508036  -1.00   1.3755  900   96.635  2.0  1.25000  1.0  0.00550  3.00   29.700
508037  -1.00   1.3832  900   96.414  2.0  1.25000  1.0  0.00550  3.00   29.700
508038  -1.00   1.3755  900   96.229  2.0  1.25000  1.0  0.00550  3.00   29.700
508039  -1.00   1.3832  900   96.001  2.0  1.25000  1.0  0.00550  3.00   29.700
508040  -1.00   1.3755  900   95.807  2.0  1.25000  1.0  0.00550  3.00   29.700
508041  -1.00   1.3832  900   95.578  2.0  1.25000  1.0  0.00550  3.00   29.700
508042  -1.00   1.3755  900   95.386  2.0  1.25000  1.0  0.00550  3.00   29.700
508043  -1.00   1.3832  900   95.168  2.0  1.25000  1.0  0.00550  3.00   29.700
508044  -1.00   1.3755  900   94.972  2.0  1.25000  1.0  0.00550  3.00   29.700
508045  -1.00   1.3832  900   94.754  2.0  1.25000  1.0  0.00550  3.00   29.700
508046  -1.00   1.3755  900   94.558  2.0  1.25000  1.0  0.00550  3.00   29.700
508047  -1.00   1.3832  900   94.337  2.0  1.25000  1.0  0.00550  3.00   29.700
508048  -1.00   1.3755  900  100.212  2.0  1.25000  1.0  0.00550  3.00   29.700
508049  -1.00   1.3832  900   93.915  2.0  1.25000  1.0  0.00550  3.00   29.700
508050  -1.00   1.3755  900   94.326  2.0  1.25000  1.0  0.00550  3.00   29.700
508051  -1.00   1.3832  900   93.508  2.0  1.25000  1.0  0.00550  3.00   29.700
508052  -1.00   1.3755  900   93.312  2.0  1.25000  1.0  0.00550  3.00   29.700
508053  -1.00   1.3832  900   93.082  2.0  1.25000  1.0  0.00550  3.00   29.700
508054  -1.00   1.3755  900   92.882  2.0  1.25000  1.0  0.00550  3.00   29.700
508055  -1.00   1.3832  900   92.658  2.0  1.25000  1.0  0.00550  3.00   29.700
508056  -1.00   1.3755  900   92.468  2.0  1.25000  1.0  0.00550  3.00   29.700
508057  -1.00   1.3832  900   92.250  2.0  1.25000  1.0  0.00550  3.00   29.700
508058  -1.00   1.3755  900   92.062  2.0  1.25000  1.0  0.00550  3.00   29.700
508059  -1.00   1.3832  900   91.838  2.0  1.25000  1.0  0.00550  3.00   29.700
508060  -1.00   1.3755  900   91.637  2.0  1.25000  1.0  0.00550  3.00   29.700
508061  -1.00   1.3832  900   91.420  2.0  1.25000  1.0  0.00550  3.00   29.700
508062  -1.00   1.3755  900   91.219  2.0  1.25000  1.0  0.00550  3.00   29.700
508063  -1.00   1.3832  900   90.997  2.0  1.25000  1.0  0.00550  3.00   29.700
508064  -1.00   1.3755  900   88.496  2.0  1.25000  1.0  0.00550  3.00   29.700
508065  -1.00   1.3832  900   90.586  2.0  1.25000  1.0  0.00550  3.00   29.700
508066  -1.00   1.3755  900   90.395  2.0  1.25000  1.0  0.00550  3.00   29.700
508067  -1.00   1.3832  900   90.166  2.0  1.25000  1.0  0.00550  3.00   29.700
508068  -1.00   1.3755  900   89.960  2.0  1.25000  1.0  0.00550  3.00   29.700
508069  -1.00   1.3832  900   89.749  2.0  1.25000  1.0  0.00550  3.00   29.700
508070  -1.00   1.3755  900   89.566  2.0  1.25000  1.0  0.00550  3.00   29.700
508071  -1.00   1.3832  900   89.341  2.0  1.25000  1.0  0.00550  3.00   29.700
508072  -1.00   1.3755  900   89.147  2.0  1.25000  1.0  0.00550  3.00   29.700
508073  -1.00   1.3832  900   88.929  2.0  1.25000  1.0  0.00550  3.00   29.700
508074  -1.00   1.3755  900   88.729  2.0  1.25000  1.0  0.00550  3.00   29.700
508075  -1.00   1.3832  900   88.508  2.0  1.25000  1.0  0.00550  3.00   29.700
508076  -1.00   1.3755  900   88.313  2.0  1.25000  1.0  0.00550  3.00   29.700
508077  -1.00   1.3832  900   88.090  2.0  1.25000  1.0  0.00550  3.00   29.700
508078  -1.00   1.3755  900   87.905  2.0  1.25000  1.0  0.00550  3.00   29.700
508079  -1.00   1.3832  900   87.674  2.0  1.25000  1.0  0.00550  3.00   29.700
508080  -1.00   1.3755  900   87.480  2.0  1.25000  1.0  0.00550  3.00   29.700
508081  -1.00   1.3832  900   87.257  2.0  1.25000  1.0  0.00550  3.00   29.700
508082  -1.00   1.3755  900   87.424  2.0  1.25000  1.0  0.00550  3.00   29.700
508083  -1.00   1.3832  900   86.835  2.0  1.25000  1.0  0.00550  3.00   29.700
508084  -1.00   1.3755  900   86.645  2.0  1.25000  1.0  0.00550  3.00   29.700
508085  -1.00   1.3832  900   86.425  2.0  1.25000  1.0  0.00550  3.00   29.700
508086  -1.00   1.3755  900   86.234  2.0  1.25000  1.0  0.00550  3.00   29.700
508087  -1.00   1.3832  900   86.010  2.0  1.25000  1.0  0.00550  3.00   29.700
508088  -1.00   1.3755  900   85.819  2.0  1.25000  1.0  0.00550  3.00   29.700
508089  -1.00   1.3832  900   85.593  2.0  1.25000  1.0  0.00550  3.00   29.700
508090  -1.00   1.3755  900   85.403  2.0  1.25000  1.0  0.00550  3.00   29.700
508091  -1.00   1.3832  900   85.184  2.0  1.25000  1.0  0.00550  3.00   29.700
508092  -1.00   1.3755  900   84.995  2.0  1.25000  1.0  0.00550  3.00   29.700
508093  -1.00   1.3832  900   84.766  2.0  1.25000  1.0  0.00550  3.00   29.700
508094  -1.00   1.3755  900   84.566  2.0  1.25000  1.0  0.00550  3.00   29.700
508095  -1.00   1.3832  900   84.351  2.0  1.25000  1.0  0.00550  3.00   29.700
508096  -1.00   1.3755  900   84.815  2.0  1.25000  1.0  0.00550  3.00   29.700
508097  -1.00   1.3832  900   83.937  2.0  1.25000  1.0  0.00550  3.00   29.700
508098  -1.00   1.3755  900   83.736  2.0  1.25000  1.0  0.00550  3.00   29.700
508099  -1.00   1.3832  900   83.519  2.0  1.25000  1.0  0.00550  3.00   29.700
508100  -1.00   1.3755  900   83.329  2.0  1.25000  1.0  0.00550  3.00   29.700
508101  -1.00   1.3832  900   83.102  2.0  1.25000  1.0  0.00550  3.00   29.700
508102  -1.00   1.3755  900   82.905  2.0  1.25000  1.0  0.00550  3.00   29.700
508103  -1.00   1.3832  900   82.686  2.0  1.25000  1.0  0.00550  3.00   29.700
508104  -1.00   1.3755  900   82.493  2.0  1.25000  1.0  0.00550  3.00   29.700
508105  -1.00   1.3832  900   82.275  2.0  1.25000  1.0  0.00550  3.00   29.700
508106  -1.00   1.3755  900   82.071  2.0  1.25000  1.0  0.00550  3.00   29.700
508107  -1.00   1.3832  900   81.853  2.0  1.25000  1.0  0.00550  3.00   29.700
508108  -1.00   1.3755  900   81.668  2.0  1.25000  1.0  0.00550  3.00   29.700
508109  -1.00   1.3832  900   81.447  2.0  1.25000  1.0  0.00550  3.00   29.700
508110  -1.00   1.3755  900   81.244  2.0  1.25000  1.0  0.00550  3.00   29.700
508111  -1.00   1.3832  900   81.031  2.0  1.25000  1.0  0.00550  3.00   29.700
508112  -1.00   1.3755  900   83.009  2.0  1.25000  1.0  0.00550  3.00   29.700
508113  -1.00   1.3832  900   80.616  2.0  1.25000  1.0  0.00550  3.00   29.700
508114  -1.00   1.3755  900   81.117  2.0  1.25000  1.0  0.00550  3.00   29.700
508115  -1.00   1.3832  900   80.201  2.0  1.25000  1.0  0.00550  3.00   29.700
508116  -1.00   1.3755  900   80.003  2.0  1.25000  1.0  0.00550  3.00   29.700
508117  -1.00   1.3832  900   79.779  2.0  1.25000  1.0  0.00550  3.00   29.700
508118  -1.00   1.3755  900   79.583  2.0  1.25000  1.0  0.00550  3.00   29.700
508119  -1.00   1.3832  900   79.516  2.0  1.25000  1.0  0.00550  3.00   29.700
508120  -1.00   1.3755  900   79.169  2.0  1.25000  1.0  0.00550  3.00   29.700
508201  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
508202  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
508203  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
508204  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
508205  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
508206  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
508207  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
509200  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
509001  -1.00   1.3832  900  103.958  2.0  1.25000  1.0  0.00550  3.00   39.600
509002  -1.00   1.3755  900  103.806  2.0  1.25000  1.0  0.00550  3.00   39.600
509003  -1.00   1.3832  900  103.523  2.0  1.25000  1.0  0.00550  3.00   39.600
509004  -1.00   1.3755  900  103.317  2.0  1.25000  1.0  0.00550  3.00   39.600
509005  -1.00   1.3832  900  103.105  2.0  1.25000  1.0  0.00550  3.00   39.600
509006  -1.00   1.3755  900  102.905  2.0  1.25000  1.0  0.00550  3.00   39.600
509007  -1.00   1.3832  900  102.687  2.0  1.25000  1.0  0.00550  3.00   39.600
509008  -1.00   1.3755  900  102.491  2.0  1.25000  1.0  0.00550  3.00   39.600
509009  -1.00   1.3832  900  102.277  2.0  1.25000  1.0  0.00550  3.00   39.600
509010  -1.00   1.3755  900  102.074  2.0  1.25000  1.0  0.00550  3.00   39.600
509011  -1.00   1.3832  900  101.863  2.0  1.25000  1.0  0.00550  3.00   39.600
509012  -1.00   1.3755  900  101.657  2.0  1.25000  1.0  0.00550  3.00   39.600
509013  -1.00   1.3832  900  101.443  2.0  1.25000  1.0  0.00550  3.00   39.600
509014  -1.00   1.3755  900  101.240  2.0  1.25000  1.0  0.00550  3.00   39.600
509015  -1.00   1.3832  900  101.039  2.0  1.25000  1.0  0.00550  3.00   39.600
509016  -1.00   1.3755  900  100.884  2.0  1.25000  1.0  0.00550  3.00   39.600
509017  -1.00   1.3832  900  100.617  2.0  1.25000  1.0  0.00550  3.00   39.600
509018  -1.00   1.3755  900  100.472  2.0  1.25000  1.0  0.00550  3.00   39.600
509019  -1.00   1.3832  900  100.196  2.0  1.25000  1.0  0.00550  3.00   39.600
509020  -1.00   1.3755  900  100.038  2.0  1.25000  1.0  0.00550  3.00   39.600
509021  -1.00   1.3832  900   99.772  2.0  1.25000  1.0  0.00550  3.00   39.600
509022  -1.00   1.3755  900   99.631  2.0  1.25000  1.0  0.00550  3.00   39.600
509023  -1.00   1.3832  900   99.367  2.0  1.25000  1.0  0.00550  3.00   39.600
509024  -1.00   1.3755  900   99.205  2.0  1.25000  1.0  0.00550  3.00   39.600
509025  -1.00   1.3832  900   98.855  2.0  1.25000  1.0  0.00550  3.00   39.600
509026  -1.00   1.3755  900   98.879  2.0  1.25000  1.0  0.00550  3.00   39.600
509027  -1.00   1.3832  900   98.529  2.0  1.25000  1.0  0.00550  3.00   39.600
509028  -1.00   1.3755  900   98.376  2.0  1.25000  1.0  0.00550  3.00   39.600
509029  -1.00   1.3832  900   98.113  2.0  1.25000  1.0  0.00550  3.00   39.600
509030  -1.00   1.3755  900   97.963  2.0  1.25000  1.0  0.00550  3.00   39.600
509031  -1.00   1.3832  900   97.694  2.0  1.25000  1.0  0.00550  3.00   39.600
509032  -1.00   1.3755  900   97.557  2.0  1.25000  1.0  0.00550  3.00   39.600
509033  -1.00   1.3832  900   97.287  2.0  1.25000  1.0  0.00550  3.00   39.600
509034  -1.00   1.3755  900   97.131  2.0  1.25000  1.0  0.00550  3.00   39.600
509035  -1.00   1.3832  900   96.861  2.0  1.25000  1.0  0.00550  3.00   39.600
509036  -1.00   1.3755  900   96.715  2.0  1.25000  1.0  0.00550  3.00   39.600
509037  -1.00   1.3832  900   96.441  2.0  1.25000  1.0  0.00550  3.00   39.600
509038  -1.00   1.3755  900   96.167  2.0  1.25000  1.0  0.00550  3.00   39.600
509039  -1.00   1.3832  900   96.157  2.0  1.25000  1.0  0.00550  3.00   39.600
509040  -1.00   1.3755  900   95.880  2.0  1.25000  1.0  0.00550  3.00   39.600
509041  -1.00   1.3832  900   95.620  2.0  1.25000  1.0  0.00550  3.00   39.600
509042  -1.00   1.3755  900   95.466  2.0  1.25000  1.0  0.00550  3.00   39.600
509043  -1.00   1.3832  900   95.199  2.0  1.25000  1.0  0.00550  3.00   39.600
509044  -1.00   1.3755  900   95.040  2.0  1.25000  1.0  0.00550  3.00   39.600
509045  -1.00   1.3832  900   94.783  2.0  1.25000  1.0  0.00550  3.00   39.600
509046  -1.00   1.3755  900   94.625  2.0  1.25000  1.0  0.00550  3.00   39.600
509047  -1.00   1.3832  900   94.362  2.0  1.25000  1.0  0.00550  3.00   39.600
509048  -1.00   1.3755  900   94.199  2.0  1.25000  1.0  0.00550  3.00   39.600
509049  -1.00   1.3832  900   93.943  2.0  1.25000  1.0  0.00550  3.00   39.600
509050  -1.00   1.3755  900   93.681  2.0  1.25000  1.0  0.00550  3.00   39.600
509051  -1.00   1.3832  900   93.660  2.0  1.25000  1.0  0.00550  3.00   39.600
509052  -1.00   1.3755  900   93.385  2.0  1.25000  1.0  0.00550  3.00   39.600
509053  -1.00   1.3832  900   93.124  2.0  1.25000  1.0  0.00550  3.00   39.600
509054  -1.00   1.3755  900   92.968  2.0  1.25000  1.0  0.00550  3.00   39.600
509055  -1.00   1.3832  900   92.709  2.0  1.25000  1.0  0.00550  3.00   39.600
509056  -1.00   1.3755  900   92.550  2.0  1.25000  1.0  0.00550  3.00   39.600
509057  -1.00   1.3832  900   92.277  2.0  1.25000  1.0  0.00550  3.00   39.600
509058  -1.00   1.3755  900   92.117  2.0  1.25000  1.0  0.00550  3.00   39.600
509059  -1.00   1.3832  900   91.855  2.0  1.25000  1.0  0.00550  3.00   39.600
509060  -1.00   1.3755  900   91.702  2.0  1.25000  1.0  0.00550  3.00   39.600
509061  -1.00   1.3832  900   91.372  2.0  1.25000  1.0  0.00550  3.00   39.600
509062  -1.00   1.3755  900   91.377  2.0  1.25000  1.0  0.00550  3.00   39.600
509063  -1.00   1.3832  900   91.039  2.0  1.25000  1.0  0.00550  3.00   39.600
509064  -1.00   1.3755  900   90.887  2.0  1.25000  1.0  0.00550  3.00   39.600
509065  -1.00   1.3832  900   90.621  2.0  1.25000  1.0  0.00550  3.00   39.600
509066  -1.00   1.3755  900   90.463  2.0  1.25000  1.0  0.00550  3.00   39.600
509067  -1.00   1.3832  900   90.194  2.0  1.25000  1.0  0.00550  3.00   39.600
509068  -1.00   1.3755  900   90.039  2.0  1.25000  1.0  0.00550  3.00   39.600
509069  -1.00   1.3832  900   89.782  2.0  1.25000  1.0  0.00550  3.00   39.600
509070  -1.00   1.3755  900   89.626  2.0  1.25000  1.0  0.00550  3.00   39.600
509071  -1.00   1.3832  900   89.290  2.0  1.25000  1.0  0.00550  3.00   39.600
509072  -1.00   1.3755  900   89.290  2.0  1.25000  1.0  0.00550  3.00   39.600
509073  -1.00   1.3832  900   88.954  2.0  1.25000  1.0  0.00550  3.00   39.600
509074  -1.00   1.3755  900   88.794  2.0  1.25000  1.0  0.00550  3.00   39.600
509075  -1.00   1.3832  900   88.558  2.0  1.25000  1.0  0.00550  3.00   39.600
509076  -1.00   1.3755  900   88.393  2.0  1.25000  1.0  0.00550  3.00   39.600
509077  -1.00   1.3832  900   88.140  2.0  1.25000  1.0  0.00550  3.00   39.600
509078  -1.00   1.3755  900   87.975  2.0  1.25000  1.0  0.00550  3.00   39.600
509079  -1.00   1.3832  900   87.716  2.0  1.25000  1.0  0.00550  3.00   39.600
509080  -1.00   1.3755  900   87.434  2.0  1.25000  1.0  0.00550  3.00   39.600
509081  -1.00   1.3832  900   87.424  2.0  1.25000  1.0  0.00550  3.00   39.600
509082  -1.00   1.3755  900   87.132  2.0  1.25000  1.0  0.00550  3.00   39.600
509083  -1.00   1.3832  900   86.871  2.0  1.25000  1.0  0.00550  3.00   39.600
509084  -1.00   1.3755  900   86.717  2.0  1.25000  1.0  0.00550  3.00   39.600
509085  -1.00   1.3832  900   86.477  2.0  1.25000  1.0  0.00550  3.00   39.600
509086  -1.00   1.3755  900   86.306  2.0  1.25000  1.0  0.00550  3.00   39.600
509087  -1.00   1.3832  900   86.056  2.0  1.25000  1.0  0.00550  3.00   39.600
509088  -1.00   1.3755  900   85.773  2.0  1.25000  1.0  0.00550  3.00   39.600
509089  -1.00   1.3832  900   85.756  2.0  1.25000  1.0  0.00550  3.00   39.600
509090  -1.00   1.3755  900   85.477  2.0  1.25000  1.0  0.00550  3.00   39.600
509091  -1.00   1.3832  900   85.223  2.0  1.25000  1.0  0.00550  3.00   39.600
509092  -1.00   1.3755  900   85.065  2.0  1.25000  1.0  0.00550  3.00   39.600
509093  -1.00   1.3832  900   84.817  2.0  1.25000  1.0  0.00550  3.00   39.600
509094  -1.00   1.3755  900   84.653  2.0  1.25000  1.0  0.00550  3.00   39.600
509095  -1.00   1.3832  900   84.310  2.0  1.25000  1.0  0.00550  3.00   39.600
509096  -1.00   1.3755  900   84.319  2.0  1.25000  1.0  0.00550  3.00   39.600
509097  -1.00   1.3832  900   83.977  2.0  1.25000  1.0  0.00550  3.00   39.600
509098  -1.00   1.3755  900   83.823  2.0  1.25000  1.0  0.00550  3.00   39.600
509099  -1.00   1.3832  900   83.571  2.0  1.25000  1.0  0.00550  3.00   39.600
509100  -1.00   1.3755  900   83.402  2.0  1.25000  1.0  0.00550  3.00   39.600
509101  -1.00   1.3832  900   83.068  2.0  1.25000  1.0  0.00550  3.00   39.600
509102  -1.00   1.3755  900   83.062  2.0  1.25000  1.0  0.00550  3.00   39.600
509103  -1.00   1.3832  900   82.727  2.0  1.25000  1.0  0.00550  3.00   39.600
509104  -1.00   1.3755  900   82.552  2.0  1.25000  1.0  0.00550  3.00   39.600
509105  -1.00   1.3832  900   82.309  2.0  1.25000  1.0  0.00550  3.00   39.600
509106  -1.00   1.3755  900   82.032  2.0  1.25000  1.0  0.00550  3.00   39.600
509107  -1.00   1.3832  900   82.027  2.0  1.25000  1.0  0.00550  3.00   39.600
509108  -1.00   1.3755  900   81.740  2.0  1.25000  1.0  0.00550  3.00   39.600
509109  -1.00   1.3832  900   81.495  2.0  1.25000  1.0  0.00550  3.00   39.600
509110  -1.00   1.3755  900   81.321  2.0  1.25000  1.0  0.00550  3.00   39.600
509111  -1.00   1.3832  900   81.078  2.0  1.25000  1.0  0.00550  3.00   39.600
509112  -1.00   1.3755  900   80.583  2.0  1.25000  1.0  0.00550  3.00   39.600
509113  -1.00   1.3832  900   80.375  2.0  1.25000  1.0  0.00550  3.00   39.600
509114  -1.00   1.3755  900   80.174  2.0  1.25000  1.0  0.00550  3.00   39.600
509115  -1.00   1.3832  900   80.584  2.0  1.25000  1.0  0.00550  3.00   39.600
509116  -1.00   1.3755  900   80.379  2.0  1.25000  1.0  0.00550  3.00   39.600
509117  -1.00   1.3832  900   80.163  2.0  1.25000  1.0  0.00550  3.00   39.600
509118  -1.00   1.3755  900   79.680  2.0  1.25000  1.0  0.00550  3.00   39.600
509119  -1.00   1.3832  900   79.421  2.0  1.25000  1.0  0.00550  3.00   39.600
509120  -1.00   1.3755  900   79.253  2.0  1.25000  1.0  0.00550  3.00   39.600
509201  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
509202  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
509203  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
509204  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
509205  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
509206  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
509207  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
511200  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
511001  -1.00   1.3832  900  104.153  2.0  1.25000  1.0  0.00550  3.00   39.600
511002  -1.00   1.3755  900  103.931  2.0  1.25000  1.0  0.00550  3.00   39.600
511003  -1.00   1.3832  900  103.708  2.0  1.25000  1.0  0.00550  3.00   39.600
511004  -1.00   1.3755  900  103.504  2.0  1.25000  1.0  0.00550  3.00   39.600
511005  -1.00   1.3832  900  103.224  2.0  1.25000  1.0  0.00550  3.00   39.600
511006  -1.00   1.3755  900  103.097  2.0  1.25000  1.0  0.00550  3.00   39.600
511007  -1.00   1.3832  900  102.869  2.0  1.25000  1.0  0.00550  3.00   39.600
511008  -1.00   1.3755  900  102.677  2.0  1.25000  1.0  0.00550  3.00   39.600
511009  -1.00   1.3832  900  102.451  2.0  1.25000  1.0  0.00550  3.00   39.600
511010  -1.00   1.3755  900  102.257  2.0  1.25000  1.0  0.00550  3.00   39.600
511011  -1.00   1.3832  900  102.032  2.0  1.25000  1.0  0.00550  3.00   39.600
511012  -1.00   1.3755  900  101.840  2.0  1.25000  1.0  0.00550  3.00   39.600
511013  -1.00   1.3832  900  101.616  2.0  1.25000  1.0  0.00550  3.00   39.600
511014  -1.00   1.3755  900  101.406  2.0  1.25000  1.0  0.00550  3.00   39.600
511015  -1.00   1.3832  900  101.198  2.0  1.25000  1.0  0.00550  3.00   39.600
511016  -1.00   1.3755  900  101.004  2.0  1.25000  1.0  0.00550  3.00   39.600
511017  -1.00   1.3832  900  100.788  2.0  1.25000  1.0  0.00550  3.00   39.600
511018  -1.00   1.3755  900  100.604  2.0  1.25000  1.0  0.00550  3.00   39.600
511019  -1.00   1.3832  900  100.377  2.0  1.25000  1.0  0.00550  3.00   39.600
511020  -1.00   1.3755  900  100.186  2.0  1.25000  1.0  0.00550  3.00   39.600
511021  -1.00   1.3832  900   99.956  2.0  1.25000  1.0  0.00550  3.00   39.600
511022  -1.00   1.3755  900   99.760  2.0  1.25000  1.0  0.00550  3.00   39.600
511023  -1.00   1.3832  900   99.537  2.0  1.25000  1.0  0.00550  3.00   39.600
511024  -1.00   1.3755  900   99.349  2.0  1.25000  1.0  0.00550  3.00   39.600
511025  -1.00   1.3832  900   99.121  2.0  1.25000  1.0  0.00550  3.00   39.600
511026  -1.00   1.3755  900   98.941  2.0  1.25000  1.0  0.00550  3.00   39.600
511027  -1.00   1.3832  900   98.712  2.0  1.25000  1.0  0.00550  3.00   39.600
511028  -1.00   1.3755  900   98.495  2.0  1.25000  1.0  0.00550  3.00   39.600
511029  -1.00   1.3832  900   98.290  2.0  1.25000  1.0  0.00550  3.00   39.600
511030  -1.00   1.3755  900   98.094  2.0  1.25000  1.0  0.00550  3.00   39.600
511031  -1.00   1.3832  900   97.881  2.0  1.25000  1.0  0.00550  3.00   39.600
511032  -1.00   1.3755  900   97.697  2.0  1.25000  1.0  0.00550  3.00   39.600
511033  -1.00   1.3832  900   97.466  2.0  1.25000  1.0  0.00550  3.00   39.600
511034  -1.00   1.3755  900   97.281  2.0  1.25000  1.0  0.00550  3.00   39.600
511035  -1.00   1.3832  900   97.047  2.0  1.25000  1.0  0.00550  3.00   39.600
511036  -1.00   1.3755  900   96.848  2.0  1.25000  1.0  0.00550  3.00   39.600
511037  -1.00   1.3832  900   96.632  2.0  1.25000  1.0  0.00550  3.00   39.600
511038  -1.00   1.3755  900   96.441  2.0  1.25000  1.0  0.00550  3.00   39.600
511039  -1.00   1.3832  900   96.218  2.0  1.25000  1.0  0.00550  3.00   39.600
511040  -1.00   1.3755  900   96.022  2.0  1.25000  1.0  0.00550  3.00   39.600
511041  -1.00   1.3832  900   95.791  2.0  1.25000  1.0  0.00550  3.00   39.600
511042  -1.00   1.3755  900   95.619  2.0  1.25000  1.0  0.00550  3.00   39.600
511043  -1.00   1.3832  900   95.392  2.0  1.25000  1.0  0.00550  3.00   39.600
511044  -1.00   1.3755  900   95.109  2.0  1.25000  1.0  0.00550  3.00   39.600
511045  -1.00   1.3832  900   94.975  2.0  1.25000  1.0  0.00550  3.00   39.600
511046  -1.00   1.3755  900   94.787  2.0  1.25000  1.0  0.00550  3.00   39.600
511047  -1.00   1.3832  900   94.567  2.0  1.25000  1.0  0.00550  3.00   39.600
511048  -1.00   1.3755  900   94.371  2.0  1.25000  1.0  0.00550  3.00   39.600
