Number of detectors, Number of user table parameters/detector                   
6280 6
Det# Delta      L2      Code 2theta  dcode eff_fac effc  res      dtime  phi    
515088  -1.00   1.3755  900   85.985  2.0  1.25000  1.0  0.00550  3.00  180.000
515089  -1.00   1.3832  900   85.767  2.0  1.25000  1.0  0.00550  3.00  180.000
515090  -1.00   1.3755  900   85.575  2.0  1.25000  1.0  0.00550  3.00  180.000
515091  -1.00   1.3832  900   85.356  2.0  1.25000  1.0  0.00550  3.00  180.000
515092  -1.00   1.3755  900   85.164  2.0  1.25000  1.0  0.00550  3.00  180.000
515093  -1.00   1.3832  900   84.855  2.0  1.25000  1.0  0.00550  3.00  180.000
515094  -1.00   1.3755  900   84.658  2.0  1.25000  1.0  0.00550  3.00  180.000
515095  -1.00   1.3832  900   84.442  2.0  1.25000  1.0  0.00550  3.00  180.000
515096  -1.00   1.3755  900   84.239  2.0  1.25000  1.0  0.00550  3.00  180.000
515097  -1.00   1.3832  900   84.021  2.0  1.25000  1.0  0.00550  3.00  180.000
515098  -1.00   1.3755  900   83.830  2.0  1.25000  1.0  0.00550  3.00  180.000
515099  -1.00   1.3832  900   83.614  2.0  1.25000  1.0  0.00550  3.00  180.000
515100  -1.00   1.3755  900   83.513  2.0  1.25000  1.0  0.00550  3.00  180.000
515101  -1.00   1.3832  900   83.290  2.0  1.25000  1.0  0.00550  3.00  180.000
515102  -1.00   1.3755  900   83.090  2.0  1.25000  1.0  0.00550  3.00  180.000
515103  -1.00   1.3832  900   82.877  2.0  1.25000  1.0  0.00550  3.00  180.000
515104  -1.00   1.3755  900   82.684  2.0  1.25000  1.0  0.00550  3.00  180.000
515105  -1.00   1.3832  900   82.457  2.0  1.25000  1.0  0.00550  3.00  180.000
515106  -1.00   1.3755  900   82.259  2.0  1.25000  1.0  0.00550  3.00  180.000
515107  -1.00   1.3832  900   82.045  2.0  1.25000  1.0  0.00550  3.00  180.000
515108  -1.00   1.3755  900   81.851  2.0  1.25000  1.0  0.00550  3.00  180.000
515109  -1.00   1.3832  900   81.630  2.0  1.25000  1.0  0.00550  3.00  180.000
515110  -1.00   1.3755  900   81.431  2.0  1.25000  1.0  0.00550  3.00  180.000
515111  -1.00   1.3832  900   81.215  2.0  1.25000  1.0  0.00550  3.00  180.000
515112  -1.00   1.3755  900   81.016  2.0  1.25000  1.0  0.00550  3.00  180.000
515113  -1.00   1.3832  900   80.801  2.0  1.25000  1.0  0.00550  3.00  180.000
515114  -1.00   1.3755  900   80.606  2.0  1.25000  1.0  0.00550  3.00  180.000
515115  -1.00   1.3832  900   80.380  2.0  1.25000  1.0  0.00550  3.00  180.000
515116  -1.00   1.3755  900   80.188  2.0  1.25000  1.0  0.00550  3.00  180.000
515117  -1.00   1.3832  900   79.975  2.0  1.25000  1.0  0.00550  3.00  180.000
515118  -1.00   1.3755  900   79.785  2.0  1.25000  1.0  0.00550  3.00  180.000
515119  -1.00   1.3832  900   79.565  2.0  1.25000  1.0  0.00550  3.00  180.000
515120  -1.00   1.3755  900   79.368  2.0  1.25000  1.0  0.00550  3.00  180.000
515201  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
515202  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
515203  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
515204  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
515205  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
515206  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
515207  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
516200  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
516001  -1.00   1.3832  900  104.022  2.0  1.25000  1.0  0.00550  3.00  189.900
516002  -1.00   1.3755  900  103.810  2.0  1.25000  1.0  0.00550  3.00  189.900
516003  -1.00   1.3832  900  103.578  2.0  1.25000  1.0  0.00550  3.00  189.900
516004  -1.00   1.3755  900  103.386  2.0  1.25000  1.0  0.00550  3.00  189.900
516005  -1.00   1.3832  900  103.165  2.0  1.25000  1.0  0.00550  3.00  189.900
516006  -1.00   1.3755  900  102.970  2.0  1.25000  1.0  0.00550  3.00  189.900
516007  -1.00   1.3832  900  102.753  2.0  1.25000  1.0  0.00550  3.00  189.900
516008  -1.00   1.3755  900  102.569  2.0  1.25000  1.0  0.00550  3.00  189.900
516009  -1.00   1.3832  900  102.352  2.0  1.25000  1.0  0.00550  3.00  189.900
516010  -1.00   1.3755  900  102.167  2.0  1.25000  1.0  0.00550  3.00  189.900
516011  -1.00   1.3832  900  101.935  2.0  1.25000  1.0  0.00550  3.00  189.900
516012  -1.00   1.3755  900  101.746  2.0  1.25000  1.0  0.00550  3.00  189.900
516013  -1.00   1.3832  900  101.512  2.0  1.25000  1.0  0.00550  3.00  189.900
516014  -1.00   1.3755  900  101.323  2.0  1.25000  1.0  0.00550  3.00  189.900
516015  -1.00   1.3832  900  101.104  2.0  1.25000  1.0  0.00550  3.00  189.900
516016  -1.00   1.3755  900  100.912  2.0  1.25000  1.0  0.00550  3.00  189.900
516017  -1.00   1.3832  900  100.689  2.0  1.25000  1.0  0.00550  3.00  189.900
516018  -1.00   1.3755  900  100.490  2.0  1.25000  1.0  0.00550  3.00  189.900
516019  -1.00   1.3832  900  100.273  2.0  1.25000  1.0  0.00550  3.00  189.900
516020  -1.00   1.3755  900  100.086  2.0  1.25000  1.0  0.00550  3.00  189.900
516021  -1.00   1.3832  900   99.863  2.0  1.25000  1.0  0.00550  3.00  189.900
516022  -1.00   1.3755  900   99.667  2.0  1.25000  1.0  0.00550  3.00  189.900
516023  -1.00   1.3832  900   99.447  2.0  1.25000  1.0  0.00550  3.00  189.900
516024  -1.00   1.3755  900   99.257  2.0  1.25000  1.0  0.00550  3.00  189.900
516025  -1.00   1.3832  900   99.031  2.0  1.25000  1.0  0.00550  3.00  189.900
516026  -1.00   1.3755  900   98.842  2.0  1.25000  1.0  0.00550  3.00  189.900
516027  -1.00   1.3832  900   98.614  2.0  1.25000  1.0  0.00550  3.00  189.900
516028  -1.00   1.3755  900   98.423  2.0  1.25000  1.0  0.00550  3.00  189.900
516029  -1.00   1.3832  900   98.204  2.0  1.25000  1.0  0.00550  3.00  189.900
516030  -1.00   1.3755  900   98.020  2.0  1.25000  1.0  0.00550  3.00  189.900
516031  -1.00   1.3832  900   97.801  2.0  1.25000  1.0  0.00550  3.00  189.900
516032  -1.00   1.3755  900   97.611  2.0  1.25000  1.0  0.00550  3.00  189.900
516033  -1.00   1.3832  900   97.379  2.0  1.25000  1.0  0.00550  3.00  189.900
516034  -1.00   1.3755  900   97.186  2.0  1.25000  1.0  0.00550  3.00  189.900
516035  -1.00   1.3832  900   96.958  2.0  1.25000  1.0  0.00550  3.00  189.900
516036  -1.00   1.3755  900   96.762  2.0  1.25000  1.0  0.00550  3.00  189.900
516037  -1.00   1.3832  900   96.540  2.0  1.25000  1.0  0.00550  3.00  189.900
516038  -1.00   1.3755  900   96.350  2.0  1.25000  1.0  0.00550  3.00  189.900
516039  -1.00   1.3832  900   96.129  2.0  1.25000  1.0  0.00550  3.00  189.900
516040  -1.00   1.3755  900   95.939  2.0  1.25000  1.0  0.00550  3.00  189.900
516041  -1.00   1.3832  900   95.721  2.0  1.25000  1.0  0.00550  3.00  189.900
516042  -1.00   1.3755  900   95.528  2.0  1.25000  1.0  0.00550  3.00  189.900
516043  -1.00   1.3832  900   95.306  2.0  1.25000  1.0  0.00550  3.00  189.900
516044  -1.00   1.3755  900   95.117  2.0  1.25000  1.0  0.00550  3.00  189.900
516045  -1.00   1.3832  900   94.893  2.0  1.25000  1.0  0.00550  3.00  189.900
516046  -1.00   1.3755  900   94.703  2.0  1.25000  1.0  0.00550  3.00  189.900
516047  -1.00   1.3832  900   94.475  2.0  1.25000  1.0  0.00550  3.00  189.900
516048  -1.00   1.3755  900   94.279  2.0  1.25000  1.0  0.00550  3.00  189.900
516049  -1.00   1.3832  900   94.053  2.0  1.25000  1.0  0.00550  3.00  189.900
516050  -1.00   1.3755  900   93.858  2.0  1.25000  1.0  0.00550  3.00  189.900
516051  -1.00   1.3832  900   93.643  2.0  1.25000  1.0  0.00550  3.00  189.900
516052  -1.00   1.3755  900   93.450  2.0  1.25000  1.0  0.00550  3.00  189.900
516053  -1.00   1.3832  900   93.227  2.0  1.25000  1.0  0.00550  3.00  189.900
516054  -1.00   1.3755  900   93.035  2.0  1.25000  1.0  0.00550  3.00  189.900
516055  -1.00   1.3832  900   92.817  2.0  1.25000  1.0  0.00550  3.00  189.900
516056  -1.00   1.3755  900   92.630  2.0  1.25000  1.0  0.00550  3.00  189.900
516057  -1.00   1.3832  900   92.408  2.0  1.25000  1.0  0.00550  3.00  189.900
516058  -1.00   1.3755  900   92.224  2.0  1.25000  1.0  0.00550  3.00  189.900
516059  -1.00   1.3832  900   91.994  2.0  1.25000  1.0  0.00550  3.00  189.900
516060  -1.00   1.3755  900   91.799  2.0  1.25000  1.0  0.00550  3.00  189.900
516061  -1.00   1.3832  900   91.579  2.0  1.25000  1.0  0.00550  3.00  189.900
516062  -1.00   1.3755  900   91.384  2.0  1.25000  1.0  0.00550  3.00  189.900
516063  -1.00   1.3832  900   91.162  2.0  1.25000  1.0  0.00550  3.00  189.900
516064  -1.00   1.3755  900   90.976  2.0  1.25000  1.0  0.00550  3.00  189.900
516065  -1.00   1.3832  900   90.753  2.0  1.25000  1.0  0.00550  3.00  189.900
516066  -1.00   1.3755  900   90.559  2.0  1.25000  1.0  0.00550  3.00  189.900
516067  -1.00   1.3832  900   90.331  2.0  1.25000  1.0  0.00550  3.00  189.900
516068  -1.00   1.3755  900   90.143  2.0  1.25000  1.0  0.00550  3.00  189.900
516069  -1.00   1.3832  900   89.923  2.0  1.25000  1.0  0.00550  3.00  189.900
516070  -1.00   1.3755  900   89.724  2.0  1.25000  1.0  0.00550  3.00  189.900
516071  -1.00   1.3832  900   89.498  2.0  1.25000  1.0  0.00550  3.00  189.900
516072  -1.00   1.3755  900   89.311  2.0  1.25000  1.0  0.00550  3.00  189.900
516073  -1.00   1.3832  900   89.087  2.0  1.25000  1.0  0.00550  3.00  189.900
516074  -1.00   1.3755  900   88.891  2.0  1.25000  1.0  0.00550  3.00  189.900
516075  -1.00   1.3832  900   88.676  2.0  1.25000  1.0  0.00550  3.00  189.900
516076  -1.00   1.3755  900   88.491  2.0  1.25000  1.0  0.00550  3.00  189.900
516077  -1.00   1.3832  900   88.272  2.0  1.25000  1.0  0.00550  3.00  189.900
516078  -1.00   1.3755  900   88.078  2.0  1.25000  1.0  0.00550  3.00  189.900
516079  -1.00   1.3832  900   87.856  2.0  1.25000  1.0  0.00550  3.00  189.900
516080  -1.00   1.3755  900   87.659  2.0  1.25000  1.0  0.00550  3.00  189.900
516081  -1.00   1.3832  900   87.432  2.0  1.25000  1.0  0.00550  3.00  189.900
516082  -1.00   1.3755  900   87.236  2.0  1.25000  1.0  0.00550  3.00  189.900
516083  -1.00   1.3832  900   87.004  2.0  1.25000  1.0  0.00550  3.00  189.900
516084  -1.00   1.3755  900   86.811  2.0  1.25000  1.0  0.00550  3.00  189.900
516085  -1.00   1.3832  900   86.598  2.0  1.25000  1.0  0.00550  3.00  189.900
516086  -1.00   1.3755  900   86.401  2.0  1.25000  1.0  0.00550  3.00  189.900
516087  -1.00   1.3832  900   86.179  2.0  1.25000  1.0  0.00550  3.00  189.900
516088  -1.00   1.3755  900   85.993  2.0  1.25000  1.0  0.00550  3.00  189.900
516089  -1.00   1.3832  900   85.773  2.0  1.25000  1.0  0.00550  3.00  189.900
516090  -1.00   1.3755  900   85.584  2.0  1.25000  1.0  0.00550  3.00  189.900
516091  -1.00   1.3832  900   85.361  2.0  1.25000  1.0  0.00550  3.00  189.900
516092  -1.00   1.3755  900   85.160  2.0  1.25000  1.0  0.00550  3.00  189.900
516093  -1.00   1.3832  900   84.943  2.0  1.25000  1.0  0.00550  3.00  189.900
516094  -1.00   1.3755  900   84.758  2.0  1.25000  1.0  0.00550  3.00  189.900
516095  -1.00   1.3832  900   84.539  2.0  1.25000  1.0  0.00550  3.00  189.900
516096  -1.00   1.3755  900   84.354  2.0  1.25000  1.0  0.00550  3.00  189.900
516097  -1.00   1.3832  900   84.133  2.0  1.25000  1.0  0.00550  3.00  189.900
516098  -1.00   1.3755  900   83.935  2.0  1.25000  1.0  0.00550  3.00  189.900
516099  -1.00   1.3832  900   83.713  2.0  1.25000  1.0  0.00550  3.00  189.900
516100  -1.00   1.3755  900   83.519  2.0  1.25000  1.0  0.00550  3.00  189.900
516101  -1.00   1.3832  900   83.302  2.0  1.25000  1.0  0.00550  3.00  189.900
516102  -1.00   1.3755  900   83.110  2.0  1.25000  1.0  0.00550  3.00  189.900
516103  -1.00   1.3832  900   82.893  2.0  1.25000  1.0  0.00550  3.00  189.900
516104  -1.00   1.3755  900   82.700  2.0  1.25000  1.0  0.00550  3.00  189.900
516105  -1.00   1.3832  900   82.477  2.0  1.25000  1.0  0.00550  3.00  189.900
516106  -1.00   1.3755  900   82.276  2.0  1.25000  1.0  0.00550  3.00  189.900
516107  -1.00   1.3832  900   82.050  2.0  1.25000  1.0  0.00550  3.00  189.900
516108  -1.00   1.3755  900   81.857  2.0  1.25000  1.0  0.00550  3.00  189.900
516109  -1.00   1.3832  900   81.647  2.0  1.25000  1.0  0.00550  3.00  189.900
516110  -1.00   1.3755  900   81.459  2.0  1.25000  1.0  0.00550  3.00  189.900
516111  -1.00   1.3832  900   81.240  2.0  1.25000  1.0  0.00550  3.00  189.900
516112  -1.00   1.3755  900   81.045  2.0  1.25000  1.0  0.00550  3.00  189.900
516113  -1.00   1.3832  900   80.821  2.0  1.25000  1.0  0.00550  3.00  189.900
516114  -1.00   1.3755  900   80.630  2.0  1.25000  1.0  0.00550  3.00  189.900
516115  -1.00   1.3832  900   80.409  2.0  1.25000  1.0  0.00550  3.00  189.900
516116  -1.00   1.3755  900   80.217  2.0  1.25000  1.0  0.00550  3.00  189.900
516117  -1.00   1.3832  900   80.005  2.0  1.25000  1.0  0.00550  3.00  189.900
516118  -1.00   1.3755  900   79.816  2.0  1.25000  1.0  0.00550  3.00  189.900
516119  -1.00   1.3832  900   79.594  2.0  1.25000  1.0  0.00550  3.00  189.900
516120  -1.00   1.3755  900   79.399  2.0  1.25000  1.0  0.00550  3.00  189.900
516201  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
516202  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
516203  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
516204  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
516205  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
516206  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
516207  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
517200  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
517001  -1.00   1.3832  900  104.069  2.0  1.25000  1.0  0.00550  3.00  199.800
517002  -1.00   1.3755  900  103.857  2.0  1.25000  1.0  0.00550  3.00  199.800
517003  -1.00   1.3832  900  103.627  2.0  1.25000  1.0  0.00550  3.00  199.800
517004  -1.00   1.3755  900  103.435  2.0  1.25000  1.0  0.00550  3.00  199.800
517005  -1.00   1.3832  900  103.210  2.0  1.25000  1.0  0.00550  3.00  199.800
517006  -1.00   1.3755  900  102.836  2.0  1.25000  1.0  0.00550  3.00  199.800
517007  -1.00   1.3832  900  102.789  2.0  1.25000  1.0  0.00550  3.00  199.800
517008  -1.00   1.3755  900  102.604  2.0  1.25000  1.0  0.00550  3.00  199.800
517009  -1.00   1.3832  900  102.375  2.0  1.25000  1.0  0.00550  3.00  199.800
517010  -1.00   1.3755  900  102.169  2.0  1.25000  1.0  0.00550  3.00  199.800
517011  -1.00   1.3832  900  101.966  2.0  1.25000  1.0  0.00550  3.00  199.800
517012  -1.00   1.3755  900  101.772  2.0  1.25000  1.0  0.00550  3.00  199.800
517013  -1.00   1.3832  900  101.544  2.0  1.25000  1.0  0.00550  3.00  199.800
517014  -1.00   1.3755  900  101.351  2.0  1.25000  1.0  0.00550  3.00  199.800
517015  -1.00   1.3832  900  101.140  2.0  1.25000  1.0  0.00550  3.00  199.800
517016  -1.00   1.3755  900  100.959  2.0  1.25000  1.0  0.00550  3.00  199.800
517017  -1.00   1.3832  900  100.731  2.0  1.25000  1.0  0.00550  3.00  199.800
517018  -1.00   1.3755  900  100.545  2.0  1.25000  1.0  0.00550  3.00  199.800
517019  -1.00   1.3832  900  100.323  2.0  1.25000  1.0  0.00550  3.00  199.800
517020  -1.00   1.3755  900   99.924  2.0  1.25000  1.0  0.00550  3.00  199.800
517021  -1.00   1.3832  900   99.898  2.0  1.25000  1.0  0.00550  3.00  199.800
517022  -1.00   1.3755  900   99.709  2.0  1.25000  1.0  0.00550  3.00  199.800
517023  -1.00   1.3832  900   99.481  2.0  1.25000  1.0  0.00550  3.00  199.800
517024  -1.00   1.3755  900   99.255  2.0  1.25000  1.0  0.00550  3.00  199.800
517025  -1.00   1.3832  900   99.067  2.0  1.25000  1.0  0.00550  3.00  199.800
517026  -1.00   1.3755  900   98.873  2.0  1.25000  1.0  0.00550  3.00  199.800
517027  -1.00   1.3832  900   98.656  2.0  1.25000  1.0  0.00550  3.00  199.800
517028  -1.00   1.3755  900   98.463  2.0  1.25000  1.0  0.00550  3.00  199.800
517029  -1.00   1.3832  900   98.238  2.0  1.25000  1.0  0.00550  3.00  199.800
517030  -1.00   1.3755  900   98.058  2.0  1.25000  1.0  0.00550  3.00  199.800
517031  -1.00   1.3832  900   97.830  2.0  1.25000  1.0  0.00550  3.00  199.800
517032  -1.00   1.3755  900   97.637  2.0  1.25000  1.0  0.00550  3.00  199.800
517033  -1.00   1.3832  900   97.220  2.0  1.25000  1.0  0.00550  3.00  199.800
517034  -1.00   1.3755  900   97.221  2.0  1.25000  1.0  0.00550  3.00  199.800
517035  -1.00   1.3832  900   96.995  2.0  1.25000  1.0  0.00550  3.00  199.800
517036  -1.00   1.3755  900   96.808  2.0  1.25000  1.0  0.00550  3.00  199.800
517037  -1.00   1.3832  900   96.543  2.0  1.25000  1.0  0.00550  3.00  199.800
517038  -1.00   1.3755  900   96.396  2.0  1.25000  1.0  0.00550  3.00  199.800
517039  -1.00   1.3832  900   96.176  2.0  1.25000  1.0  0.00550  3.00  199.800
517040  -1.00   1.3755  900   95.980  2.0  1.25000  1.0  0.00550  3.00  199.800
517041  -1.00   1.3832  900   95.758  2.0  1.25000  1.0  0.00550  3.00  199.800
517042  -1.00   1.3755  900   95.567  2.0  1.25000  1.0  0.00550  3.00  199.800
517043  -1.00   1.3832  900   95.338  2.0  1.25000  1.0  0.00550  3.00  199.800
517044  -1.00   1.3755  900   95.143  2.0  1.25000  1.0  0.00550  3.00  199.800
517045  -1.00   1.3832  900   94.724  2.0  1.25000  1.0  0.00550  3.00  199.800
517046  -1.00   1.3755  900   94.727  2.0  1.25000  1.0  0.00550  3.00  199.800
517047  -1.00   1.3832  900   94.506  2.0  1.25000  1.0  0.00550  3.00  199.800
517048  -1.00   1.3755  900   94.315  2.0  1.25000  1.0  0.00550  3.00  199.800
517049  -1.00   1.3832  900   94.046  2.0  1.25000  1.0  0.00550  3.00  199.800
517050  -1.00   1.3755  900   93.914  2.0  1.25000  1.0  0.00550  3.00  199.800
517051  -1.00   1.3832  900   93.688  2.0  1.25000  1.0  0.00550  3.00  199.800
517052  -1.00   1.3755  900   93.494  2.0  1.25000  1.0  0.00550  3.00  199.800
517053  -1.00   1.3832  900   93.261  2.0  1.25000  1.0  0.00550  3.00  199.800
517054  -1.00   1.3755  900   93.066  2.0  1.25000  1.0  0.00550  3.00  199.800
517055  -1.00   1.3832  900   92.850  2.0  1.25000  1.0  0.00550  3.00  199.800
517056  -1.00   1.3755  900   92.436  2.0  1.25000  1.0  0.00550  3.00  199.800
517057  -1.00   1.3832  900   92.434  2.0  1.25000  1.0  0.00550  3.00  199.800
517058  -1.00   1.3755  900   92.242  2.0  1.25000  1.0  0.00550  3.00  199.800
517059  -1.00   1.3832  900   92.014  2.0  1.25000  1.0  0.00550  3.00  199.800
517060  -1.00   1.3755  900   91.760  2.0  1.25000  1.0  0.00550  3.00  199.800
517061  -1.00   1.3832  900   91.596  2.0  1.25000  1.0  0.00550  3.00  199.800
517062  -1.00   1.3755  900   91.403  2.0  1.25000  1.0  0.00550  3.00  199.800
517063  -1.00   1.3832  900   91.183  2.0  1.25000  1.0  0.00550  3.00  199.800
517064  -1.00   1.3755  900   90.999  2.0  1.25000  1.0  0.00550  3.00  199.800
517065  -1.00   1.3832  900   90.774  2.0  1.25000  1.0  0.00550  3.00  199.800
517066  -1.00   1.3755  900   90.356  2.0  1.25000  1.0  0.00550  3.00  199.800
517067  -1.00   1.3832  900   90.361  2.0  1.25000  1.0  0.00550  3.00  199.800
517068  -1.00   1.3755  900   90.176  2.0  1.25000  1.0  0.00550  3.00  199.800
517069  -1.00   1.3832  900   89.957  2.0  1.25000  1.0  0.00550  3.00  199.800
517070  -1.00   1.3755  900   89.692  2.0  1.25000  1.0  0.00550  3.00  199.800
517071  -1.00   1.3832  900   89.543  2.0  1.25000  1.0  0.00550  3.00  199.800
517072  -1.00   1.3755  900   89.351  2.0  1.25000  1.0  0.00550  3.00  199.800
517073  -1.00   1.3832  900   89.131  2.0  1.25000  1.0  0.00550  3.00  199.800
517074  -1.00   1.3755  900   88.935  2.0  1.25000  1.0  0.00550  3.00  199.800
517075  -1.00   1.3832  900   88.708  2.0  1.25000  1.0  0.00550  3.00  199.800
517076  -1.00   1.3755  900   88.276  2.0  1.25000  1.0  0.00550  3.00  199.800
517077  -1.00   1.3832  900   88.068  2.0  1.25000  1.0  0.00550  3.00  199.800
517078  -1.00   1.3755  900   87.860  2.0  1.25000  1.0  0.00550  3.00  199.800
517079  -1.00   1.3832  900   87.652  2.0  1.25000  1.0  0.00550  3.00  199.800
517080  -1.00   1.3755  900   87.444  2.0  1.25000  1.0  0.00550  3.00  199.800
517081  -1.00   1.3832  900   87.236  2.0  1.25000  1.0  0.00550  3.00  199.800
517082  -1.00   1.3755  900   87.028  2.0  1.25000  1.0  0.00550  3.00  199.800
517083  -1.00   1.3832  900   86.820  2.0  1.25000  1.0  0.00550  3.00  199.800
517084  -1.00   1.3755  900   86.612  2.0  1.25000  1.0  0.00550  3.00  199.800
517085  -1.00   1.3832  900   86.650  2.0  1.25000  1.0  0.00550  3.00  199.800
517086  -1.00   1.3755  900   86.467  2.0  1.25000  1.0  0.00550  3.00  199.800
517087  -1.00   1.3832  900   86.164  2.0  1.25000  1.0  0.00550  3.00  199.800
517088  -1.00   1.3755  900   86.050  2.0  1.25000  1.0  0.00550  3.00  199.800
517089  -1.00   1.3832  900   85.822  2.0  1.25000  1.0  0.00550  3.00  199.800
517090  -1.00   1.3755  900   85.626  2.0  1.25000  1.0  0.00550  3.00  199.800
517091  -1.00   1.3832  900   85.415  2.0  1.25000  1.0  0.00550  3.00  199.800
517092  -1.00   1.3755  900   85.223  2.0  1.25000  1.0  0.00550  3.00  199.800
517093  -1.00   1.3832  900   85.003  2.0  1.25000  1.0  0.00550  3.00  199.800
517094  -1.00   1.3755  900   84.724  2.0  1.25000  1.0  0.00550  3.00  199.800
517095  -1.00   1.3832  900   84.591  2.0  1.25000  1.0  0.00550  3.00  199.800
517096  -1.00   1.3755  900   84.401  2.0  1.25000  1.0  0.00550  3.00  199.800
517097  -1.00   1.3832  900   84.178  2.0  1.25000  1.0  0.00550  3.00  199.800
517098  -1.00   1.3755  900   83.979  2.0  1.25000  1.0  0.00550  3.00  199.800
517099  -1.00   1.3832  900   83.763  2.0  1.25000  1.0  0.00550  3.00  199.800
517100  -1.00   1.3755  900   83.472  2.0  1.25000  1.0  0.00550  3.00  199.800
517101  -1.00   1.3832  900   83.348  2.0  1.25000  1.0  0.00550  3.00  199.800
517102  -1.00   1.3755  900   83.156  2.0  1.25000  1.0  0.00550  3.00  199.800
517103  -1.00   1.3832  900   82.931  2.0  1.25000  1.0  0.00550  3.00  199.800
517104  -1.00   1.3755  900   82.737  2.0  1.25000  1.0  0.00550  3.00  199.800
517105  -1.00   1.3832  900   82.513  2.0  1.25000  1.0  0.00550  3.00  199.800
517106  -1.00   1.3755  900   82.228  2.0  1.25000  1.0  0.00550  3.00  199.800
517107  -1.00   1.3832  900   82.014  2.0  1.25000  1.0  0.00550  3.00  199.800
517108  -1.00   1.3755  900   81.827  2.0  1.25000  1.0  0.00550  3.00  199.800
517109  -1.00   1.3832  900   81.603  2.0  1.25000  1.0  0.00550  3.00  199.800
517110  -1.00   1.3755  900   81.401  2.0  1.25000  1.0  0.00550  3.00  199.800
517111  -1.00   1.3832  900   81.279  2.0  1.25000  1.0  0.00550  3.00  199.800
517112  -1.00   1.3755  900   81.083  2.0  1.25000  1.0  0.00550  3.00  199.800
517113  -1.00   1.3832  900   80.872  2.0  1.25000  1.0  0.00550  3.00  199.800
517114  -1.00   1.3755  900   80.675  2.0  1.25000  1.0  0.00550  3.00  199.800
517115  -1.00   1.3832  900   80.452  2.0  1.25000  1.0  0.00550  3.00  199.800
517116  -1.00   1.3755  900   80.269  2.0  1.25000  1.0  0.00550  3.00  199.800
517117  -1.00   1.3832  900   80.052  2.0  1.25000  1.0  0.00550  3.00  199.800
517118  -1.00   1.3755  900   79.860  2.0  1.25000  1.0  0.00550  3.00  199.800
517119  -1.00   1.3832  900   79.639  2.0  1.25000  1.0  0.00550  3.00  199.800
517120  -1.00   1.3755  900   79.447  2.0  1.25000  1.0  0.00550  3.00  199.800
517201  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
517202  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
517203  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
517204  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
517205  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
517206  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
517207  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
518200  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00550  3.00    0.000
518001  -1.00   1.3832  900  103.876  2.0  1.25000  1.0  0.00550  3.00  209.700
518002  -1.00   1.3755  900  103.668  2.0  1.25000  1.0  0.00550  3.00  209.700
518003  -1.00   1.3832  900  103.460  2.0  1.25000  1.0  0.00550  3.00  209.700
518004  -1.00   1.3755  900  103.252  2.0  1.25000  1.0  0.00550  3.00  209.700
518005  -1.00   1.3832  900  103.044  2.0  1.25000  1.0  0.00550  3.00  209.700
518006  -1.00   1.3755  900  102.836  2.0  1.25000  1.0  0.00550  3.00  209.700
518007  -1.00   1.3832  900  102.628  2.0  1.25000  1.0  0.00550  3.00  209.700
518008  -1.00   1.3755  900  102.420  2.0  1.25000  1.0  0.00550  3.00  209.700
518009  -1.00   1.3832  900  102.212  2.0  1.25000  1.0  0.00550  3.00  209.700
518010  -1.00   1.3755  900  102.004  2.0  1.25000  1.0  0.00550  3.00  209.700
518011  -1.00   1.3832  900  101.796  2.0  1.25000  1.0  0.00550  3.00  209.700
518012  -1.00   1.3755  900  101.758  2.0  1.25000  1.0  0.00550  3.00  209.700
