Number of entries, Number of user table parameters                              
        9870           6
Detector Delta      L2 Code   2theta dcode eff_fac effc      res dtime      phi 
404044  -1.00   1.1958  900   62.554  2.0  1.25000  1.0   0.01250  3.00    0.000
404045  -1.00   1.2032  900   62.256  2.0  1.25000  1.0   0.01250  3.00    0.000
404046  -1.00   1.1951  900   62.085  2.0  1.25000  1.0   0.01250  3.00    0.000
404047  -1.00   1.2026  900   61.793  2.0  1.25000  1.0   0.01250  3.00    0.000
404048  -1.00   1.1946  900   61.600  2.0  1.25000  1.0   0.01250  3.00    0.000
404049  -1.00   1.2020  900   61.332  2.0  1.25000  1.0   0.01250  3.00    0.000
404050  -1.00   1.1941  900   61.130  2.0  1.25000  1.0   0.01250  3.00    0.000
404051  -1.00   1.2016  900   60.855  2.0  1.25000  1.0   0.01250  3.00    0.000
404052  -1.00   1.1937  900   60.656  2.0  1.25000  1.0   0.01250  3.00    0.000
404053  -1.00   1.2012  900   60.368  2.0  1.25000  1.0   0.01250  3.00    0.000
404054  -1.00   1.1934  900   60.188  2.0  1.25000  1.0   0.01250  3.00    0.000
404055  -1.00   1.2010  900   59.902  2.0  1.25000  1.0   0.01250  3.00    0.000
404056  -1.00   1.1932  900   59.718  2.0  1.25000  1.0   0.01250  3.00    0.000
404057  -1.00   1.2008  900   59.437  2.0  1.25000  1.0   0.01250  3.00    0.000
404058  -1.00   1.1930  900   59.250  2.0  1.25000  1.0   0.01250  3.00    0.000
404059  -1.00   1.2007  900   58.959  2.0  1.25000  1.0   0.01250  3.00    0.000
404060  -1.00   1.1930  900   58.754  2.0  1.25000  1.0   0.01250  3.00    0.000
404061  -1.00   1.3123  900   58.291  2.0  1.25000  1.0   0.01250  3.00    0.000
404062  -1.00   1.3043  900   58.110  2.0  1.25000  1.0   0.01250  3.00    0.000
404063  -1.00   1.3116  900   57.857  2.0  1.25000  1.0   0.01250  3.00    0.000
404064  -1.00   1.3036  900   57.676  2.0  1.25000  1.0   0.01250  3.00    0.000
404065  -1.00   1.3110  900   57.410  2.0  1.25000  1.0   0.01250  3.00    0.000
404066  -1.00   1.3030  900   57.253  2.0  1.25000  1.0   0.01250  3.00    0.000
404067  -1.00   1.3104  900   56.986  2.0  1.25000  1.0   0.01250  3.00    0.000
404068  -1.00   1.3025  900   56.795  2.0  1.25000  1.0   0.01250  3.00    0.000
404069  -1.00   1.3100  900   56.542  2.0  1.25000  1.0   0.01250  3.00    0.000
404070  -1.00   1.3020  900   56.365  2.0  1.25000  1.0   0.01250  3.00    0.000
404071  -1.00   1.3096  900   56.097  2.0  1.25000  1.0   0.01250  3.00    0.000
404072  -1.00   1.3017  900   55.900  2.0  1.25000  1.0   0.01250  3.00    0.000
404073  -1.00   1.3092  900   55.651  2.0  1.25000  1.0   0.01250  3.00    0.000
404074  -1.00   1.3014  900   55.489  2.0  1.25000  1.0   0.01250  3.00    0.000
404075  -1.00   1.3090  900   55.239  2.0  1.25000  1.0   0.01250  3.00    0.000
404076  -1.00   1.3012  900   55.064  2.0  1.25000  1.0   0.01250  3.00    0.000
404077  -1.00   1.3088  900   54.793  2.0  1.25000  1.0   0.01250  3.00    0.000
404078  -1.00   1.3011  900   54.618  2.0  1.25000  1.0   0.01250  3.00    0.000
404079  -1.00   1.3087  900   54.367  2.0  1.25000  1.0   0.01250  3.00    0.000
404080  -1.00   1.3010  900   54.176  2.0  1.25000  1.0   0.01250  3.00    0.000
404081  -1.00   1.4390  900   53.751  2.0  1.25000  1.0   0.01250  3.00    0.000
404082  -1.00   1.4309  900   53.602  2.0  1.25000  1.0   0.01250  3.00    0.000
404083  -1.00   1.4383  900   53.364  2.0  1.25000  1.0   0.01250  3.00    0.000
404084  -1.00   1.4303  900   53.191  2.0  1.25000  1.0   0.01250  3.00    0.000
404085  -1.00   1.4377  900   52.957  2.0  1.25000  1.0   0.01250  3.00    0.000
404086  -1.00   1.4298  900   52.799  2.0  1.25000  1.0   0.01250  3.00    0.000
404087  -1.00   1.4372  900   52.561  2.0  1.25000  1.0   0.01250  3.00    0.000
404088  -1.00   1.4293  900   52.386  2.0  1.25000  1.0   0.01250  3.00    0.000
404089  -1.00   1.4368  900   52.167  2.0  1.25000  1.0   0.01250  3.00    0.000
404090  -1.00   1.4289  900   51.999  2.0  1.25000  1.0   0.01250  3.00    0.000
404091  -1.00   1.4364  900   51.775  2.0  1.25000  1.0   0.01250  3.00    0.000
404092  -1.00   1.4286  900   51.616  2.0  1.25000  1.0   0.01250  3.00    0.000
404093  -1.00   1.4361  900   51.355  2.0  1.25000  1.0   0.01250  3.00    0.000
404094  -1.00   1.4283  900   51.214  2.0  1.25000  1.0   0.01250  3.00    0.000
404095  -1.00   1.4359  900   50.978  2.0  1.25000  1.0   0.01250  3.00    0.000
404096  -1.00   1.4281  900   50.829  2.0  1.25000  1.0   0.01250  3.00    0.000
404097  -1.00   1.4358  900   50.578  2.0  1.25000  1.0   0.01250  3.00    0.000
404098  -1.00   1.4280  900   50.420  2.0  1.25000  1.0   0.01250  3.00    0.000
404099  -1.00   1.4357  900   50.185  2.0  1.25000  1.0   0.01250  3.00    0.000
404100  -1.00   1.4279  900   50.010  2.0  1.25000  1.0   0.01250  3.00    0.000
405001  -1.00   1.0402  900   74.335  2.0  1.25000  1.0   0.01250  3.00  -12.700
405002  -1.00   1.0320  900   74.119  2.0  1.25000  1.0   0.01250  3.00  -12.700
405003  -1.00   1.0393  900   73.777  2.0  1.25000  1.0   0.01250  3.00  -12.700
405004  -1.00   1.0312  900   73.557  2.0  1.25000  1.0   0.01250  3.00  -12.700
405005  -1.00   1.0385  900   73.206  2.0  1.25000  1.0   0.01250  3.00  -12.700
405006  -1.00   1.0305  900   73.004  2.0  1.25000  1.0   0.01250  3.00  -12.700
405007  -1.00   1.0378  900   72.666  2.0  1.25000  1.0   0.01250  3.00  -12.700
405008  -1.00   1.0298  900   72.446  2.0  1.25000  1.0   0.01250  3.00  -12.700
405009  -1.00   1.0372  900   72.127  2.0  1.25000  1.0   0.01250  3.00  -12.700
405010  -1.00   1.0292  900   71.908  2.0  1.25000  1.0   0.01250  3.00  -12.700
405011  -1.00   1.0367  900   71.594  2.0  1.25000  1.0   0.01250  3.00  -12.700
405012  -1.00   1.0288  900   71.355  2.0  1.25000  1.0   0.01250  3.00  -12.700
405013  -1.00   1.0363  900   71.025  2.0  1.25000  1.0   0.01250  3.00  -12.700
405014  -1.00   1.0284  900   70.807  2.0  1.25000  1.0   0.01250  3.00  -12.700
405015  -1.00   1.0360  900   70.463  2.0  1.25000  1.0   0.01250  3.00  -12.700
405016  -1.00   1.0282  900   70.250  2.0  1.25000  1.0   0.01250  3.00  -12.700
405017  -1.00   1.0358  900   69.920  2.0  1.25000  1.0   0.01250  3.00  -12.700
405018  -1.00   1.0280  900   69.683  2.0  1.25000  1.0   0.01250  3.00  -12.700
405019  -1.00   1.0356  900   69.363  2.0  1.25000  1.0   0.01250  3.00  -12.700
405020  -1.00   1.0279  900   69.130  2.0  1.25000  1.0   0.01250  3.00  -12.700
405021  -1.00   1.1139  900   68.590  2.0  1.25000  1.0   0.01250  3.00  -12.700
405022  -1.00   1.1058  900   68.371  2.0  1.25000  1.0   0.01250  3.00  -12.700
405023  -1.00   1.1131  900   68.052  2.0  1.25000  1.0   0.01250  3.00  -12.700
405024  -1.00   1.1050  900   67.849  2.0  1.25000  1.0   0.01250  3.00  -12.700
405025  -1.00   1.1123  900   67.547  2.0  1.25000  1.0   0.01250  3.00  -12.700
405026  -1.00   1.1043  900   67.336  2.0  1.25000  1.0   0.01250  3.00  -12.700
405027  -1.00   1.1117  900   67.015  2.0  1.25000  1.0   0.01250  3.00  -12.700
405028  -1.00   1.1037  900   66.820  2.0  1.25000  1.0   0.01250  3.00  -12.700
405029  -1.00   1.1111  900   66.518  2.0  1.25000  1.0   0.01250  3.00  -12.700
405030  -1.00   1.1032  900   66.315  2.0  1.25000  1.0   0.01250  3.00  -12.700
405031  -1.00   1.1106  900   66.013  2.0  1.25000  1.0   0.01250  3.00  -12.700
405032  -1.00   1.1027  900   65.808  2.0  1.25000  1.0   0.01250  3.00  -12.700
405033  -1.00   1.1103  900   65.466  2.0  1.25000  1.0   0.01250  3.00  -12.700
405034  -1.00   1.1024  900   65.253  2.0  1.25000  1.0   0.01250  3.00  -12.700
405035  -1.00   1.1100  900   64.956  2.0  1.25000  1.0   0.01250  3.00  -12.700
405036  -1.00   1.1021  900   64.760  2.0  1.25000  1.0   0.01250  3.00  -12.700
405037  -1.00   1.1098  900   64.444  2.0  1.25000  1.0   0.01250  3.00  -12.700
405038  -1.00   1.1020  900   64.240  2.0  1.25000  1.0   0.01250  3.00  -12.700
405039  -1.00   1.1096  900   63.937  2.0  1.25000  1.0   0.01250  3.00  -12.700
405040  -1.00   1.1019  900   63.702  2.0  1.25000  1.0   0.01250  3.00  -12.700
405041  -1.00   1.2046  900   63.224  2.0  1.25000  1.0   0.01250  3.00  -12.700
405042  -1.00   1.1965  900   63.038  2.0  1.25000  1.0   0.01250  3.00  -12.700
405043  -1.00   1.2039  900   62.760  2.0  1.25000  1.0   0.01250  3.00  -12.700
405044  -1.00   1.1958  900   62.563  2.0  1.25000  1.0   0.01250  3.00  -12.700
405045  -1.00   1.2032  900   62.267  2.0  1.25000  1.0   0.01250  3.00  -12.700
405046  -1.00   1.1951  900   62.083  2.0  1.25000  1.0   0.01250  3.00  -12.700
405047  -1.00   1.2026  900   61.809  2.0  1.25000  1.0   0.01250  3.00  -12.700
405048  -1.00   1.1946  900   61.607  2.0  1.25000  1.0   0.01250  3.00  -12.700
405049  -1.00   1.2020  900   61.324  2.0  1.25000  1.0   0.01250  3.00  -12.700
405050  -1.00   1.1941  900   61.117  2.0  1.25000  1.0   0.01250  3.00  -12.700
405051  -1.00   1.2016  900   60.828  2.0  1.25000  1.0   0.01250  3.00  -12.700
405052  -1.00   1.1937  900   60.649  2.0  1.25000  1.0   0.01250  3.00  -12.700
405053  -1.00   1.2012  900   60.340  2.0  1.25000  1.0   0.01250  3.00  -12.700
405054  -1.00   1.1934  900   60.170  2.0  1.25000  1.0   0.01250  3.00  -12.700
405055  -1.00   1.2010  900   59.890  2.0  1.25000  1.0   0.01250  3.00  -12.700
405056  -1.00   1.1932  900   59.702  2.0  1.25000  1.0   0.01250  3.00  -12.700
405057  -1.00   1.2008  900   59.410  2.0  1.25000  1.0   0.01250  3.00  -12.700
405058  -1.00   1.1930  900   59.206  2.0  1.25000  1.0   0.01250  3.00  -12.700
405059  -1.00   1.2007  900   58.930  2.0  1.25000  1.0   0.01250  3.00  -12.700
405060  -1.00   1.1930  900   58.739  2.0  1.25000  1.0   0.01250  3.00  -12.700
405061  -1.00   1.3123  900   58.264  2.0  1.25000  1.0   0.01250  3.00  -12.700
405062  -1.00   1.3043  900   58.093  2.0  1.25000  1.0   0.01250  3.00  -12.700
405063  -1.00   1.3116  900   57.832  2.0  1.25000  1.0   0.01250  3.00  -12.700
405064  -1.00   1.3036  900   57.671  2.0  1.25000  1.0   0.01250  3.00  -12.700
405065  -1.00   1.3110  900   57.400  2.0  1.25000  1.0   0.01250  3.00  -12.700
405066  -1.00   1.3030  900   57.246  2.0  1.25000  1.0   0.01250  3.00  -12.700
405067  -1.00   1.3104  900   56.967  2.0  1.25000  1.0   0.01250  3.00  -12.700
405068  -1.00   1.3025  900   56.769  2.0  1.25000  1.0   0.01250  3.00  -12.700
405069  -1.00   1.3100  900   56.495  2.0  1.25000  1.0   0.01250  3.00  -12.700
405070  -1.00   1.3020  900   56.321  2.0  1.25000  1.0   0.01250  3.00  -12.700
405071  -1.00   1.3096  900   56.071  2.0  1.25000  1.0   0.01250  3.00  -12.700
405072  -1.00   1.3017  900   55.902  2.0  1.25000  1.0   0.01250  3.00  -12.700
405073  -1.00   1.3092  900   55.655  2.0  1.25000  1.0   0.01250  3.00  -12.700
405074  -1.00   1.3014  900   55.473  2.0  1.25000  1.0   0.01250  3.00  -12.700
405075  -1.00   1.3090  900   55.207  2.0  1.25000  1.0   0.01250  3.00  -12.700
405076  -1.00   1.3012  900   55.036  2.0  1.25000  1.0   0.01250  3.00  -12.700
405077  -1.00   1.3088  900   54.771  2.0  1.25000  1.0   0.01250  3.00  -12.700
405078  -1.00   1.3011  900   54.580  2.0  1.25000  1.0   0.01250  3.00  -12.700
405079  -1.00   1.3087  900   54.330  2.0  1.25000  1.0   0.01250  3.00  -12.700
405080  -1.00   1.3010  900   54.144  2.0  1.25000  1.0   0.01250  3.00  -12.700
405081  -1.00   1.4390  900   53.718  2.0  1.25000  1.0   0.01250  3.00  -12.700
405082  -1.00   1.4309  900   53.555  2.0  1.25000  1.0   0.01250  3.00  -12.700
405083  -1.00   1.4383  900   53.308  2.0  1.25000  1.0   0.01250  3.00  -12.700
405084  -1.00   1.4303  900   53.177  2.0  1.25000  1.0   0.01250  3.00  -12.700
405085  -1.00   1.4377  900   52.944  2.0  1.25000  1.0   0.01250  3.00  -12.700
405086  -1.00   1.4298  900   52.773  2.0  1.25000  1.0   0.01250  3.00  -12.700
405087  -1.00   1.4372  900   52.520  2.0  1.25000  1.0   0.01250  3.00  -12.700
405088  -1.00   1.4293  900   52.372  2.0  1.25000  1.0   0.01250  3.00  -12.700
405089  -1.00   1.4368  900   52.149  2.0  1.25000  1.0   0.01250  3.00  -12.700
405090  -1.00   1.4289  900   51.977  2.0  1.25000  1.0   0.01250  3.00  -12.700
405091  -1.00   1.4364  900   51.746  2.0  1.25000  1.0   0.01250  3.00  -12.700
405092  -1.00   1.4286  900   51.579  2.0  1.25000  1.0   0.01250  3.00  -12.700
405093  -1.00   1.4361  900   51.327  2.0  1.25000  1.0   0.01250  3.00  -12.700
405094  -1.00   1.4283  900   51.165  2.0  1.25000  1.0   0.01250  3.00  -12.700
405095  -1.00   1.4359  900   50.928  2.0  1.25000  1.0   0.01250  3.00  -12.700
405096  -1.00   1.4281  900   50.760  2.0  1.25000  1.0   0.01250  3.00  -12.700
405097  -1.00   1.4358  900   50.527  2.0  1.25000  1.0   0.01250  3.00  -12.700
405098  -1.00   1.4280  900   50.343  2.0  1.25000  1.0   0.01250  3.00  -12.700
405099  -1.00   1.4357  900   50.109  2.0  1.25000  1.0   0.01250  3.00  -12.700
405100  -1.00   1.4279  900   49.950  2.0  1.25000  1.0   0.01250  3.00  -12.700
406001  -1.00   1.0402  900   74.528  2.0  1.25000  1.0   0.00200  3.00  -25.400
406002  -1.00   1.0320  900   74.356  2.0  1.25000  1.0   0.00200  3.00  -25.400
406003  -1.00   1.0393  900   74.044  2.0  1.25000  1.0   0.00200  3.00  -25.400
406004  -1.00   1.0312  900   73.814  2.0  1.25000  1.0   0.00200  3.00  -25.400
406005  -1.00   1.0385  900   73.463  2.0  1.25000  1.0   0.00200  3.00  -25.400
406006  -1.00   1.0305  900   73.226  2.0  1.25000  1.0   0.00200  3.00  -25.400
406007  -1.00   1.0378  900   72.885  2.0  1.25000  1.0   0.00200  3.00  -25.400
406008  -1.00   1.0298  900   72.683  2.0  1.25000  1.0   0.00200  3.00  -25.400
406009  -1.00   1.0372  900   72.319  2.0  1.25000  1.0   0.00200  3.00  -25.400
406010  -1.00   1.0292  900   72.140  2.0  1.25000  1.0   0.00200  3.00  -25.400
406011  -1.00   1.0367  900   71.826  2.0  1.25000  1.0   0.00200  3.00  -25.400
406012  -1.00   1.0288  900   71.625  2.0  1.25000  1.0   0.00200  3.00  -25.400
406013  -1.00   1.0363  900   71.273  2.0  1.25000  1.0   0.00200  3.00  -25.400
406014  -1.00   1.0284  900   71.062  2.0  1.25000  1.0   0.00200  3.00  -25.400
406015  -1.00   1.0360  900   70.735  2.0  1.25000  1.0   0.00200  3.00  -25.400
406016  -1.00   1.0282  900   70.503  2.0  1.25000  1.0   0.00200  3.00  -25.400
406017  -1.00   1.0358  900   70.160  2.0  1.25000  1.0   0.00200  3.00  -25.400
406018  -1.00   1.0280  900   69.959  2.0  1.25000  1.0   0.00200  3.00  -25.400
406019  -1.00   1.0356  900   69.637  2.0  1.25000  1.0   0.00200  3.00  -25.400
406020  -1.00   1.0279  900   69.399  2.0  1.25000  1.0   0.00200  3.00  -25.400
406021  -1.00   1.1139  900   68.828  2.0  1.25000  1.0   0.00200  3.00  -25.400
406022  -1.00   1.1058  900   68.620  2.0  1.25000  1.0   0.00200  3.00  -25.400
406023  -1.00   1.1131  900   68.298  2.0  1.25000  1.0   0.00200  3.00  -25.400
406024  -1.00   1.1050  900   68.107  2.0  1.25000  1.0   0.00200  3.00  -25.400
406025  -1.00   1.1123  900   67.811  2.0  1.25000  1.0   0.00200  3.00  -25.400
406026  -1.00   1.1043  900   67.590  2.0  1.25000  1.0   0.00200  3.00  -25.400
406027  -1.00   1.1117  900   67.263  2.0  1.25000  1.0   0.00200  3.00  -25.400
406028  -1.00   1.1037  900   67.062  2.0  1.25000  1.0   0.00200  3.00  -25.400
406029  -1.00   1.1111  900   66.749  2.0  1.25000  1.0   0.00200  3.00  -25.400
406030  -1.00   1.1032  900   66.561  2.0  1.25000  1.0   0.00200  3.00  -25.400
406031  -1.00   1.1106  900   66.284  2.0  1.25000  1.0   0.00200  3.00  -25.400
406032  -1.00   1.1027  900   66.073  2.0  1.25000  1.0   0.00200  3.00  -25.400
406033  -1.00   1.1103  900   65.749  2.0  1.25000  1.0   0.00200  3.00  -25.400
406034  -1.00   1.1024  900   65.542  2.0  1.25000  1.0   0.00200  3.00  -25.400
406035  -1.00   1.1100  900   65.233  2.0  1.25000  1.0   0.00200  3.00  -25.400
406036  -1.00   1.1021  900   65.033  2.0  1.25000  1.0   0.00200  3.00  -25.400
406037  -1.00   1.1098  900   64.733  2.0  1.25000  1.0   0.00200  3.00  -25.400
406038  -1.00   1.1020  900   64.523  2.0  1.25000  1.0   0.00200  3.00  -25.400
406039  -1.00   1.1096  900   64.215  2.0  1.25000  1.0   0.00200  3.00  -25.400
406040  -1.00   1.1019  900   63.982  2.0  1.25000  1.0   0.00200  3.00  -25.400
406041  -1.00   1.2046  900   63.488  2.0  1.25000  1.0   0.00200  3.00  -25.400
406042  -1.00   1.1965  900   63.291  2.0  1.25000  1.0   0.00200  3.00  -25.400
406043  -1.00   1.2039  900   62.969  2.0  1.25000  1.0   0.00200  3.00  -25.400
406044  -1.00   1.1958  900   62.803  2.0  1.25000  1.0   0.00200  3.00  -25.400
406045  -1.00   1.2032  900   62.509  2.0  1.25000  1.0   0.00200  3.00  -25.400
406046  -1.00   1.1951  900   62.314  2.0  1.25000  1.0   0.00200  3.00  -25.400
406047  -1.00   1.2026  900   62.017  2.0  1.25000  1.0   0.00200  3.00  -25.400
406048  -1.00   1.1946  900   61.826  2.0  1.25000  1.0   0.00200  3.00  -25.400
406049  -1.00   1.2020  900   61.542  2.0  1.25000  1.0   0.00200  3.00  -25.400
406050  -1.00   1.1941  900   61.351  2.0  1.25000  1.0   0.00200  3.00  -25.400
406051  -1.00   1.2016  900   61.058  2.0  1.25000  1.0   0.00200  3.00  -25.400
406052  -1.00   1.1937  900   60.879  2.0  1.25000  1.0   0.00200  3.00  -25.400
406053  -1.00   1.2012  900   60.593  2.0  1.25000  1.0   0.00200  3.00  -25.400
406054  -1.00   1.1934  900   60.413  2.0  1.25000  1.0   0.00200  3.00  -25.400
406055  -1.00   1.2010  900   60.135  2.0  1.25000  1.0   0.00200  3.00  -25.400
406056  -1.00   1.1932  900   59.942  2.0  1.25000  1.0   0.00200  3.00  -25.400
406057  -1.00   1.2008  900   59.638  2.0  1.25000  1.0   0.00200  3.00  -25.400
406058  -1.00   1.1930  900   59.452  2.0  1.25000  1.0   0.00200  3.00  -25.400
406059  -1.00   1.2007  900   59.184  2.0  1.25000  1.0   0.00200  3.00  -25.400
406060  -1.00   1.1930  900   58.989  2.0  1.25000  1.0   0.00200  3.00  -25.400
406061  -1.00   1.3123  900   58.502  2.0  1.25000  1.0   0.00200  3.00  -25.400
406062  -1.00   1.3043  900   58.324  2.0  1.25000  1.0   0.00200  3.00  -25.400
406063  -1.00   1.3116  900   58.035  2.0  1.25000  1.0   0.00200  3.00  -25.400
406064  -1.00   1.3036  900   57.892  2.0  1.25000  1.0   0.00200  3.00  -25.400
406065  -1.00   1.3110  900   57.613  2.0  1.25000  1.0   0.00200  3.00  -25.400
406066  -1.00   1.3030  900   57.441  2.0  1.25000  1.0   0.00200  3.00  -25.400
406067  -1.00   1.3104  900   57.183  2.0  1.25000  1.0   0.00200  3.00  -25.400
406068  -1.00   1.3025  900   57.001  2.0  1.25000  1.0   0.00200  3.00  -25.400
406069  -1.00   1.3100  900   56.724  2.0  1.25000  1.0   0.00200  3.00  -25.400
406070  -1.00   1.3020  900   56.563  2.0  1.25000  1.0   0.00200  3.00  -25.400
406071  -1.00   1.3096  900   56.325  2.0  1.25000  1.0   0.00200  3.00  -25.400
406072  -1.00   1.3017  900   56.146  2.0  1.25000  1.0   0.00200  3.00  -25.400
406073  -1.00   1.3092  900   55.858  2.0  1.25000  1.0   0.00200  3.00  -25.400
406074  -1.00   1.3014  900   55.699  2.0  1.25000  1.0   0.00200  3.00  -25.400
406075  -1.00   1.3090  900   55.425  2.0  1.25000  1.0   0.00200  3.00  -25.400
406076  -1.00   1.3012  900   55.250  2.0  1.25000  1.0   0.00200  3.00  -25.400
406077  -1.00   1.3088  900   54.995  2.0  1.25000  1.0   0.00200  3.00  -25.400
406078  -1.00   1.3011  900   54.827  2.0  1.25000  1.0   0.00200  3.00  -25.400
406079  -1.00   1.3087  900   54.584  2.0  1.25000  1.0   0.00200  3.00  -25.400
406080  -1.00   1.3010  900   54.397  2.0  1.25000  1.0   0.00200  3.00  -25.400
406081  -1.00   1.4390  900   53.947  2.0  1.25000  1.0   0.00200  3.00  -25.400
406082  -1.00   1.4309  900   53.787  2.0  1.25000  1.0   0.00200  3.00  -25.400
406083  -1.00   1.4383  900   53.536  2.0  1.25000  1.0   0.00200  3.00  -25.400
406084  -1.00   1.4303  900   53.401  2.0  1.25000  1.0   0.00200  3.00  -25.400
406085  -1.00   1.4377  900   53.140  2.0  1.25000  1.0   0.00200  3.00  -25.400
406086  -1.00   1.4298  900   53.000  2.0  1.25000  1.0   0.00200  3.00  -25.400
406087  -1.00   1.4372  900   52.762  2.0  1.25000  1.0   0.00200  3.00  -25.400
406088  -1.00   1.4293  900   52.599  2.0  1.25000  1.0   0.00200  3.00  -25.400
406089  -1.00   1.4368  900   52.363  2.0  1.25000  1.0   0.00200  3.00  -25.400
406090  -1.00   1.4289  900   52.212  2.0  1.25000  1.0   0.00200  3.00  -25.400
406091  -1.00   1.4364  900   51.952  2.0  1.25000  1.0   0.00200  3.00  -25.400
406092  -1.00   1.4286  900   51.789  2.0  1.25000  1.0   0.00200  3.00  -25.400
406093  -1.00   1.4361  900   51.558  2.0  1.25000  1.0   0.00200  3.00  -25.400
406094  -1.00   1.4283  900   51.414  2.0  1.25000  1.0   0.00200  3.00  -25.400
406095  -1.00   1.4359  900   51.167  2.0  1.25000  1.0   0.00200  3.00  -25.400
406096  -1.00   1.4281  900   51.015  2.0  1.25000  1.0   0.00200  3.00  -25.400
406097  -1.00   1.4358  900   50.768  2.0  1.25000  1.0   0.00200  3.00  -25.400
406098  -1.00   1.4280  900   50.613  2.0  1.25000  1.0   0.00200  3.00  -25.400
406099  -1.00   1.4357  900   50.378  2.0  1.25000  1.0   0.00200  3.00  -25.400
406100  -1.00   1.4279  900   50.194  2.0  1.25000  1.0   0.00200  3.00  -25.400
407001  -1.00   1.0402  900   74.378  2.0  1.25000  1.0   0.00200  3.00  -38.100
407002  -1.00   1.0320  900   74.197  2.0  1.25000  1.0   0.00200  3.00  -38.100
407003  -1.00   1.0393  900   73.864  2.0  1.25000  1.0   0.00200  3.00  -38.100
407004  -1.00   1.0312  900   73.633  2.0  1.25000  1.0   0.00200  3.00  -38.100
407005  -1.00   1.0385  900   73.287  2.0  1.25000  1.0   0.00200  3.00  -38.100
407006  -1.00   1.0305  900   73.075  2.0  1.25000  1.0   0.00200  3.00  -38.100
407007  -1.00   1.0378  900   72.734  2.0  1.25000  1.0   0.00200  3.00  -38.100
407008  -1.00   1.0298  900   72.545  2.0  1.25000  1.0   0.00200  3.00  -38.100
407009  -1.00   1.0372  900   72.197  2.0  1.25000  1.0   0.00200  3.00  -38.100
407010  -1.00   1.0292  900   72.002  2.0  1.25000  1.0   0.00200  3.00  -38.100
407011  -1.00   1.0367  900   71.641  2.0  1.25000  1.0   0.00200  3.00  -38.100
407012  -1.00   1.0288  900   71.438  2.0  1.25000  1.0   0.00200  3.00  -38.100
407013  -1.00   1.0363  900   71.096  2.0  1.25000  1.0   0.00200  3.00  -38.100
407014  -1.00   1.0284  900   70.906  2.0  1.25000  1.0   0.00200  3.00  -38.100
407015  -1.00   1.0360  900   70.551  2.0  1.25000  1.0   0.00200  3.00  -38.100
407016  -1.00   1.0282  900   70.338  2.0  1.25000  1.0   0.00200  3.00  -38.100
407017  -1.00   1.0358  900   69.996  2.0  1.25000  1.0   0.00200  3.00  -38.100
407018  -1.00   1.0280  900   69.796  2.0  1.25000  1.0   0.00200  3.00  -38.100
407019  -1.00   1.0356  900   69.454  2.0  1.25000  1.0   0.00200  3.00  -38.100
407020  -1.00   1.0279  900   69.233  2.0  1.25000  1.0   0.00200  3.00  -38.100
407021  -1.00   1.1139  900   68.657  2.0  1.25000  1.0   0.00200  3.00  -38.100
407022  -1.00   1.1058  900   68.453  2.0  1.25000  1.0   0.00200  3.00  -38.100
407023  -1.00   1.1131  900   68.147  2.0  1.25000  1.0   0.00200  3.00  -38.100
407024  -1.00   1.1050  900   67.925  2.0  1.25000  1.0   0.00200  3.00  -38.100
407025  -1.00   1.1123  900   67.623  2.0  1.25000  1.0   0.00200  3.00  -38.100
407026  -1.00   1.1043  900   67.430  2.0  1.25000  1.0   0.00200  3.00  -38.100
407027  -1.00   1.1117  900   67.091  2.0  1.25000  1.0   0.00200  3.00  -38.100
407028  -1.00   1.1037  900   66.910  2.0  1.25000  1.0   0.00200  3.00  -38.100
407029  -1.00   1.1111  900   66.592  2.0  1.25000  1.0   0.00200  3.00  -38.100
407030  -1.00   1.1032  900   66.394  2.0  1.25000  1.0   0.00200  3.00  -38.100
407031  -1.00   1.1106  900   66.098  2.0  1.25000  1.0   0.00200  3.00  -38.100
407032  -1.00   1.1027  900   65.885  2.0  1.25000  1.0   0.00200  3.00  -38.100
407033  -1.00   1.1103  900   65.562  2.0  1.25000  1.0   0.00200  3.00  -38.100
407034  -1.00   1.1024  900   65.360  2.0  1.25000  1.0   0.00200  3.00  -38.100
407035  -1.00   1.1100  900   65.062  2.0  1.25000  1.0   0.00200  3.00  -38.100
407036  -1.00   1.1021  900   64.837  2.0  1.25000  1.0   0.00200  3.00  -38.100
407037  -1.00   1.1098  900   64.541  2.0  1.25000  1.0   0.00200  3.00  -38.100
407038  -1.00   1.1020  900   64.328  2.0  1.25000  1.0   0.00200  3.00  -38.100
407039  -1.00   1.1096  900   64.038  2.0  1.25000  1.0   0.00200  3.00  -38.100
407040  -1.00   1.1019  900   63.853  2.0  1.25000  1.0   0.00200  3.00  -38.100
407041  -1.00   1.2046  900   63.315  2.0  1.25000  1.0   0.00200  3.00  -38.100
407042  -1.00   1.1965  900   63.116  2.0  1.25000  1.0   0.00200  3.00  -38.100
407043  -1.00   1.2039  900   62.827  2.0  1.25000  1.0   0.00200  3.00  -38.100
407044  -1.00   1.1958  900   62.641  2.0  1.25000  1.0   0.00200  3.00  -38.100
407045  -1.00   1.2032  900   62.347  2.0  1.25000  1.0   0.00200  3.00  -38.100
407046  -1.00   1.1951  900   62.163  2.0  1.25000  1.0   0.00200  3.00  -38.100
407047  -1.00   1.2026  900   61.838  2.0  1.25000  1.0   0.00200  3.00  -38.100
