Number of entries, Number of user table parameters                              
        9870           6
Detector Delta      L2 Code   2theta dcode eff_fac effc      res dtime      phi 
516076  -1.00   1.3755  900   88.437  2.0  1.25000  1.0   0.00550  3.00  189.900
516077  -1.00   1.3832  900   88.212  2.0  1.25000  1.0   0.00550  3.00  189.900
516078  -1.00   1.3755  900   88.048  2.0  1.25000  1.0   0.00550  3.00  189.900
516079  -1.00   1.3832  900   87.811  2.0  1.25000  1.0   0.00550  3.00  189.900
516080  -1.00   1.3755  900   87.635  2.0  1.25000  1.0   0.00550  3.00  189.900
516081  -1.00   1.3832  900   87.398  2.0  1.25000  1.0   0.00550  3.00  189.900
516082  -1.00   1.3755  900   87.211  2.0  1.25000  1.0   0.00550  3.00  189.900
516083  -1.00   1.3832  900   86.981  2.0  1.25000  1.0   0.00550  3.00  189.900
516084  -1.00   1.3755  900   86.784  2.0  1.25000  1.0   0.00550  3.00  189.900
516085  -1.00   1.3832  900   86.557  2.0  1.25000  1.0   0.00550  3.00  189.900
516086  -1.00   1.3755  900   86.371  2.0  1.25000  1.0   0.00550  3.00  189.900
516087  -1.00   1.3832  900   86.144  2.0  1.25000  1.0   0.00550  3.00  189.900
516088  -1.00   1.3755  900   85.944  2.0  1.25000  1.0   0.00550  3.00  189.900
516089  -1.00   1.3832  900   85.737  2.0  1.25000  1.0   0.00550  3.00  189.900
516090  -1.00   1.3755  900   85.544  2.0  1.25000  1.0   0.00550  3.00  189.900
516091  -1.00   1.3832  900   85.322  2.0  1.25000  1.0   0.00550  3.00  189.900
516092  -1.00   1.3755  900   85.129  2.0  1.25000  1.0   0.00550  3.00  189.900
516093  -1.00   1.3832  900   84.905  2.0  1.25000  1.0   0.00550  3.00  189.900
516094  -1.00   1.3755  900   84.718  2.0  1.25000  1.0   0.00550  3.00  189.900
516095  -1.00   1.3832  900   84.502  2.0  1.25000  1.0   0.00550  3.00  189.900
516096  -1.00   1.3755  900   84.306  2.0  1.25000  1.0   0.00550  3.00  189.900
516097  -1.00   1.3832  900   84.092  2.0  1.25000  1.0   0.00550  3.00  189.900
516098  -1.00   1.3755  900   83.881  2.0  1.25000  1.0   0.00550  3.00  189.900
516099  -1.00   1.3832  900   83.672  2.0  1.25000  1.0   0.00550  3.00  189.900
516100  -1.00   1.3755  900   83.494  2.0  1.25000  1.0   0.00550  3.00  189.900
516101  -1.00   1.3832  900   83.261  2.0  1.25000  1.0   0.00550  3.00  189.900
516102  -1.00   1.3755  900   83.086  2.0  1.25000  1.0   0.00550  3.00  189.900
516103  -1.00   1.3832  900   82.870  2.0  1.25000  1.0   0.00550  3.00  189.900
516104  -1.00   1.3755  900   82.667  2.0  1.25000  1.0   0.00550  3.00  189.900
516105  -1.00   1.3832  900   82.436  2.0  1.25000  1.0   0.00550  3.00  189.900
516106  -1.00   1.3755  900   82.250  2.0  1.25000  1.0   0.00550  3.00  189.900
516107  -1.00   1.3832  900   82.006  2.0  1.25000  1.0   0.00550  3.00  189.900
516108  -1.00   1.3755  900   81.834  2.0  1.25000  1.0   0.00550  3.00  189.900
516109  -1.00   1.3832  900   81.595  2.0  1.25000  1.0   0.00550  3.00  189.900
516110  -1.00   1.3755  900   81.427  2.0  1.25000  1.0   0.00550  3.00  189.900
516111  -1.00   1.3832  900   81.205  2.0  1.25000  1.0   0.00550  3.00  189.900
516112  -1.00   1.3755  900   81.018  2.0  1.25000  1.0   0.00550  3.00  189.900
516113  -1.00   1.3832  900   80.779  2.0  1.25000  1.0   0.00550  3.00  189.900
516114  -1.00   1.3755  900   80.588  2.0  1.25000  1.0   0.00550  3.00  189.900
516115  -1.00   1.3832  900   80.380  2.0  1.25000  1.0   0.00550  3.00  189.900
516116  -1.00   1.3755  900   80.169  2.0  1.25000  1.0   0.00550  3.00  189.900
516117  -1.00   1.3832  900   79.950  2.0  1.25000  1.0   0.00550  3.00  189.900
516118  -1.00   1.3755  900   79.764  2.0  1.25000  1.0   0.00550  3.00  189.900
516119  -1.00   1.3832  900   79.562  2.0  1.25000  1.0   0.00550  3.00  189.900
516120  -1.00   1.3755  900   79.363  2.0  1.25000  1.0   0.00550  3.00  189.900
517001  -1.00   1.3832  900  104.073  2.0  1.25000  1.0   0.00550  3.00  199.800
517002  -1.00   1.3755  900  103.845  2.0  1.25000  1.0   0.00550  3.00  199.800
517003  -1.00   1.3832  900  103.613  2.0  1.25000  1.0   0.00550  3.00  199.800
517004  -1.00   1.3755  900  103.411  2.0  1.25000  1.0   0.00550  3.00  199.800
517005  -1.00   1.3832  900  103.178  2.0  1.25000  1.0   0.00550  3.00  199.800
517006  -1.00   1.3755  900  103.038  2.0  1.25000  1.0   0.00550  3.00  199.800
517007  -1.00   1.3832  900  102.760  2.0  1.25000  1.0   0.00550  3.00  199.800
517008  -1.00   1.3755  900  102.566  2.0  1.25000  1.0   0.00550  3.00  199.800
517009  -1.00   1.3832  900  102.358  2.0  1.25000  1.0   0.00550  3.00  199.800
517010  -1.00   1.3755  900  102.202  2.0  1.25000  1.0   0.00550  3.00  199.800
517011  -1.00   1.3832  900  101.947  2.0  1.25000  1.0   0.00550  3.00  199.800
517012  -1.00   1.3755  900  101.745  2.0  1.25000  1.0   0.00550  3.00  199.800
517013  -1.00   1.3832  900  101.486  2.0  1.25000  1.0   0.00550  3.00  199.800
517014  -1.00   1.3755  900  101.324  2.0  1.25000  1.0   0.00550  3.00  199.800
517015  -1.00   1.3832  900  101.115  2.0  1.25000  1.0   0.00550  3.00  199.800
517016  -1.00   1.3755  900  100.943  2.0  1.25000  1.0   0.00550  3.00  199.800
517017  -1.00   1.3832  900  100.709  2.0  1.25000  1.0   0.00550  3.00  199.800
517018  -1.00   1.3755  900  100.524  2.0  1.25000  1.0   0.00550  3.00  199.800
517019  -1.00   1.3832  900  100.293  2.0  1.25000  1.0   0.00550  3.00  199.800
517020  -1.00   1.3755  900  100.142  2.0  1.25000  1.0   0.00550  3.00  199.800
517021  -1.00   1.3832  900   99.876  2.0  1.25000  1.0   0.00550  3.00  199.800
517022  -1.00   1.3755  900   99.508  2.0  1.25000  1.0   0.00550  3.00  199.800
517023  -1.00   1.3832  900   99.454  2.0  1.25000  1.0   0.00550  3.00  199.800
517024  -1.00   1.3755  900  110.127  2.0  1.25000  1.0   0.00550  3.00  199.800
517025  -1.00   1.3832  900   99.023  2.0  1.25000  1.0   0.00550  3.00  199.800
517026  -1.00   1.3755  900   98.846  2.0  1.25000  1.0   0.00550  3.00  199.800
517027  -1.00   1.3832  900   98.629  2.0  1.25000  1.0   0.00550  3.00  199.800
517028  -1.00   1.3755  900   98.440  2.0  1.25000  1.0   0.00550  3.00  199.800
517029  -1.00   1.3832  900   98.232  2.0  1.25000  1.0   0.00550  3.00  199.800
517030  -1.00   1.3755  900   98.048  2.0  1.25000  1.0   0.00550  3.00  199.800
517031  -1.00   1.3832  900   97.826  2.0  1.25000  1.0   0.00550  3.00  199.800
517032  -1.00   1.3755  900   97.605  2.0  1.25000  1.0   0.00550  3.00  199.800
517033  -1.00   1.3832  900   97.220  2.0  1.25000  1.0   0.00550  3.00  199.800
517034  -1.00   1.3755  900   97.200  2.0  1.25000  1.0   0.00550  3.00  199.800
517035  -1.00   1.3832  900   96.981  2.0  1.25000  1.0   0.00550  3.00  199.800
517036  -1.00   1.3755  900   96.786  2.0  1.25000  1.0   0.00550  3.00  199.800
517037  -1.00   1.3832  900   96.388  2.0  1.25000  1.0   0.00550  3.00  199.800
517038  -1.00   1.3755  900   96.372  2.0  1.25000  1.0   0.00550  3.00  199.800
517039  -1.00   1.3832  900   96.183  2.0  1.25000  1.0   0.00550  3.00  199.800
517040  -1.00   1.3755  900   95.951  2.0  1.25000  1.0   0.00550  3.00  199.800
517041  -1.00   1.3832  900   95.732  2.0  1.25000  1.0   0.00550  3.00  199.800
517042  -1.00   1.3755  900   95.530  2.0  1.25000  1.0   0.00550  3.00  199.800
517043  -1.00   1.3832  900   95.311  2.0  1.25000  1.0   0.00550  3.00  199.800
517044  -1.00   1.3755  900   95.119  2.0  1.25000  1.0   0.00550  3.00  199.800
517045  -1.00   1.3832  900   94.724  2.0  1.25000  1.0   0.00550  3.00  199.800
517046  -1.00   1.3755  900   94.705  2.0  1.25000  1.0   0.00550  3.00  199.800
517047  -1.00   1.3832  900   94.472  2.0  1.25000  1.0   0.00550  3.00  199.800
517048  -1.00   1.3755  900   94.307  2.0  1.25000  1.0   0.00550  3.00  199.800
517049  -1.00   1.3832  900   94.134  2.0  1.25000  1.0   0.00550  3.00  199.800
517050  -1.00   1.3755  900   93.890  2.0  1.25000  1.0   0.00550  3.00  199.800
517051  -1.00   1.3832  900   93.660  2.0  1.25000  1.0   0.00550  3.00  199.800
517052  -1.00   1.3755  900   93.486  2.0  1.25000  1.0   0.00550  3.00  199.800
517053  -1.00   1.3832  900   93.224  2.0  1.25000  1.0   0.00550  3.00  199.800
517054  -1.00   1.3755  900   93.040  2.0  1.25000  1.0   0.00550  3.00  199.800
517055  -1.00   1.3832  900   92.835  2.0  1.25000  1.0   0.00550  3.00  199.800
517056  -1.00   1.3755  900   92.681  2.0  1.25000  1.0   0.00550  3.00  199.800
517057  -1.00   1.3832  900   92.403  2.0  1.25000  1.0   0.00550  3.00  199.800
517058  -1.00   1.3755  900   92.217  2.0  1.25000  1.0   0.00550  3.00  199.800
517059  -1.00   1.3832  900   91.974  2.0  1.25000  1.0   0.00550  3.00  199.800
517060  -1.00   1.3755  900   91.851  2.0  1.25000  1.0   0.00550  3.00  199.800
517061  -1.00   1.3832  900   91.567  2.0  1.25000  1.0   0.00550  3.00  199.800
517062  -1.00   1.3755  900   91.391  2.0  1.25000  1.0   0.00550  3.00  199.800
517063  -1.00   1.3832  900   91.159  2.0  1.25000  1.0   0.00550  3.00  199.800
517064  -1.00   1.3755  900   90.984  2.0  1.25000  1.0   0.00550  3.00  199.800
517065  -1.00   1.3832  900   90.743  2.0  1.25000  1.0   0.00550  3.00  199.800
517066  -1.00   1.3755  900   90.628  2.0  1.25000  1.0   0.00550  3.00  199.800
517067  -1.00   1.3832  900   90.351  2.0  1.25000  1.0   0.00550  3.00  199.800
517068  -1.00   1.3755  900   90.137  2.0  1.25000  1.0   0.00550  3.00  199.800
517069  -1.00   1.3832  900   89.930  2.0  1.25000  1.0   0.00550  3.00  199.800
517070  -1.00   1.3755  900   89.795  2.0  1.25000  1.0   0.00550  3.00  199.800
517071  -1.00   1.3832  900   89.525  2.0  1.25000  1.0   0.00550  3.00  199.800
517072  -1.00   1.3755  900   89.337  2.0  1.25000  1.0   0.00550  3.00  199.800
517073  -1.00   1.3832  900   89.109  2.0  1.25000  1.0   0.00550  3.00  199.800
517074  -1.00   1.3755  900   88.904  2.0  1.25000  1.0   0.00550  3.00  199.800
517075  -1.00   1.3832  900   88.699  2.0  1.25000  1.0   0.00550  3.00  199.800
517076  -1.00   1.3755  900   88.561  2.0  1.25000  1.0   0.00550  3.00  199.800
517077  -1.00   1.3832  900   88.343  2.0  1.25000  1.0   0.00550  3.00  199.800
517078  -1.00   1.3755  900   88.152  2.0  1.25000  1.0   0.00550  3.00  199.800
517079  -1.00   1.3832  900   87.926  2.0  1.25000  1.0   0.00550  3.00  199.800
517080  -1.00   1.3755  900   87.728  2.0  1.25000  1.0   0.00550  3.00  199.800
517081  -1.00   1.3832  900   87.502  2.0  1.25000  1.0   0.00550  3.00  199.800
517082  -1.00   1.3755  900   87.310  2.0  1.25000  1.0   0.00550  3.00  199.800
517083  -1.00   1.3832  900   87.094  2.0  1.25000  1.0   0.00550  3.00  199.800
517084  -1.00   1.3755  900   86.900  2.0  1.25000  1.0   0.00550  3.00  199.800
517085  -1.00   1.3832  900   86.633  2.0  1.25000  1.0   0.00550  3.00  199.800
517086  -1.00   1.3755  900   86.441  2.0  1.25000  1.0   0.00550  3.00  199.800
517087  -1.00   1.3832  900   86.281  2.0  1.25000  1.0   0.00550  3.00  199.800
517088  -1.00   1.3755  900   86.011  2.0  1.25000  1.0   0.00550  3.00  199.800
517089  -1.00   1.3832  900   85.790  2.0  1.25000  1.0   0.00550  3.00  199.800
517090  -1.00   1.3755  900   85.608  2.0  1.25000  1.0   0.00550  3.00  199.800
517091  -1.00   1.3832  900   85.380  2.0  1.25000  1.0   0.00550  3.00  199.800
517092  -1.00   1.3755  900   85.203  2.0  1.25000  1.0   0.00550  3.00  199.800
517093  -1.00   1.3832  900   84.979  2.0  1.25000  1.0   0.00550  3.00  199.800
517094  -1.00   1.3755  900   84.844  2.0  1.25000  1.0   0.00550  3.00  199.800
517095  -1.00   1.3832  900   84.552  2.0  1.25000  1.0   0.00550  3.00  199.800
517096  -1.00   1.3755  900   84.366  2.0  1.25000  1.0   0.00550  3.00  199.800
517097  -1.00   1.3832  900   84.139  2.0  1.25000  1.0   0.00550  3.00  199.800
517098  -1.00   1.3755  900   83.939  2.0  1.25000  1.0   0.00550  3.00  199.800
517099  -1.00   1.3832  900   83.719  2.0  1.25000  1.0   0.00550  3.00  199.800
517100  -1.00   1.3755  900   83.591  2.0  1.25000  1.0   0.00550  3.00  199.800
517101  -1.00   1.3832  900   83.317  2.0  1.25000  1.0   0.00550  3.00  199.800
517102  -1.00   1.3755  900   83.126  2.0  1.25000  1.0   0.00550  3.00  199.800
517103  -1.00   1.3832  900   82.898  2.0  1.25000  1.0   0.00550  3.00  199.800
517104  -1.00   1.3755  900   82.709  2.0  1.25000  1.0   0.00550  3.00  199.800
517105  -1.00   1.3832  900   82.472  2.0  1.25000  1.0   0.00550  3.00  199.800
517106  -1.00   1.3755  900   82.353  2.0  1.25000  1.0   0.00550  3.00  199.800
517107  -1.00   1.3832  900   82.132  2.0  1.25000  1.0   0.00550  3.00  199.800
517108  -1.00   1.3755  900   81.948  2.0  1.25000  1.0   0.00550  3.00  199.800
517109  -1.00   1.3832  900   81.722  2.0  1.25000  1.0   0.00550  3.00  199.800
517110  -1.00   1.3755  900   81.520  2.0  1.25000  1.0   0.00550  3.00  199.800
517111  -1.00   1.3832  900   81.249  2.0  1.25000  1.0   0.00550  3.00  199.800
517112  -1.00   1.3755  900   81.051  2.0  1.25000  1.0   0.00550  3.00  199.800
517113  -1.00   1.3832  900   80.845  2.0  1.25000  1.0   0.00550  3.00  199.800
517114  -1.00   1.3755  900   80.646  2.0  1.25000  1.0   0.00550  3.00  199.800
517115  -1.00   1.3832  900   80.424  2.0  1.25000  1.0   0.00550  3.00  199.800
517116  -1.00   1.3755  900   80.221  2.0  1.25000  1.0   0.00550  3.00  199.800
517117  -1.00   1.3832  900   80.010  2.0  1.25000  1.0   0.00550  3.00  199.800
517118  -1.00   1.3755  900   79.817  2.0  1.25000  1.0   0.00550  3.00  199.800
517119  -1.00   1.3832  900   79.589  2.0  1.25000  1.0   0.00550  3.00  199.800
517120  -1.00   1.3755  900   79.418  2.0  1.25000  1.0   0.00550  3.00  199.800
518001  -1.00   1.3832  900  104.035  2.0  1.25000  1.0   0.00550  3.00  209.700
518002  -1.00   1.3755  900  103.837  2.0  1.25000  1.0   0.00550  3.00  209.700
518003  -1.00   1.3832  900  103.593  2.0  1.25000  1.0   0.00550  3.00  209.700
518004  -1.00   1.3755  900  103.386  2.0  1.25000  1.0   0.00550  3.00  209.700
518005  -1.00   1.3832  900  103.165  2.0  1.25000  1.0   0.00550  3.00  209.700
518006  -1.00   1.3755  900  102.975  2.0  1.25000  1.0   0.00550  3.00  209.700
518007  -1.00   1.3832  900  102.724  2.0  1.25000  1.0   0.00550  3.00  209.700
518008  -1.00   1.3755  900  102.563  2.0  1.25000  1.0   0.00550  3.00  209.700
518009  -1.00   1.3832  900  102.341  2.0  1.25000  1.0   0.00550  3.00  209.700
518010  -1.00   1.3755  900  102.150  2.0  1.25000  1.0   0.00550  3.00  209.700
518011  -1.00   1.3832  900  101.932  2.0  1.25000  1.0   0.00550  3.00  209.700
518012  -1.00   1.3755  900  101.750  2.0  1.25000  1.0   0.00550  3.00  209.700
518013  -1.00   1.3832  900  101.514  2.0  1.25000  1.0   0.00550  3.00  209.700
518014  -1.00   1.3755  900  101.346  2.0  1.25000  1.0   0.00550  3.00  209.700
518015  -1.00   1.3832  900  101.101  2.0  1.25000  1.0   0.00550  3.00  209.700
518016  -1.00   1.3755  900  100.925  2.0  1.25000  1.0   0.00550  3.00  209.700
518017  -1.00   1.3832  900  100.689  2.0  1.25000  1.0   0.00550  3.00  209.700
518018  -1.00   1.3755  900  100.491  2.0  1.25000  1.0   0.00550  3.00  209.700
518019  -1.00   1.3832  900  100.274  2.0  1.25000  1.0   0.00550  3.00  209.700
518020  -1.00   1.3755  900  100.091  2.0  1.25000  1.0   0.00550  3.00  209.700
518021  -1.00   1.3832  900   99.872  2.0  1.25000  1.0   0.00550  3.00  209.700
518022  -1.00   1.3755  900   99.669  2.0  1.25000  1.0   0.00550  3.00  209.700
518023  -1.00   1.3832  900   99.434  2.0  1.25000  1.0   0.00550  3.00  209.700
518024  -1.00   1.3755  900   99.239  2.0  1.25000  1.0   0.00550  3.00  209.700
518025  -1.00   1.3832  900   99.030  2.0  1.25000  1.0   0.00550  3.00  209.700
518026  -1.00   1.3755  900   98.843  2.0  1.25000  1.0   0.00550  3.00  209.700
518027  -1.00   1.3832  900   98.607  2.0  1.25000  1.0   0.00550  3.00  209.700
518028  -1.00   1.3755  900   98.420  2.0  1.25000  1.0   0.00550  3.00  209.700
518029  -1.00   1.3832  900   98.205  2.0  1.25000  1.0   0.00550  3.00  209.700
518030  -1.00   1.3755  900   98.033  2.0  1.25000  1.0   0.00550  3.00  209.700
518031  -1.00   1.3832  900   97.777  2.0  1.25000  1.0   0.00550  3.00  209.700
518032  -1.00   1.3755  900   97.583  2.0  1.25000  1.0   0.00550  3.00  209.700
518033  -1.00   1.3832  900   97.354  2.0  1.25000  1.0   0.00550  3.00  209.700
518034  -1.00   1.3755  900   97.183  2.0  1.25000  1.0   0.00550  3.00  209.700
518035  -1.00   1.3832  900   96.946  2.0  1.25000  1.0   0.00550  3.00  209.700
518036  -1.00   1.3755  900   96.768  2.0  1.25000  1.0   0.00550  3.00  209.700
518037  -1.00   1.3832  900   96.525  2.0  1.25000  1.0   0.00550  3.00  209.700
518038  -1.00   1.3755  900   96.363  2.0  1.25000  1.0   0.00550  3.00  209.700
518039  -1.00   1.3832  900   96.131  2.0  1.25000  1.0   0.00550  3.00  209.700
518040  -1.00   1.3755  900   95.966  2.0  1.25000  1.0   0.00550  3.00  209.700
518041  -1.00   1.3832  900   95.720  2.0  1.25000  1.0   0.00550  3.00  209.700
518042  -1.00   1.3755  900   95.532  2.0  1.25000  1.0   0.00550  3.00  209.700
518043  -1.00   1.3832  900   95.293  2.0  1.25000  1.0   0.00550  3.00  209.700
518044  -1.00   1.3755  900   95.125  2.0  1.25000  1.0   0.00550  3.00  209.700
518045  -1.00   1.3832  900   94.905  2.0  1.25000  1.0   0.00550  3.00  209.700
518046  -1.00   1.3755  900   94.703  2.0  1.25000  1.0   0.00550  3.00  209.700
518047  -1.00   1.3832  900   94.481  2.0  1.25000  1.0   0.00550  3.00  209.700
518048  -1.00   1.3755  900   94.297  2.0  1.25000  1.0   0.00550  3.00  209.700
518049  -1.00   1.3832  900   94.077  2.0  1.25000  1.0   0.00550  3.00  209.700
518050  -1.00   1.3755  900   93.881  2.0  1.25000  1.0   0.00550  3.00  209.700
518051  -1.00   1.3832  900   93.650  2.0  1.25000  1.0   0.00550  3.00  209.700
518052  -1.00   1.3755  900   93.474  2.0  1.25000  1.0   0.00550  3.00  209.700
518053  -1.00   1.3832  900   93.252  2.0  1.25000  1.0   0.00550  3.00  209.700
518054  -1.00   1.3755  900   93.043  2.0  1.25000  1.0   0.00550  3.00  209.700
518055  -1.00   1.3832  900   92.821  2.0  1.25000  1.0   0.00550  3.00  209.700
518056  -1.00   1.3755  900   92.628  2.0  1.25000  1.0   0.00550  3.00  209.700
518057  -1.00   1.3832  900   92.397  2.0  1.25000  1.0   0.00550  3.00  209.700
518058  -1.00   1.3755  900   92.233  2.0  1.25000  1.0   0.00550  3.00  209.700
518059  -1.00   1.3832  900   92.003  2.0  1.25000  1.0   0.00550  3.00  209.700
518060  -1.00   1.3755  900   91.798  2.0  1.25000  1.0   0.00550  3.00  209.700
518061  -1.00   1.3832  900   91.597  2.0  1.25000  1.0   0.00550  3.00  209.700
518062  -1.00   1.3755  900   91.394  2.0  1.25000  1.0   0.00550  3.00  209.700
518063  -1.00   1.3832  900   91.167  2.0  1.25000  1.0   0.00550  3.00  209.700
518064  -1.00   1.3755  900   90.972  2.0  1.25000  1.0   0.00550  3.00  209.700
518065  -1.00   1.3832  900   90.782  2.0  1.25000  1.0   0.00550  3.00  209.700
518066  -1.00   1.3755  900   90.567  2.0  1.25000  1.0   0.00550  3.00  209.700
518067  -1.00   1.3832  900   90.331  2.0  1.25000  1.0   0.00550  3.00  209.700
518068  -1.00   1.3755  900   90.143  2.0  1.25000  1.0   0.00550  3.00  209.700
518069  -1.00   1.3832  900   89.954  2.0  1.25000  1.0   0.00550  3.00  209.700
518070  -1.00   1.3755  900   89.741  2.0  1.25000  1.0   0.00550  3.00  209.700
518071  -1.00   1.3832  900   89.521  2.0  1.25000  1.0   0.00550  3.00  209.700
518072  -1.00   1.3755  900   89.304  2.0  1.25000  1.0   0.00550  3.00  209.700
518073  -1.00   1.3832  900   89.086  2.0  1.25000  1.0   0.00550  3.00  209.700
518074  -1.00   1.3755  900   88.907  2.0  1.25000  1.0   0.00550  3.00  209.700
518075  -1.00   1.3832  900   88.686  2.0  1.25000  1.0   0.00550  3.00  209.700
518076  -1.00   1.3755  900   88.493  2.0  1.25000  1.0   0.00550  3.00  209.700
518077  -1.00   1.3832  900   88.299  2.0  1.25000  1.0   0.00550  3.00  209.700
518078  -1.00   1.3755  900   88.097  2.0  1.25000  1.0   0.00550  3.00  209.700
518079  -1.00   1.3832  900   87.870  2.0  1.25000  1.0   0.00550  3.00  209.700
518080  -1.00   1.3755  900   87.685  2.0  1.25000  1.0   0.00550  3.00  209.700
518081  -1.00   1.3832  900   87.439  2.0  1.25000  1.0   0.00550  3.00  209.700
518082  -1.00   1.3755  900   87.257  2.0  1.25000  1.0   0.00550  3.00  209.700
518083  -1.00   1.3832  900   87.037  2.0  1.25000  1.0   0.00550  3.00  209.700
518084  -1.00   1.3755  900   86.865  2.0  1.25000  1.0   0.00550  3.00  209.700
518085  -1.00   1.3832  900   86.619  2.0  1.25000  1.0   0.00550  3.00  209.700
518086  -1.00   1.3755  900   86.422  2.0  1.25000  1.0   0.00550  3.00  209.700
518087  -1.00   1.3832  900   86.206  2.0  1.25000  1.0   0.00550  3.00  209.700
518088  -1.00   1.3755  900   86.021  2.0  1.25000  1.0   0.00550  3.00  209.700
518089  -1.00   1.3832  900   85.768  2.0  1.25000  1.0   0.00550  3.00  209.700
518090  -1.00   1.3755  900   85.583  2.0  1.25000  1.0   0.00550  3.00  209.700
518091  -1.00   1.3832  900   85.393  2.0  1.25000  1.0   0.00550  3.00  209.700
518092  -1.00   1.3755  900   85.182  2.0  1.25000  1.0   0.00550  3.00  209.700
518093  -1.00   1.3832  900   84.962  2.0  1.25000  1.0   0.00550  3.00  209.700
518094  -1.00   1.3755  900   84.764  2.0  1.25000  1.0   0.00550  3.00  209.700
518095  -1.00   1.3832  900   84.540  2.0  1.25000  1.0   0.00550  3.00  209.700
518096  -1.00   1.3755  900   84.336  2.0  1.25000  1.0   0.00550  3.00  209.700
518097  -1.00   1.3832  900   84.117  2.0  1.25000  1.0   0.00550  3.00  209.700
518098  -1.00   1.3755  900   83.947  2.0  1.25000  1.0   0.00550  3.00  209.700
518099  -1.00   1.3832  900   83.721  2.0  1.25000  1.0   0.00550  3.00  209.700
518100  -1.00   1.3755  900   83.524  2.0  1.25000  1.0   0.00550  3.00  209.700
518101  -1.00   1.3832  900   83.325  2.0  1.25000  1.0   0.00550  3.00  209.700
518102  -1.00   1.3755  900   82.868  2.0  1.25000  1.0   0.00550  3.00  209.700
518103  -1.00   1.3832  900   82.889  2.0  1.25000  1.0   0.00550  3.00  209.700
518104  -1.00   1.3755  900   82.715  2.0  1.25000  1.0   0.00550  3.00  209.700
518105  -1.00   1.3832  900   82.484  2.0  1.25000  1.0   0.00550  3.00  209.700
518106  -1.00   1.3755  900   82.292  2.0  1.25000  1.0   0.00550  3.00  209.700
518107  -1.00   1.3832  900   82.062  2.0  1.25000  1.0   0.00550  3.00  209.700
518108  -1.00   1.3755  900   81.881  2.0  1.25000  1.0   0.00550  3.00  209.700
518109  -1.00   1.3832  900   81.663  2.0  1.25000  1.0   0.00550  3.00  209.700
518110  -1.00   1.3755  900   81.461  2.0  1.25000  1.0   0.00550  3.00  209.700
518111  -1.00   1.3832  900   81.227  2.0  1.25000  1.0   0.00550  3.00  209.700
518112  -1.00   1.3755  900   81.069  2.0  1.25000  1.0   0.00550  3.00  209.700
518113  -1.00   1.3832  900   80.837  2.0  1.25000  1.0   0.00550  3.00  209.700
518114  -1.00   1.3755  900   80.639  2.0  1.25000  1.0   0.00550  3.00  209.700
518115  -1.00   1.3832  900   80.408  2.0  1.25000  1.0   0.00550  3.00  209.700
518116  -1.00   1.3755  900   80.024  2.0  1.25000  1.0   0.00550  3.00  209.700
518117  -1.00   1.3832  900   80.166  2.0  1.25000  1.0   0.00550  3.00  209.700
518118  -1.00   1.3755  900   79.828  2.0  1.25000  1.0   0.00550  3.00  209.700
518119  -1.00   1.3832  900   79.592  2.0  1.25000  1.0   0.00550  3.00  209.700
518120  -1.00   1.3755  900   79.405  2.0  1.25000  1.0   0.00550  3.00  209.700
519001  -1.00   1.3832  900  104.005  2.0  1.25000  1.0   0.00550  3.00  219.600
519002  -1.00   1.3755  900  103.772  2.0  1.25000  1.0   0.00550  3.00  219.600
519003  -1.00   1.3832  900  103.554  2.0  1.25000  1.0   0.00550  3.00  219.600
519004  -1.00   1.3755  900  103.357  2.0  1.25000  1.0   0.00550  3.00  219.600
519005  -1.00   1.3832  900  103.120  2.0  1.25000  1.0   0.00550  3.00  219.600
519006  -1.00   1.3755  900  102.970  2.0  1.25000  1.0   0.00550  3.00  219.600
519007  -1.00   1.3832  900  102.707  2.0  1.25000  1.0   0.00550  3.00  219.600
519008  -1.00   1.3755  900  102.522  2.0  1.25000  1.0   0.00550  3.00  219.600
519009  -1.00   1.3832  900  102.301  2.0  1.25000  1.0   0.00550  3.00  219.600
519010  -1.00   1.3755  900  102.120  2.0  1.25000  1.0   0.00550  3.00  219.600
519011  -1.00   1.3832  900  101.862  2.0  1.25000  1.0   0.00550  3.00  219.600
519012  -1.00   1.3755  900  101.692  2.0  1.25000  1.0   0.00550  3.00  219.600
519013  -1.00   1.3832  900  101.462  2.0  1.25000  1.0   0.00550  3.00  219.600
519014  -1.00   1.3755  900  101.263  2.0  1.25000  1.0   0.00550  3.00  219.600
519015  -1.00   1.3832  900  101.050  2.0  1.25000  1.0   0.00550  3.00  219.600
519016  -1.00   1.3755  900  100.873  2.0  1.25000  1.0   0.00550  3.00  219.600
519017  -1.00   1.3832  900  100.624  2.0  1.25000  1.0   0.00550  3.00  219.600
519018  -1.00   1.3755  900  100.452  2.0  1.25000  1.0   0.00550  3.00  219.600
519019  -1.00   1.3832  900  100.242  2.0  1.25000  1.0   0.00550  3.00  219.600
519020  -1.00   1.3755  900  100.048  2.0  1.25000  1.0   0.00550  3.00  219.600
519021  -1.00   1.3832  900   99.825  2.0  1.25000  1.0   0.00550  3.00  219.600
519022  -1.00   1.3755  900   99.641  2.0  1.25000  1.0   0.00550  3.00  219.600
519023  -1.00   1.3832  900   99.400  2.0  1.25000  1.0   0.00550  3.00  219.600
519024  -1.00   1.3755  900   99.210  2.0  1.25000  1.0   0.00550  3.00  219.600
